t,accCmpX,accCmpY,accCmpZ
732,3.50717,6.71535,-12.4314
733,4.3516,8.48083,-9.28105
734,5.117,4.80854,-5.27786
735,6.23383,-1.1039,-2.48564
736,7.18588,-4.97605,-4.74157
737,7.5573,-5.10959,-8.03724
738,7.92063,-4.38181,-11.7747
739,8.24506,-2.81331,-15.2831
740,8.88794,0.0186376,-19.4257
741,9.0542,-1.20365,-17.7015
742,9.16423,-1.12111,-13.3793
743,9.22108,-0.473409,-7.98407
744,8.92563,-0.439608,-1.01189
745,8.19594,3.73121,-5.96222
746,7.05978,4.8044,-15.0747
747,8.14865,2.61098,-17.4902
748,8.88776,0.836337,-19.3505
749,9.00361,0.538597,-20.2936
750,9.04757,-0.204195,-19.2537
751,8.89919,-1.32659,-17.8188
752,8.55907,-2.69436,-16.1246
753,8.85154,0.518086,-19.8641
754,8.94909,1.5795,-7.63684
755,9.04863,-1.40076,-2.39392
756,9.14103,-2.12331,-14.4701
757,9.21448,-0.406427,-20.7202
758,9.25617,-0.390058,-8.93487
759,8.64076,1.14024,-18.2431
760,6.67215,-6.40327,-11.7208
761,3.80209,-2.85008,-5.60558
762,0.430313,9.22623,-9.27469
763,-3.0071,3.59791,-7.13793
764,-3.16,2.00861,-7.53797
765,-3.36307,0.592776,-7.27017
766,-3.56728,-0.819356,-7.06595
767,-3.7719,-2.19605,-6.94028
768,-3.97955,-3.50016,-6.90297
769,-5.492,-3.25275,-5.22742
770,-6.78308,-2.97527,-4.05983
771,-7.90757,-2.60025,-3.05662
772,-8.8356,-2.13425,-2.24338
773,-9.5428,-1.58652,-1.63997
774,-7.59531,-1.35803,-1.68378
775,-4.73596,0.177199,-4.38804
776,-1.30479,2.39245,-7.84584
777,2.24099,4.33626,-11.0735
778,5.43519,5.13106,-13.1708
779,4.40277,-2.06402,-15.4883
780,3.22893,-8.47531,-12.1746
781,1.99445,-7.86411,-9.60528
782,0.717984,-0.191635,-9.84773
783,-0.574814,7.92623,-11.043
784,4.25387,-6.19309,-6.12228
785,7.95669,-4.04735,-15.627
786,9.40592,-0.333003,-15.8649
787,8.12289,-3.29062,-2.66257
788,4.38965,6.83138,-7.12238
789,6.60109,2.40321,-4.13954
790,8.16287,-1.93702,-3.52828
791,9.18978,-2.11171,-8.31809
792,9.61396,0.299538,-15.5968
793,7.44311,1.37843,-2.45091
794,2.74846,4.70056,-12.8961
795,-3.29185,-9.26586,-10.7317
796,-8.38975,4.72067,-14.5684
797,-10.2954,-0.0415489,-0.427089
798,-7.87184,3.99576,-15.8439
799,-6.5609,-4.37341,-14.9794
800,-4.87791,-8.65224,-8.86995
801,-3.00022,-0.577624,-7.59725
802,-1.00369,9.04621,-9.84727
803,1.02828,5.90352,-8.70715
804,-0.782161,8.55763,-10.7221
805,-2.6779,9.53517,-10.9281
806,-4.48956,8.85633,-9.75215
807,-6.14886,6.79814,-7.48963
808,-6.84694,6.56986,-6.01455
809,-7.5742,6.15893,-6.05414
810,-8.22516,5.62007,-6.2185
811,-8.79297,4.96387,-6.5006
812,-9.27156,4.20354,-6.88753
813,-9.65666,3.35391,-7.36273
814,-10.1802,-0.0636889,-10.5006
815,-9.46112,-3.09249,-13.3829
816,-9.78305,-1.21852,-18.2197
817,-10.0262,0.048137,-19.4036
818,-9.87165,-0.17741,-19.1945
819,-9.4779,-1.12264,-18.3492
820,-8.9301,-2.50242,-16.9644
821,-9.63263,-2.01428,-17.1426
822,-10.0466,-1.24944,-17.2376
823,-10.1183,-1.15425,-15.6183
824,-10.1478,-1.22416,-13.7985
825,-10.1718,-1.13652,-10.0134
826,-10.2114,-0.729124,-6.18779
827,-10.2373,-0.284303,-2.84046
828,-10.1752,-0.806395,-5.15532
829,-10.1583,-1.06429,-7.51073
830,-10.1375,-1.28272,-9.99616
831,-10.1006,-0.686217,-8.70279
832,-10.1214,-0.233293,-8.16241
833,-9.77189,-2.41742,-8.38985
834,-8.82721,-4.66376,-8.46081
835,-8.101,-5.3355,-5.77931
836,-7.40854,-4.41088,-3.83586
837,-6.63478,-2.26551,-3.21386
838,-5.07125,6.08769,-5.97032
839,-3.27663,9.16128,-10.1986
840,-0.567398,-8.1303,-9.81433
841,2.14671,2.28082,-12.1143
842,4.58699,4.91894,-5.58887
843,3.27025,8.90072,-9.73902
844,1.75911,-0.0895488,-10.6952
845,-0.609882,-10.0998,-9.94503
846,-3.10449,-1.06406,-12.9047
847,-0.954381,-7.37962,-9.81839
848,1.22482,-9.8363,-9.31849
849,3.30666,-6.66566,-11.7268
850,5.84872,-1.25722,-15.27
851,7.80722,2.65742,-16.4245
852,9.12356,3.03084,-13.4805
853,9.02473,1.22109,-17.8325
854,9.07568,-0.925777,-18.3669
855,9.08688,-2.92523,-12.2108
856,9.05383,-2.61645,-3.75547
857,8.8045,-3.05869,-5.51586
858,8.59885,-3.6189,-6.25114
859,8.97009,-3.18515,-10.8104
860,9.26157,-2.01558,-14.7068
861,9.44281,-0.788097,-18.1237
862,8.95855,-0.52771,-20.2913
863,8.02405,2.25588,-18.6475
864,6.69846,5.99079,-14.5957
865,6.36323,-2.27696,-17.1578
866,3.35368,1.36492,-14.1716
867,-0.139954,5.5131,-10.7374
868,-3.64073,7.82062,-9.07886
869,-7.13939,2.54204,-3.81916
870,-9.35166,-0.96248,-1.99017
871,-9.06318,3.05081,-4.02631
872,-8.83921,4.41944,-13.7554
873,-8.59437,0.574436,-19.1568
874,-6.23454,0.816241,-15.8135
875,-2.76129,1.59129,-12.3335
876,-6.24625,0.662578,-16.9443
877,-8.78378,0.103503,-19.5035
878,-9.86399,0.706342,-17.5618
879,-9.67442,-2.02693,-13.4586
880,-8.29602,-5.36299,-8.53523
881,-6.52707,-6.81276,-11.3936
882,-4.46811,-6.60314,-12.4027
883,-4.61847,-5.52619,-14.0645
884,-4.79862,-4.13304,-14.7307
885,-4.97753,-2.61855,-15.2773
886,-5.82856,-6.31826,-13.6959
887,-6.58009,-7.39916,-10.7639
888,-6.97493,-1.85088,-18.6705
889,-7.24649,5.3641,-16.3919
890,-9.72906,1.6432,-12.0356
891,-8.97446,-3.88084,-7.98271
892,-5.19709,-6.48034,-6.78823
893,-5.32016,-8.22127,-8.90475
894,-5.59648,-7.08976,-12.084
895,-5.493,-4.91206,-15.1915
896,-5.27702,-1.89095,-15.963
897,-5.05318,1.57493,-15.7973
898,-9.24844,3.21752,-11.6135
899,-9.22169,-2.32962,-2.42307
900,-8.44055,-1.586,-5.23793
901,-7.35474,1.20175,-6.05534
902,-6.01638,4.94153,-8.66511
903,-6.75117,0.303899,-1.88295
904,-7.50982,-3.72608,-3.10322
905,-7.98038,-3.05426,-16.0432
906,-8.47152,4.36962,-14.282
907,-8.89219,1.90594,-1.43643
908,-9.69048,-0.00237029,-3.63501
909,-8.8069,-3.27119,-6.22367
910,-9.02692,-2.77002,-2.78998
911,-9.21511,-1.84935,-1.37502
912,-9.04862,-2.1751,-3.09426
913,-8.89498,-2.57918,-3.54131
914,-6.66336,-1.06787,-3.64865
915,-3.33136,2.96956,-7.06731
916,0.540698,7.15293,-10.6385
917,3.23179,9.48703,-8.88397
918,5.67695,7.5304,-5.94567
919,7.68969,3.24983,-1.76546
920,8.06585,3.67033,-2.28312
921,8.45553,3.91957,-2.87485
922,7.65132,5.28387,-5.1786
923,6.78381,6.59156,-6.53396
924,5.7985,7.76994,-7.76103
925,6.92629,6.69526,-11.6261
926,7.89842,4.44338,-15.2808
927,8.67957,2.71362,-17.527
928,9.30575,1.32245,-18.7282
929,9.6316,-0.47568,-16.7275
930,8.55004,-2.89631,-15.7069
931,6.20833,-5.03768,-13.8168
932,2.96716,-8.44558,-9.47493
933,1.43804,-7.29247,-9.50648
934,-0.00652768,-4.77285,-8.62989
935,-1.45263,-1.52337,-7.22871
936,-4.05383,-3.28378,-6.05741
937,-6.39284,-4.11148,-4.45613
938,-8.24537,-3.87871,-3.92428
939,-9.19934,-1.44166,-0.736923
940,-9.77017,0.0717846,0.553839
941,-9.91257,-0.578587,1.1084
942,-9.98323,-0.964942,-1.41537
943,-10.1278,-0.4471,-1.93854
944,-10.087,-0.851968,-3.05814
945,-9.88092,-2.45785,-8.24963
946,-8.82355,-5.17392,-8.96098
947,-6.76524,-7.28104,-11.0073
948,-4.05811,-7.62548,-11.2956
949,-4.87925,-7.21129,-12.0364
950,-4.68937,2.821,-14.3441
951,-4.37206,9.22681,-10.4789
952,-4.06716,3.13089,-7.13483
953,-2.57081,9.18934,-9.97626
954,-1.18963,6.92662,-10.9894
955,4.00777,-3.20123,-5.17942
956,7.90603,-4.78272,-9.74119
957,9.28908,0.277679,-18.6872
958,9.14796,-0.19047,-18.2181
959,8.83174,-0.46749,-18.0057
960,8.60191,-3.72433,-15.5385
961,8.07449,-5.25429,-8.91229
962,7.42107,-3.65096,-4.1673
963,8.22893,-1.08231,-1.11193
964,8.86378,0.283237,-0.27424
965,9.18792,0.842974,-1.49373
966,7.78745,5.22593,-8.52682
967,4.85421,5.86576,-12.6384
968,5.97443,6.67716,-11.4385
969,6.98369,6.26969,-9.28726
970,7.21582,4.86433,-14.2368
971,7.45791,2.15389,-17.0917
972,7.52318,0.68006,-18.2671
973,7.56894,-0.638627,-18.3464
974,6.31282,-0.981477,-17.7021
975,4.96318,-1.52405,-16.3216
976,3.42709,-2.10606,-14.7726
977,1.30346,0.174242,-11.839
978,-0.873896,2.7298,-9.6664
979,-3.04644,4.95206,-7.82369
980,-2.48266,0.856141,-8.39996
981,-1.85742,-3.74571,-9.11318
982,-1.93076,4.44382,-8.26789
983,-2.01102,9.64693,-8.99995
984,-0.828021,8.7838,-10.9022
985,0.456753,4.21531,-9.74653
986,1.07513,-9.309,-8.87762
987,1.74006,-0.473107,-11.9098
988,2.47335,9.12924,-8.84514
989,2.29361,8.14037,-11.0788
990,2.10507,3.9678,-12.263
991,1.35139,-4.19993,-12.5186
992,0.559751,-9.59873,-10.9358
993,-0.22333,-8.17372,-10.2796
994,-0.122352,-9.79214,-8.94006
995,-0.0322206,-6.07052,-9.41419
996,1.55118,6.24426,-10.5006
997,3.14813,8.15164,-6.88179
998,4.64313,-1.85215,-3.39283
999,6.77453,-3.88143,-2.72068
1000,8.23491,-3.49733,-4.12087
1001,6.16405,1.09417,-3.09105
1002,3.1481,8.87226,-8.74711
1003,-1.84102,5.32204,-8.79777
1004,-6.48441,-5.55025,-5.97989
1005,-9.67594,-2.82249,-15.1308
1006,-10.4645,-0.767614,-15.6621
1007,-10.017,2.22351,-15.1886
1008,-8.2493,4.97713,-13.9968
1009,-7.25104,5.78575,-5.81502
1010,-6.17744,-1.41557,-3.83638
1011,-7.03254,-7.74357,-9.14484
1012,-7.78924,-1.34169,-16.242
1013,-8.49341,3.05758,-16.6593
1014,-9.03209,4.98983,-12.8975
1015,-8.30249,3.84482,-16.0654
1016,-7.52836,0.0337744,-16.503
1017,-6.67417,-4.54327,-14.2926
1018,-5.82008,-7.16518,-12.6307
1019,-4.92412,-8.65795,-10.8328
1020,-3.97522,-9.11002,-9.53962
1021,-3.76542,-7.01202,-11.5979
1022,-3.47497,-0.0805453,-12.3521
1023,-6.41387,5.81783,-13.414
1024,-8.76011,5.32005,-8.27937
1025,-9.17457,4.67272,-13.0829
1026,-9.56908,3.08374,-16.6458
1027,-10.0631,3.13233,-12.7056
1028,-10.4045,2.2188,-10.1305
1029,-10.5975,1.01527,-7.28947
1030,-10.1165,-3.26597,-11.6549
1031,-7.84236,-6.11005,-13.514
1032,-8.51386,0.441074,-17.107
1033,-9.19277,4.71768,-12.2308
1034,-8.47492,-0.732491,-17.0857
1035,-7.58204,-7.24408,-10.9668
1036,-6.51023,-4.3884,-4.40444
1037,-7.42534,-0.166517,-3.27126
1038,-8.30229,3.04763,-3.69318
1039,-9.0479,4.2739,-6.62376
1040,-10.0257,0.320588,-2.41308
1041,-10.4617,-0.900071,-3.25283
1042,-9.9427,2.84406,-2.22305
1043,-7.88797,6.30544,-5.03926
1044,-4.65003,9.1395,-7.48137
1045,-8.63047,-0.429406,0.919739
1046,-9.75685,1.5705,-2.12222
1047,-10.3718,1.45092,-4.99497
1048,-10.5539,-0.318924,-9.9065
1049,-10.4544,1.21913,-7.60002
1050,-10.1629,2.42863,-5.89843
1051,-9.66696,3.26208,-4.57355
1052,-8.20308,6.46134,-9.52964
1053,-6.1199,7.45106,-12.5338
1054,-6.8374,4.61444,-15.8823
1055,-7.47523,1.31112,-17.6317
1056,-10.0655,3.83258,-8.07881
1057,-10.7766,0.180645,0.613518
1058,-8.75029,1.96049,-3.36789
1059,-4.19408,5.81344,-8.16907
1060,1.47211,8.01647,-11.8753
1061,2.33853,0.792446,-11.9226
1062,3.1366,-6.86849,-11.2989
1063,-1.66237,-9.66133,-10.8132
1064,-6.27384,-7.45872,-13.1077
1065,-9.5202,-2.56335,-18.0764
1066,-9.01474,-5.22182,-10.6843
1067,-8.43444,-4.84989,-4.77982
1068,-7.67967,-5.47288,-6.03413
1069,-6.7751,-6.18571,-6.65394
1070,-5.78403,-6.81936,-7.30143
1071,-5.62931,-6.03585,-6.64552
1072,-5.53484,-4.91287,-6.15742
1073,-4.12784,3.41089,-6.39968
1074,-2.63546,9.04681,-9.37013
1075,-5.64633,4.60082,-5.27684
1076,-8.09564,-2.01829,-2.15834
1077,-9.75011,-3.78706,-5.63228
1078,-10.1261,-1.72928,-1.7585
1079,-10.3804,-0.391315,0.421295
1080,-10.0208,0.607221,-1.9264
1081,-7.83888,1.68449,-4.0781
1082,-4.27585,2.54474,-7.52875
1083,-6.23907,1.45098,-2.85606
1084,-7.82092,0.22811,-1.2141
1085,-8.90278,2.54878,-2.52557
1086,-9.77311,3.19563,-4.44473
1087,-9.52422,4.40183,-8.86961
1088,-9.25762,4.50364,-13.2835
1089,-8.96515,3.17747,-16.4908
1090,-9.36633,1.70267,-18.1533
1091,-9.6917,0.629688,-19.0193
1092,-10.1976,2.69307,-13.6773
1093,-10.4955,1.41938,-4.86064
1094,-10.4612,-0.782195,-1.28599
1095,-10.4142,-2.40305,-10.2212
1096,-10.3641,-1.06506,-19.5768
1097,-10.5787,0.414105,-17.554
1098,-9.79879,2.43981,-16.0493
1099,-8.07236,4.88741,-13.882
1100,-6.93837,6.77341,-13.1544
1101,-5.56529,8.25137,-11.6548
1102,-8.02616,5.39708,-6.80114
1103,-9.77845,-0.0633502,-1.88647
1104,-7.94665,-0.907292,-0.91588
1105,-5.47442,-2.75042,-3.57642
1106,-7.01125,1.84388,-4.75601
1107,-8.33639,4.60967,-5.88315
1108,-9.36028,4.50983,-9.97703
1109,-10.3085,1.32812,-16.629
1110,-10.4932,0.31729,-18.2766
1111,-9.95359,3.29143,-10.9978
1112,-8.11943,6.04104,-9.80254
1113,-5.46153,8.2779,-8.95858
1114,-3.07521,9.57911,-8.81984
1115,-0.485481,9.4101,-8.41112
1116,1.19977,9.10087,-8.38134
1117,2.75088,8.88199,-8.30907
1118,3.49743,4.38104,-5.34209
1119,4.25937,-3.1221,-4.3321
1120,4.96404,-7.78616,-7.12435
1121,6.98418,-4.2983,-2.78086
1122,8.42325,-1.29591,0.34559
1123,8.14078,1.97082,-2.44555
1124,1.5505,4.90476,-8.26513
1125,-6.55205,4.30981,-14.9049
1126,-9.97935,2.02948,-16.3541
1127,-9.81378,-3.23086,-13.9251
1128,-10.3127,-0.2442,-20.1717
1129,-9.44582,-4.01193,-13.6441
1130,-7.21587,-5.13212,-5.46804
1131,-3.90756,3.67823,-7.29596
1132,-0.00706251,9.5356,-10.3402
1133,3.86603,2.5872,-6.22701
1134,5.90314,2.60957,-3.97067
1135,7.55265,2.25245,-2.7039
1136,8.68928,1.45204,-2.01815
1137,9.2361,0.244822,-1.93196
1138,9.11912,0.714725,-3.2752
1139,9.11999,0.78173,-4.06442
1140,9.12095,0.837595,-4.93765
1141,9.12199,0.881579,-5.88363
1142,9.12309,0.913606,-6.89276
1143,7.9748,1.52657,-1.56886
1144,3.6349,8.42968,-10.8011
1145,-2.27281,-2.31899,-7.93737
1146,-7.57617,-6.81756,-10.8476
1147,-10.2551,0.085055,-19.2556
1148,-10.1124,-0.767,-18.6237
1149,-10.0058,-1.92819,-15.4168
1150,-9.87872,-2.83083,-10.7655
1151,-9.73198,-2.99633,-5.9874
1152,-9.56778,-2.14863,-2.39987
1153,-9.6428,-2.39682,-3.00338
1154,-9.73153,-2.55389,-3.98755
1155,-9.81404,-2.60456,-5.12476
1156,-9.89022,-2.55658,-6.38861
1157,-9.95994,-2.42109,-7.74888
1158,-10.1961,0.0633803,-19.3496
1159,-9.65505,-3.02646,-6.9929
1160,-8.24545,2.97546,-2.72143
1161,-6.04197,5.95958,-13.396
1162,-3.21772,-7.71,-11.1347
1163,-2.70656,-6.59565,-11.2559
1164,-2.18754,-4.92525,-11.1178
1165,-1.66313,-2.95863,-10.7789
1166,-1.1352,-0.807029,-10.3055
1167,-0.604546,1.40072,-9.77444
1168,-2.90358,6.77695,-13.554
1169,-5.06689,8.53393,-12.3694
1170,-6.94017,6.30511,-8.49335
1171,-8.4346,2.16609,-4.32879
1172,-9.48472,-0.891989,-2.92764
1173,-6.33275,-1.70923,-4.44696
1174,-1.26484,-1.79631,-9.3919
1175,4.0416,-1.33023,-14.6337
1176,7.96729,-0.623882,-18.5484
1177,9.31562,0.00643566,-19.9157
1178,9.08761,1.21942,-16.959
1179,8.04487,3.27419,-14.8959
1180,6.43545,5.83416,-12.3267
1181,4.36768,8.18984,-9.96072
1182,1.98322,9.68617,-8.45315
1183,5.12626,8.00088,-8.46122
1184,7.58988,4.6007,-4.89267
1185,9.11147,1.37923,-1.54683
1186,9.51027,0.163948,-0.253297
1187,8.73969,1.65684,-1.71602
1188,8.9555,-0.596673,-0.617483
1189,9.03253,-2.27068,-2.59869
1190,9.1084,-3.12346,-6.68494
1191,9.18244,-2.99443,-11.7046
1192,9.25324,-2.04547,-16.1839
1193,5.54104,-7.62754,-9.842
1194,-0.603016,-2.8877,-11.644
1195,-6.51182,4.96977,-16.0603
1196,-9.71878,2.1094,-9.68005
1197,-8.93082,-1.45004,-3.00169
1198,-9.17084,-2.11341,-2.68107
1199,-9.4526,-2.06823,-4.17703
1200,-9.65398,-1.58088,-6.20608
1201,-9.77035,-0.785971,-8.59222
1202,-9.79863,0.144507,-11.1193
1203,-9.70064,-0.325049,-9.44692
1204,-9.6888,-0.643465,-7.42733
1205,-9.66529,-0.893981,-5.54943
1206,-9.63043,-1.03868,-3.90229
1207,-9.58482,-1.04724,-2.56336
1208,-9.82402,0.227601,-1.34596
1209,-9.79078,-0.34604,-3.67131
1210,-9.60646,-1.82039,-9.17594
1211,-9.26809,-2.72012,-15.2236
1212,-8.77428,-1.71365,-19.0233
1213,-8.49471,-3.49536,-18.3057
1214,-8.21719,-4.76656,-16.3095
1215,-7.91281,-5.79471,-14.0944
1216,-7.58071,-6.42954,-11.8766
1217,-7.22257,-6.54834,-9.86265
1218,-3.66338,-6.64751,-8.17188
1219,0.415754,-4.46385,-10.7858
1220,4.47127,-0.878126,-14.8268
1221,7.76591,1.78721,-17.9675
1222,9.68383,1.77465,-18.442
1223,10.0878,0.298252,-15.0212
1224,9.92811,-1.74784,-11.7219
1225,9.29182,-3.85535,-8.30078
1226,8.20137,-5.10854,-5.70409
1227,6.70353,-4.87098,-4.5958
1228,7.24092,-6.50175,-8.03474
1229,7.80823,-5.73957,-12.3625
1230,8.30854,-3.18279,-16.37
1231,8.73966,-0.101929,-18.386
1232,9.10306,2.25344,-17.4043
1233,10.1702,0.183599,-9.21037
1234,9.46562,-2.02898,-1.47947
1235,7.28846,2.88563,-2.85572
1236,3.99856,8.99102,-8.67892
1237,0.128509,6.15726,-8.95157
1238,0.294658,0.282559,-8.77058
1239,0.44797,-5.69666,-8.91563
1240,0.626094,-9.4164,-8.94787
1241,0.82934,-9.37345,-8.74009
1242,1.05787,-5.59238,-8.33543
1243,5.55868,-7.94227,-6.76102
1244,8.87152,-4.66394,-11.146
1245,10.1505,-0.201258,-16.5394
1246,9.09667,-0.302874,-17.1679
1247,5.9655,-5.26233,-12.7182
1248,3.05519,-9.48289,-9.3822
1249,-0.203154,-6.63616,-9.80495
1250,-3.34342,0.975733,-13.0908
1251,-6.03625,6.0277,-13.0166
1252,-5.89905,7.61545,-13.7414
1253,-5.59729,8.08625,-13.2185
1254,-5.28709,8.5249,-12.7173
1255,-4.96889,8.9257,-12.2435
1256,-4.64297,9.28361,-11.8021
1257,-4.31014,9.59337,-11.3984
1258,-3.4458,5.5587,-15.8157
1259,-2.61209,-0.71499,-15.7674
1260,-1.7235,-6.95787,-14.2247
1261,-0.787885,-9.70079,-12.8094
1262,0.189993,-7.31625,-12.6713
1263,-0.874754,-2.72296,-10.1204
1264,-1.49011,2.89476,-9.55099
1265,-2.09444,7.38291,-9.65322
1266,-3.97295,8.86423,-10.2693
1267,-5.70019,7.93623,-12.3348
1268,-8.15724,5.57923,-9.492
1269,-9.58999,2.45248,-5.68968
1270,-9.81721,3.1604,-7.17817
1271,-9.9603,2.72622,-10.454
1272,-10.0755,2.02675,-13.7196
1273,-9.79079,2.54788,-16.3183
1274,-9.32904,2.27047,-17.7678
1275,-9.6349,3.11159,-11.6914
1276,-9.92195,2.00937,-4.36223
1277,-10.1142,0.330434,0.451203
1278,-9.96036,-0.217367,-0.60905
1279,-9.48154,-1.13006,-1.28503
1280,-6.8542,-0.706008,-2.24071
1281,-3.03468,0.183697,-6.03015
1282,1.31057,3.44735,-10.0902
1283,5.26107,5.22417,-12.82
1284,8.1276,4.25466,-12.7818
1285,9.52767,1.0501,-9.9681
1286,8.99644,-2.97814,-6.30228
1287,1.78037,-1.21754,-7.44514
1288,-7.3779,5.94604,-13.2227
1289,-9.42397,-0.226005,-17.0538
1290,-10.0738,-0.0220168,-12.6923
1291,-9.34125,3.06366,-3.30528
1292,-4.96542,4.55256,-6.3021
1293,1.5632,0.52182,-12.156
1294,7.23451,-2.67632,-17.0606
1295,9.46891,0.623497,-3.91235
1296,5.54638,-5.94772,-5.41611
1297,4.45531,-5.13542,-4.86322
1298,3.64981,-4.12358,-5.16212
1299,2.81453,-2.85222,-5.71034
1300,3.30166,-8.66585,-9.40106
1301,3.74809,-1.20495,-13.4227
1302,0.566608,-2.60477,-10.1416
1303,-2.48789,7.34017,-10.1779
1304,-9.45686,-1.28415,-3.33379
1305,-9.27958,5.31993,-13.2314
1306,-9.86083,1.01751,0.0549542
1307,-4.0174,4.57673,-11.3451
1308,4.43558,-8.62904,-8.79369
1309,8.3679,-3.93209,-10.7552
1310,8.61501,2.14628,-12.1416
1311,7.03408,4.73405,-14.7439
1312,4.62788,5.40794,-14.3765
1313,8.3909,0.0568857,-0.958636
1314,8.86096,1.38993,-17.3955
1315,6.40378,-6.53878,-8.99107
1316,2.75796,-8.23608,-9.17853
1317,-1.49798,-7.75368,-10.9164
1318,-5.62327,-5.41894,-14.1328
1319,-5.43449,-7.99472,-6.23109
1320,-5.38953,-0.979011,-2.89579
1321,-6.51787,-2.06474,-6.65439
1322,-7.36299,-2.6733,-6.05079
1323,-10.6137,-0.376262,-2.60373
1324,-8.22513,4.76983,-5.73639
1325,-1.54092,8.58657,-10.3421
1326,-0.00758248,3.82048,-10.7626
1327,1.3506,-2.4091,-12.1246
1328,0.680427,-0.472778,-9.56803
1329,-0.0213264,1.62559,-8.85412
1330,-0.720387,3.64555,-8.17194
1331,-5.51726,1.53007,-4.16287
1332,-4.47959,5.64901,-7.87302
1333,-3.36363,8.58525,-9.76938
1334,-2.21673,9.44836,-10.9182
1335,1.7704,9.07607,-8.02738
1336,5.37998,6.50741,-5.4515
1337,7.2822,1.76328,-1.82754
1338,8.51804,-1.07923,-0.397377
1339,9.06764,-0.77846,-3.09099
1340,8.90594,1.68086,-8.66006
1341,8.36469,3.62057,-11.0858
1342,7.60601,4.67425,-13.0627
1343,7.1281,0.549297,-16.6396
1344,6.68454,-5.07229,-12.5115
1345,7.02023,-1.85533,-17.1094
1346,7.28417,2.47254,-16.5272
1347,5.83797,1.47997,-16.1936
1348,4.07767,-0.65356,-14.6179
1349,2.08345,-3.34719,-12.4685
1350,-1.34988,-9.22277,-9.51619
1351,-4.67816,-7.09058,-12.0043
1352,-5.88277,2.33522,-14.3008
1353,-6.96751,7.68536,-9.99951
1354,-5.64821,3.3297,-13.8912
1355,-4.11597,-5.86499,-11.9266
1356,-2.43121,-9.31334,-9.07521
1357,-0.643222,-2.41491,-9.61152
1358,0.817276,7.68205,-10.9445
1359,2.30174,9.09587,-9.80544
1360,3.66608,6.74275,-7.12557
1361,4.92941,1.95224,-4.32087
1362,4.9958,3.66163,-4.93735
1363,5.16088,4.91889,-5.46712
1364,4.87529,7.66848,-7.99515
1365,4.53031,7.61831,-11.3868
1366,3.96469,6.60603,-13.0643
1367,3.3957,5.0533,-13.5593
1368,2.80937,2.93121,-13.5757
1369,2.37536,6.31519,-12.3027
1370,1.90026,8.56439,-11.1538
1371,2.75632,9.2159,-9.18966
1372,3.65833,6.5718,-6.60444
1373,5.25423,5.57791,-5.22914
1374,6.52113,4.67292,-4.28719
1375,7.56479,3.64531,-3.4803
1376,8.05457,2.80386,-4.44821
1377,8.52526,1.97988,-4.62631
1378,8.42685,1.67054,-2.84862
1379,8.31951,0.685668,-1.72482
1380,8.20289,-0.595455,-1.79067
1381,8.1029,-2.74948,-2.31129
1382,7.95357,-4.24521,-5.57175
1383,3.75765,7.483,-8.97572
1384,-1.89719,-0.795032,-10.3489
1385,-7.1185,-5.88237,-15.2284
1386,-4.07734,-8.95043,-10.5515
1387,-0.685309,-9.60029,-9.80099
1388,-0.313003,2.75158,-10.4985
1389,0.121847,9.65865,-9.57931
1390,-4.83206,-3.11411,-6.66946
1391,-8.72717,-3.02652,-17.1955
1392,-10.5425,1.24294,-9.17928
1393,-10.3838,1.6142,-13.5076
1394,-10.1503,0.280255,-16.8816
1395,-10.5726,-1.36848,-16.1992
1396,-10.683,-0.141818,-6.39491
1397,-10.5681,-0.0655294,-0.867648
1398,-10.4958,0.484536,-0.155712
1399,-9.21735,3.68149,-3.64365
1400,-9.19465,-1.77663,-3.93234
1401,-8.99619,-5.79963,-11.1415
1402,-5.23689,-6.88199,-5.89276
1403,-0.419123,-3.52986,-8.88978
1404,4.255,1.4798,-13.5635
1405,3.81529,-8.01137,-8.05039
1406,3.41639,7.16024,-7.72559
1407,0.333009,7.1646,-11.5738
1408,-2.95101,5.96504,-13.9683
1409,-6.0077,4.09354,-16.7936
1410,-7.71918,-2.36452,-17.2217
1411,-9.11998,-5.04661,-13.9473
1412,-9.28122,-2.6712,-1.39072
1413,-9.37898,3.59134,-1.98632
1414,-10.167,-2.56925,-4.42778
1415,-10.5829,-0.152669,-18.3098
1416,-10.5554,-1.11046,-8.44624
1417,-6.21389,-8.51006,-12.036
1418,2.08347,-9.30894,-10.6008
1419,0.807322,3.55058,-4.37929
1420,-0.637863,9.31556,-6.01676
1421,-2.15387,-4.1239,-4.7693
1422,-3.22457,6.34949,-6.94653
1423,-4.30119,8.31498,-10.0305
1424,-3.42943,9.19447,-10.1713
1425,-2.46061,9.17654,-9.60514
1426,-1.47593,8.10904,-9.669
1427,-0.440541,2.96153,-8.13875
1428,0.457174,-4.06259,-8.92384
1429,4.48642,8.40945,-8.79496
1430,7.46156,-2.55045,-1.99128
1431,8.472,-1.84054,-1.478
1432,8.93967,-0.675133,-0.951047
1433,8.86708,0.410492,-0.897358
1434,9.11179,-0.26214,-1.62908
1435,9.1079,0.554792,-10.9233
1436,9.01353,-0.0875281,-18.3885
1437,8.96535,-1.23564,-6.83141
1438,8.77497,-1.07467,-3.05263
1439,8.69358,-0.411367,-0.386997
1440,8.59266,0.828673,-0.387731
1441,8.50033,0.456352,-1.66836
1442,8.24071,0.408412,-1.84552
