t,velX,velY,velZ,velAir,vel
1080,-1.00208,0.0607221,-0.19264,15.5476,15.5476
1081,-0.783888,0.168449,-0.40781,15.6793,15.6793
1082,-0.427585,0.254474,-0.752875,15.9054,15.9054
1083,-0.623907,0.145098,-0.285606,16.0472,16.0472
1084,-0.782092,0.022811,-0.12141,15.8643,15.8643
1085,-0.890278,0.254878,-0.252557,16.0379,16.0379
1086,-0.977311,0.319563,-0.444473,15.782,15.782
1087,-0.952422,0.440183,-0.886961,15.538,15.538
1088,-0.925762,0.450364,-1.32835,15.1361,15.1361
1089,-0.896515,0.317747,-1.64908,14.4997,14.4997
1090,-0.936633,0.170267,-1.81533,13.8991,13.8991
1091,-0.96917,0.0629688,-1.90193,13.5018,13.5018
1092,-1.01976,0.269307,-1.36773,14.4427,14.4427
1093,-1.04955,0.141938,-0.486064,15.1673,15.1673
1094,-1.04612,-0.0782195,-0.128599,15.3174,15.3174
1095,-1.04142,-0.240305,-1.02212,13.5085,13.5085
1096,-1.03641,-0.106506,-1.95768,12.9376,12.9376
1097,-1.05787,0.0414105,-1.7554,13.4375,13.4375
1098,-0.979879,0.243981,-1.60493,14.2128,14.2128
1099,-0.807236,0.488741,-1.3882,15.3517,15.3517
1100,-0.693837,0.677341,-1.31544,16.1839,16.1839
1101,-0.556529,0.825137,-1.16548,17.0219,17.0219
1102,-0.802616,0.539708,-0.680114,16.2822,16.2822
1103,-0.977845,-0.00633502,-0.188647,15.4298,15.4298
1104,-0.794665,-0.0907292,-0.091588,15.6653,15.6653
1105,-0.547442,-0.275042,-0.357642,15.1364,15.1364
1106,-0.701125,0.184388,-0.475601,15.7181,15.7181
1107,-0.833639,0.460967,-0.588315,16.1329,16.1329
1108,-0.936028,0.450983,-0.997703,15.461,15.461
1109,-1.03085,0.132812,-1.6629,13.7901,13.7901
1110,-1.04932,0.031729,-1.82766,13.3684,13.3684
1111,-0.995359,0.329143,-1.09978,14.9146,14.9146
1112,-0.811943,0.604104,-0.980254,16.1138,16.1138
1113,-0.546153,0.82779,-0.895858,17.3125,17.3125
1114,-0.307521,0.957911,-0.881984,18.147,18.147
1115,-0.0485481,0.94101,-0.841112,18.5607,18.5607
1116,0.119977,0.910087,-0.838134,18.7756,18.7756
1117,0.275088,0.888199,-0.830907,19.0345,19.0345
1118,0.349743,0.438104,-0.534209,18.22,18.22
1119,0.425937,-0.31221,-0.43321,16.9984,16.9984
1120,0.496404,-0.778616,-0.712435,16.1366,16.1366
1121,0.698418,-0.42983,-0.278086,17.8599,17.8599
1122,0.842325,-0.129591,0.034559,19.3165,19.3165
1123,0.814078,0.197082,-0.244555,19.3614,19.3614
1124,0.15505,0.490476,-0.826513,17.5564,17.5564
1125,-0.655205,0.430981,-1.49049,15.2939,15.2939
1126,-0.997935,0.202948,-1.63541,14.0486,14.0486
1127,-0.981378,-0.323086,-1.39251,12.9875,12.9875
1128,-1.03127,-0.02442,-2.01717,13.1131,13.1131
1129,-0.944582,-0.401193,-1.36441,12.9043,12.9043
1130,-0.721587,-0.513212,-0.546804,14.1125,14.1125
1131,-0.390756,0.367823,-0.729596,16.2979,16.2979
1132,-0.000706251,0.95356,-1.03402,18.5054,18.5054
1133,0.386603,0.25872,-0.622701,17.7572,17.7572
1134,0.590314,0.260957,-0.397067,18.6098,18.6098
1135,0.755265,0.225245,-0.27039,19.199,19.199
1136,0.868928,0.145204,-0.201815,19.4978,19.4978
1137,0.92361,0.0244822,-0.193196,19.4644,19.4644
1138,0.911912,0.0714725,-0.32752,19.3112,19.3112
1139,0.911999,0.078173,-0.406442,19.2141,19.2141
1140,0.912095,0.0837595,-0.493765,19.1095,19.1095
1141,0.912199,0.0881579,-0.588363,19.0001,19.0001
1142,0.912309,0.0913606,-0.689276,18.8881,18.8881
1143,0.79748,0.152657,-0.156886,19.3562,19.3562
1144,0.36349,0.842968,-1.08011,18.8501,18.8501
1145,-0.227281,-0.231899,-0.793737,15.1083,15.1083
1146,-0.757617,-0.681756,-1.08476,12.9859,12.9859
1147,-1.02551,0.0085055,-1.92556,13.268,13.268
1148,-1.01124,-0.0767,-1.86237,13.1125,13.1125
1149,-1.00058,-0.192819,-1.54168,13.1079,13.1079
1150,-0.987872,-0.283083,-1.07655,13.4172,13.4172
1151,-0.973198,-0.299633,-0.59874,14.0789,14.0789
1152,-0.956778,-0.214863,-0.239987,14.9117,14.9117
1153,-0.96428,-0.239682,-0.300338,14.7361,14.7361
1154,-0.973153,-0.255389,-0.398755,14.5109,14.5109
1155,-0.981404,-0.260456,-0.512476,14.291,14.291
1156,-0.989022,-0.255658,-0.638861,14.0842,14.0842
1157,-0.995994,-0.242109,-0.774888,13.8972,13.8972
1158,-1.01961,0.00633803,-1.93496,13.2634,13.2634
1159,-0.965505,-0.302646,-0.69929,13.9239,13.9239
1160,-0.824545,0.297546,-0.272143,16.192,16.192
1161,-0.604197,0.595958,-1.3396,16.0139,16.0139
1162,-0.321772,-0.771,-1.11347,13.5951,13.5951
1163,-0.270656,-0.659565,-1.12559,13.8576,13.8576
1164,-0.218754,-0.492525,-1.11178,14.2577,14.2577
1165,-0.166313,-0.295863,-1.07789,14.7629,14.7629
1166,-0.11352,-0.0807029,-1.03055,15.3605,15.3605
1167,-0.0604546,0.140072,-0.977444,16.0275,16.0275
1168,-0.290358,0.677695,-1.3554,16.7574,16.7574
1169,-0.506689,0.853393,-1.23694,17.1314,17.1314
1170,-0.694017,0.630511,-0.849335,16.4963,16.4963
1171,-0.84346,0.216609,-0.432879,15.6847,15.6847
1172,-0.948472,-0.0891989,-0.292764,15.0817,15.0817
1173,-0.633275,-0.170923,-0.444696,15.059,15.059
1174,-0.126484,-0.179631,-0.93919,15.2332,15.2332
1175,0.40416,-0.133023,-1.46337,16.1179,16.1179
1176,0.796729,-0.0623882,-1.85484,17.2375,17.2375
1177,0.931562,0.000643566,-1.99157,17.7743,17.7743
1178,0.908761,0.121942,-1.6959,18.095,18.095
1179,0.804487,0.327419,-1.48959,18.3232,18.3232
1180,0.643545,0.583416,-1.23267,18.6711,18.6711
1181,0.436768,0.818984,-0.996072,19.0239,19.0239
1182,0.198322,0.968617,-0.845315,19.1335,19.1335
1183,0.512626,0.800088,-0.846122,19.298,19.298
1184,0.758988,0.46007,-0.489267,19.443,19.443
1185,0.911147,0.137923,-0.154683,19.6957,19.6957
1186,0.951027,0.0163948,-0.0253297,19.8173,19.8173
1187,0.873969,0.165684,-0.171602,19.6017,19.6017
1188,0.89555,-0.0596673,-0.0617483,19.4368,19.4368
1189,0.903253,-0.227068,-0.259869,18.8675,18.8675
1190,0.91084,-0.312346,-0.668494,18.2061,18.2061
1191,0.918244,-0.299443,-1.17046,17.7388,17.7388
1192,0.925324,-0.204547,-1.61839,17.5859,17.5859
1193,0.554104,-0.762754,-0.9842,16.0098,16.0098
1194,-0.0603016,-0.28877,-1.1644,14.9125,14.9125
1195,-0.651182,0.496977,-1.60603,15.4159,15.4159
1196,-0.971878,0.21094,-0.968005,14.7597,14.7597
1197,-0.893082,-0.145004,-0.300169,15.0166,15.0166
1198,-0.917084,-0.211341,-0.268107,14.9121,14.9121
1199,-0.94526,-0.206823,-0.417703,14.6096,14.6096
1200,-0.965398,-0.158088,-0.620608,14.3483,14.3483
1201,-0.977035,-0.0785971,-0.859222,14.1642,14.1642
1202,-0.979863,0.0144507,-1.11193,14.0704,14.0704
1203,-0.970064,-0.0325049,-0.944692,14.1695,14.1695
1204,-0.96888,-0.0643465,-0.742733,14.3697,14.3697
1205,-0.966529,-0.0893981,-0.554943,14.6025,14.6025
1206,-0.963043,-0.103868,-0.390229,14.8543,14.8543
1207,-0.958482,-0.104724,-0.256336,15.1056,15.1056
1208,-0.982402,0.0227601,-0.134596,15.598,15.598
1209,-0.979078,-0.034604,-0.367131,15.0297,15.0297
1210,-0.960646,-0.182039,-0.917594,13.8733,13.8733
1211,-0.926809,-0.272012,-1.52236,13.0472,13.0472
1212,-0.877428,-0.171365,-1.90233,13.0378,13.0378
1213,-0.849471,-0.349536,-1.83057,12.7318,12.7318
1214,-0.821719,-0.476656,-1.63095,12.6779,12.6779
1215,-0.791281,-0.579471,-1.40944,12.7417,12.7417
1216,-0.758071,-0.642954,-1.18766,12.9256,12.9256
1217,-0.722257,-0.654834,-0.986265,13.2139,13.2139
1218,-0.366338,-0.664751,-0.817188,14.0502,14.0502
1219,0.0415754,-0.446385,-1.07858,14.9553,14.9553
1220,0.447127,-0.0878126,-1.48268,16.3159,16.3159
1221,0.776591,0.178721,-1.79675,17.6997,17.6997
1222,0.968383,0.177465,-1.8442,18.3468,18.3468
1223,1.00878,0.0298252,-1.50212,18.4014,18.4014
1224,0.992811,-0.174784,-1.17219,18.2201,18.2201
1225,0.929182,-0.385535,-0.830078,17.9783,17.9783
1226,0.820137,-0.510854,-0.570409,17.7223,17.7223
1227,0.670353,-0.487098,-0.45958,17.413,17.413
1228,0.724092,-0.650175,-0.803474,16.9175,16.9175
1229,0.780823,-0.573957,-1.23625,16.776,16.776
1230,0.830854,-0.318279,-1.637,17.0361,17.0361
1231,0.873966,-0.0101929,-1.8386,17.6217,17.6217
1232,0.910306,0.225344,-1.74043,18.2969,18.2969
1233,1.01702,0.0183599,-0.921037,18.8803,18.8803
1234,0.946562,-0.202898,-0.147947,19.2318,19.2318
1235,0.728846,0.288563,-0.285572,19.2332,19.2332
1236,0.399856,0.899102,-0.867892,19.319,19.319
1237,0.0128509,0.615726,-0.895157,17.547,17.547
1238,0.0294658,0.0282559,-0.877058,16.0776,16.0776
1239,0.044797,-0.569666,-0.891563,14.9811,14.9811
1240,0.0626094,-0.94164,-0.894787,14.5011,14.5011
1241,0.082934,-0.937345,-0.874009,14.5842,14.5842
1242,0.105787,-0.559238,-0.833543,15.2181,15.2181
1243,0.555868,-0.794227,-0.676102,16.348,16.348
1244,0.887152,-0.466394,-1.1146,17.4216,17.4216
1245,1.01505,-0.0201258,-1.65394,18.2343,18.2343
1246,0.909667,-0.0302874,-1.71679,17.7822,17.7822
1247,0.59655,-0.526233,-1.27182,16.1883,16.1883
1248,0.305519,-0.948289,-0.93822,15.0864,15.0864
1249,-0.0203154,-0.663616,-0.980495,14.5743,14.5743
1250,-0.334342,0.0975733,-1.30908,15.0556,15.0556
1251,-0.603625,0.60277,-1.30166,16.0698,16.0698
1252,-0.589905,0.761545,-1.37414,16.5695,16.5695
1253,-0.559729,0.808625,-1.32185,16.8226,16.8226
1254,-0.528709,0.85249,-1.27173,17.0674,17.0674
1255,-0.496889,0.89257,-1.22435,17.3006,17.3006
1256,-0.464297,0.928361,-1.18021,17.5192,17.5192
1257,-0.431014,0.959337,-1.13984,17.7199,17.7199
1258,-0.34458,0.55587,-1.58157,16.0988,16.0988
1259,-0.261209,-0.071499,-1.57674,14.5646,14.5646
1260,-0.17235,-0.695787,-1.42247,13.7034,13.7034
1261,-0.0787885,-0.970079,-1.28094,13.6706,13.6706
1262,0.0189993,-0.731625,-1.26713,14.2512,14.2512
1263,-0.0874754,-0.272296,-1.01204,15.05,15.05
1264,-0.149011,0.289476,-0.955099,16.2477,16.2477
1265,-0.209444,0.738291,-0.965322,17.4506,17.4506
1266,-0.397295,0.886423,-1.02693,17.6029,17.6029
1267,-0.570019,0.793623,-1.23348,16.8295,16.8295
1268,-0.815724,0.557923,-0.9492,15.9943,15.9943
1269,-0.958999,0.245248,-0.568968,15.4072,15.4072
1270,-0.981721,0.31604,-0.717817,15.36,15.36
1271,-0.99603,0.272622,-1.0454,14.8118,14.8118
1272,-1.00755,0.202675,-1.37196,14.2639,14.2639
1273,-0.979079,0.254788,-1.63183,14.2237,14.2237
1274,-0.932904,0.227047,-1.77678,14.0928,14.0928
1275,-0.96349,0.311159,-1.16914,14.8264,14.8264
1276,-0.992195,0.200937,-0.436223,15.4636,15.4636
1277,-1.01142,0.0330434,0.0451203,15.9718,15.9718
1278,-0.996036,-0.0217367,-0.060905,15.6368,15.6368
1279,-0.948154,-0.113006,-0.128503,15.3549,15.3549
1280,-0.68542,-0.0706008,-0.224071,15.5891,15.5891
1281,-0.303468,0.0183697,-0.603015,15.7528,15.7528
1282,0.131057,0.344735,-1.00902,16.9171,16.9171
1283,0.526107,0.522417,-1.282,18.1318,18.1318
1284,0.81276,0.425466,-1.27818,18.74,18.74
1285,0.952767,0.10501,-0.99681,18.7408,18.7408
1286,0.899644,-0.297814,-0.630228,18.235,18.235
1287,0.178037,-0.121754,-0.744514,16.2705,16.2705
1288,-0.73779,0.594604,-1.32227,15.8418,15.8418
1289,-0.942397,-0.0226005,-1.70538,13.4591,13.4591
1290,-1.00738,-0.00220168,-1.26923,13.8232,13.8232
1291,-0.934125,0.306366,-0.330528,15.985,15.985
1292,-0.496542,0.455256,-0.63021,16.5103,16.5103
1293,0.15632,0.052182,-1.2156,16.0682,16.0682
1294,0.723451,-0.267632,-1.70606,16.6982,16.6982
1295,0.946891,0.0623497,-0.391235,19.3245,19.3245
1296,0.554638,-0.594772,-0.541611,16.7868,16.7868
1297,0.445531,-0.513542,-0.486322,16.6618,16.6618
1298,0.364981,-0.412358,-0.516212,16.5483,16.5483
1299,0.281453,-0.285222,-0.571034,16.4596,16.4596
1300,0.330166,-0.866585,-0.940106,15.2538,15.2538
1301,0.374809,-0.120495,-1.34227,16.1584,16.1584
1302,0.0566608,-0.260477,-1.01416,15.3948,15.3948
1303,-0.248789,0.734017,-1.01779,17.3169,17.3169
1304,-0.945686,-0.128415,-0.333379,14.9255,14.9255
1305,-0.927958,0.531993,-1.32314,15.3987,15.3987
1306,-0.986083,0.101751,0.00549542,16.0678,16.0678
1307,-0.40174,0.457673,-1.13451,16.0803,16.0803
1308,0.443558,-0.862904,-0.879369,15.6633,15.6633
1309,0.83679,-0.393209,-1.07552,17.3839,17.3839
1310,0.861501,0.214628,-1.21416,18.4617,18.4617
1311,0.703408,0.473405,-1.47439,18.3756,18.3756
1312,0.462788,0.540794,-1.43765,17.8945,17.8945
1313,0.83909,0.00568857,-0.0958636,19.3095,19.3095
1314,0.886096,0.138993,-1.73955,18.0243,18.0243
1315,0.640378,-0.653878,-0.899107,16.5243,16.5243
1316,0.275796,-0.823608,-0.917853,15.1822,15.1822
1317,-0.149798,-0.775368,-1.09164,13.9816,13.9816
1318,-0.562327,-0.541894,-1.41328,13.1891,13.1891
1319,-0.543449,-0.799472,-0.623109,13.8201,13.8201
1320,-0.538953,-0.0979011,-0.289579,15.6231,15.6231
1321,-0.651787,-0.206474,-0.665439,14.607,14.607
1322,-0.736299,-0.26733,-0.605079,14.4519,14.4519
1323,-1.06137,-0.0376262,-0.260373,15.1271,15.1271
1324,-0.822513,0.476983,-0.573639,16.2148,16.2148
1325,-0.154092,0.858657,-1.03421,17.8895,17.8895
1326,-0.000758248,0.382048,-1.07626,16.6641,16.6641
1327,0.13506,-0.24091,-1.21246,15.4139,15.4139
1328,0.0680427,-0.0472778,-0.956803,15.9099,15.9099
1329,-0.00213264,0.162559,-0.885412,16.3068,16.3068
1330,-0.0720387,0.364555,-0.817194,16.7521,16.7521
1331,-0.551726,0.153007,-0.416287,15.9482,15.9482
1332,-0.447959,0.564901,-0.787302,16.7087,16.7087
1333,-0.336363,0.858525,-0.976938,17.6445,17.6445
1334,-0.221673,0.944836,-1.09182,18.0325,18.0325
1335,0.17704,0.907607,-0.802738,18.9202,18.9202
1336,0.537998,0.650741,-0.54515,19.2542,19.2542
1337,0.72822,0.176328,-0.182754,19.151,19.151
1338,0.851804,-0.107923,-0.0397377,19.2497,19.2497
1339,0.906764,-0.077846,-0.309099,19.0511,19.0511
1340,0.890594,0.168086,-0.866006,18.7781,18.7781
1341,0.836469,0.362057,-1.10858,18.8007,18.8007
1342,0.760601,0.467425,-1.30627,18.658,18.658
1343,0.71281,0.0549297,-1.66396,17.3014,17.3014
1344,0.668454,-0.507229,-1.25115,16.4714,16.4714
1345,0.702023,-0.185533,-1.71094,16.7677,16.7677
1346,0.728417,0.247254,-1.65272,17.7815,17.7815
1347,0.583797,0.147997,-1.61936,17.124,17.124
1348,0.407767,-0.065356,-1.46179,16.2646,16.2646
1349,0.208345,-0.334719,-1.24685,15.3937,15.3937
1350,-0.134988,-0.922277,-0.951619,13.9836,13.9836
1351,-0.467816,-0.709058,-1.20043,13.3038,13.3038
1352,-0.588277,0.233522,-1.43008,14.8726,14.8726
1353,-0.696751,0.768536,-0.999951,16.7944,16.7944
1354,-0.564821,0.33297,-1.38912,15.2231,15.2231
1355,-0.411597,-0.586499,-1.19266,13.6207,13.6207
1356,-0.243121,-0.931334,-0.907521,13.7927,13.7927
1357,-0.0643222,-0.241491,-0.961152,15.2181,15.2181
1358,0.0817276,0.768205,-1.09445,17.9715,17.9715
1359,0.230174,0.909587,-0.980544,18.8634,18.8634
1360,0.366608,0.674275,-0.712557,18.6959,18.6959
1361,0.492941,0.195224,-0.432087,18.1477,18.1477
1362,0.49958,0.366163,-0.493735,18.4741,18.4741
1363,0.516088,0.491889,-0.546712,18.7642,18.7642
1364,0.487529,0.766848,-0.799515,19.1785,19.1785
1365,0.453031,0.761831,-1.13868,18.7583,18.7583
1366,0.396469,0.660603,-1.30643,18.1696,18.1696
1367,0.33957,0.50533,-1.35593,17.5371,17.5371
1368,0.280937,0.293121,-1.35757,16.8241,16.8241
1369,0.237536,0.631519,-1.23027,17.7607,17.7607
1370,0.190026,0.856439,-1.11538,18.4741,18.4741
1371,0.275632,0.92159,-0.918966,19.062,19.062
1372,0.365833,0.65718,-0.660444,18.7038,18.7038
1373,0.525423,0.557791,-0.522914,18.993,18.993
1374,0.652113,0.467292,-0.428719,19.2273,19.2273
1375,0.756479,0.364531,-0.34803,19.3971,19.3971
1376,0.805457,0.280386,-0.444821,19.2273,19.2273
1377,0.852526,0.197988,-0.462631,19.1792,19.1792
1378,0.842685,0.167054,-0.284862,19.3312,19.3312
1379,0.831951,0.0685668,-0.172482,19.2771,19.2771
1380,0.820289,-0.0595455,-0.179067,18.9963,18.9963
1381,0.81029,-0.274948,-0.231129,18.5257,18.5257
1382,0.795357,-0.424521,-0.557175,17.777,17.777
1383,0.375765,0.7483,-0.897572,18.746,18.746
1384,-0.189719,-0.0795032,-1.03489,15.2027,15.2027
1385,-0.71185,-0.588237,-1.52284,12.7424,12.7424
1386,-0.407734,-0.895043,-1.05515,13.3146,13.3146
1387,-0.0685309,-0.960029,-0.980099,14.052,14.052
1388,-0.0313003,0.275158,-1.04985,16.3453,16.3453
1389,0.0121847,0.965865,-0.957931,18.6454,18.6454
1390,-0.483206,-0.311411,-0.666946,14.6666,14.6666
1391,-0.872717,-0.302652,-1.71955,12.8861,12.8861
1392,-1.05425,0.124294,-0.917928,14.4941,14.4941
1393,-1.03838,0.16142,-1.35076,14.1327,14.1327
1394,-1.01503,0.0280255,-1.68816,13.5084,13.5084
1395,-1.05726,-0.136848,-1.61992,13.0973,13.0973
1396,-1.0683,-0.0141818,-0.639491,14.5225,14.5225
1397,-1.05681,-0.00655294,-0.0867648,15.5493,15.5493
1398,-1.04958,0.0484536,-0.0155712,15.832,15.832
1399,-0.921735,0.368149,-0.364365,16.1102,16.1102
1400,-0.919465,-0.177663,-0.393234,14.7454,14.7454
1401,-0.899619,-0.579963,-1.11415,12.9111,12.9111
1402,-0.523689,-0.688199,-0.589276,14.0744,14.0744
1403,-0.0419123,-0.352986,-0.888978,15.147,15.147
1404,0.4255,0.14798,-1.35635,16.8571,16.8571
1405,0.381529,-0.801137,-0.805039,15.6492,15.6492
1406,0.341639,0.716024,-0.772559,18.6955,18.6955
1407,0.0333009,0.71646,-1.15738,17.6489,17.6489
1408,-0.295101,0.596504,-1.39683,16.4524,16.4524
1409,-0.60077,0.409354,-1.67936,15.1648,15.1648
1410,-0.771918,-0.236452,-1.72217,13.1817,13.1817
1411,-0.911998,-0.504661,-1.39473,12.7145,12.7145
1412,-0.928122,-0.26712,-0.139072,15.0487,15.0487
1413,-0.937898,0.359134,-0.198632,16.3586,16.3586
1414,-1.0167,-0.256925,-0.442778,14.3765,14.3765
1415,-1.05829,-0.0152669,-1.83098,13.2316,13.2316
1416,-1.05554,-0.111046,-0.844624,14.0139,14.0139
1417,-0.621389,-0.851006,-1.2036,12.8009,12.8009
1418,0.208347,-0.930894,-1.06008,14.6952,14.6952
1419,0.0807322,0.355058,-0.437929,17.5351,17.5351
1420,-0.0637863,0.931556,-0.601676,18.7698,18.7698
1421,-0.215387,-0.41239,-0.47693,15.2683,15.2683
1422,-0.322457,0.634949,-0.694653,17.235,17.235
1423,-0.430119,0.831498,-1.00305,17.3801,17.3801
1424,-0.342943,0.919447,-1.01713,17.8155,17.8155
1425,-0.246061,0.917654,-0.960514,18.017,18.017
1426,-0.147593,0.810904,-0.9669,17.8008,17.8008
1427,-0.0440541,0.296153,-0.813875,16.6332,16.6332
1428,0.0457174,-0.406259,-0.892384,15.2496,15.2496
1429,0.448642,0.840945,-0.879496,19.2342,19.2342
1430,0.746156,-0.255045,-0.199128,18.4021,18.4021
1431,0.8472,-0.184054,-0.1478,18.9258,18.9258
1432,0.893967,-0.0675133,-0.0951047,19.3617,19.3617
1433,0.886708,0.0410492,-0.0897358,19.5384,19.5384
1434,0.911179,-0.026214,-0.162908,19.3799,19.3799
1435,0.91079,0.0554792,-1.09233,18.4073,18.4073
1436,0.901353,-0.00875281,-1.83885,17.7238,17.7238
1437,0.896535,-0.123564,-0.683141,18.4454,18.4454
1438,0.877497,-0.107467,-0.305263,18.9069,18.9069
1439,0.869358,-0.0411367,-0.0386997,19.4223,19.4223
1440,0.859266,0.0828673,-0.0387731,19.6131,19.6131
1441,0.850033,0.0456352,-0.166836,19.3015,19.3015
1442,0.824071,0.0408412,-0.184552,19.1808,19.1808
1443,0.898546,0.046871,-0.350147,19.1878,19.1878
1444,0.73892,0.522836,-1.15893,18.8509,18.8509
1445,0.888756,0.114294,-0.533003,19.0398,19.0398
1446,0.842647,-0.264321,-0.225292,18.6584,18.6584
1447,0.603076,-0.374231,-0.190468,17.7955,17.7955
1448,-0.0921376,-0.731319,-1.10564,14.1604,14.1604
1449,-0.784965,-0.61669,-1.45835,12.635,12.635
1450,-1.06022,-0.0107055,-1.38846,13.6167,13.6167
1451,-0.93013,0.0987553,-1.94869,13.6188,13.6188
1452,-0.591054,-0.603554,-1.49193,12.9519,12.9519
1453,-0.424289,-0.642623,-1.29854,13.3876,13.3876
1454,-0.24172,-0.687461,-1.16754,13.827,13.827
1455,-0.513193,-0.342974,-1.44926,13.6209,13.6209
1456,-0.747898,-0.00762126,-1.71985,13.7615,13.7615
1457,-0.605854,-0.296082,-1.49652,13.5128,13.5128
1458,-0.444345,-0.596328,-1.28085,13.4458,13.4458
1459,-0.269368,-0.837871,-1.09967,13.6227,13.6227
1460,0.0306144,-0.985838,-0.995088,14.2411,14.2411
1461,0.316243,-0.834628,-1.15778,15.0134,15.0134
1462,0.567267,-0.491066,-1.49091,15.9656,15.9656
1463,0.681237,-0.119114,-1.75337,16.7955,16.7955
1464,0.772325,0.156879,-1.81466,17.6272,17.6272
1465,0.823783,0.0237787,-1.87102,17.493,17.493
1466,0.8633,-0.0456198,-1.9158,17.4731,17.4731
1467,0.878758,-0.0943692,-1.84016,17.4779,17.4779
1468,0.886476,-0.128833,-1.77956,17.4771,17.4771
1469,0.893271,-0.148258,-1.68308,17.5247,17.5247
1470,0.883115,-0.16375,-1.26371,17.7582,17.7582
1471,0.884813,-0.153084,-0.678848,18.359,18.359
1472,0.655459,-0.342959,-0.387176,17.6866,17.6866
1473,0.192753,0.231057,-0.779157,17.0275,17.0275
1474,0.437067,-0.842244,-0.804867,15.7608,15.7608
1475,0.649283,0.154944,-1.51233,17.4135,17.4135
1476,0.810776,0.394214,-0.410569,19.5466,19.5466
1477,0.807561,0.355194,-0.390446,19.4738,19.4738
1478,0.803259,0.31898,-0.297632,19.5092,19.5092
1479,0.651934,0.486724,-1.64933,18.142,18.142
1480,0.483906,-0.526077,-1.54927,15.6034,15.6034
1481,0.290794,-0.652076,-0.886028,15.4944,15.4944
1482,-0.0490073,-0.289718,-0.920947,15.208,15.208
1483,-0.408437,0.212039,-1.2707,15.252,15.252
1484,-0.22966,-0.0839083,-1.12955,15.0113,15.0113
1485,-0.0295792,-0.38866,-0.934489,15.0558,15.0558
1486,0.109626,-0.380186,-0.838355,15.5131,15.5131
1487,0.238618,-0.347946,-0.71666,16.0439,16.0439
1488,0.361774,-0.310976,-0.598482,16.5878,16.5878
1489,0.418636,-0.418429,-0.580788,16.5937,16.5937
1490,0.46504,-0.500284,-0.577266,16.6059,16.6059
1491,0.620639,-0.582575,-0.568185,16.9699,16.9699
1492,0.746896,-0.540732,-0.734624,17.2237,17.2237
1493,0.825418,-0.366805,-0.704572,17.7797,17.7797
1494,0.882786,-0.201368,-0.622655,18.3388,18.3388
1495,0.908176,-0.0378779,-0.551321,18.7967,18.7967
1496,0.908888,0.0436616,-0.655258,18.8236,18.8236
1497,0.903106,0.12127,-0.75891,18.8381,18.8381
1498,0.890861,0.201781,-0.865756,18.8498,18.8498
1499,0.900535,0.11486,-0.226066,19.5054,19.5054
1500,0.902802,-0.0159889,-0.0723829,19.5186,19.5186
1501,0.919604,-0.0180587,-0.174688,19.4039,19.4039
1502,0.915535,0.0666895,-0.35755,19.2719,19.2719
1503,0.894597,0.197178,-0.608287,19.1351,19.1351
1504,0.898733,0.143218,-0.370304,19.3453,19.3453
1505,0.920806,0.0448101,-0.150196,19.5598,19.5598
1506,0.924924,-0.010434,-0.0386764,19.6594,19.6594
1507,0.917516,0.0455223,-0.331982,19.2753,19.2753
1508,0.913909,0.107253,-0.750434,18.8567,18.8567
1509,0.907219,0.161308,-1.22617,18.4964,18.4964
1510,0.897398,0.16946,-1.64133,18.1876,18.1876
1511,0.884416,0.107223,-1.89485,17.8664,17.8664
1512,0.868334,-0.0244462,-1.92852,17.5256,17.5256
1513,0.915944,-0.0427878,-1.88356,17.6878,17.6878
1514,0.787497,-0.404778,-1.48042,16.8517,16.8517
1515,0.507292,-0.800852,-1.03204,15.762,15.762
1516,0.124129,-0.866058,-0.905091,14.7394,14.7394
1517,-0.293388,-0.51829,-1.18332,13.9804,13.9804
1518,-0.106747,-0.846658,-1.00973,14.0762,14.0762
1519,0.0760934,-0.976505,-0.97177,14.3953,14.3953
1520,0.253834,-0.875113,-1.09535,14.8513,14.8513
1521,0.420401,-0.586326,-1.33406,15.4951,15.4951
1522,0.570025,-0.217176,-1.5835,16.366,16.366
1523,0.698012,0.104406,-1.72382,17.3207,17.3207
1524,0.734923,-0.136311,-1.74174,16.9504,16.9504
1525,0.756694,-0.339863,-1.6269,16.7437,16.7437
1526,0.777,-0.468577,-1.39533,16.7821,16.7821
1527,0.705718,-0.670483,-1.05635,16.5533,16.5533
1528,0.62188,-0.661845,-0.726079,16.6598,16.6598
1529,0.527639,-0.438152,-0.56479,16.8988,16.8988
1530,0.424239,-0.0417777,-0.590137,17.2557,17.2557
1531,0.313252,0.414163,-0.746253,17.8078,17.8078
1532,0.196277,0.78361,-0.933136,18.4144,18.4144
1533,0.122171,0.938533,-0.921575,18.796,18.796
1534,0.0361367,0.978225,-0.961678,18.732,18.732
1535,-0.0503585,0.930577,-0.952808,18.4075,18.4075
1536,-0.136373,0.800219,-0.898301,17.8541,17.8541
1537,-0.221557,0.601494,-0.809478,17.1625,17.1625
1538,-0.10869,0.580073,-0.886995,17.2136,17.2136
1539,0.0111676,0.536679,-0.985887,17.2143,17.2143
1540,0.130121,0.484541,-1.09089,17.2134,17.2134
1541,0.246783,0.425757,-1.19976,17.2197,17.2197
1542,0.359044,0.362784,-1.30948,17.2393,17.2393
1543,0.345031,-0.00708931,-1.23381,16.4027,16.4027
1544,0.314628,-0.373762,-1.17489,15.6792,15.6792
