t,accCmpX,accCmpY,accCmpZ
2094,-0.055899,-9.05847,-8.91928
2095,4.69884,-7.22281,-11.3758
2096,8.21845,-3.77647,-14.2931
2097,9.60904,-0.120884,-16.2998
2098,8.5157,2.44981,-16.2786
2099,9.32804,1.47666,-17.2048
2100,9.66886,0.474969,-17.6569
2101,9.60274,-0.42363,-17.7489
2102,9.13331,-1.17168,-17.4654
2103,9.40163,-0.22127,-18.1251
2104,8.57513,-3.77522,-8.19593
2105,6.43789,-1.02065,-4.03455
2106,3.26254,7.53354,-8.73943
2107,-0.503682,8.54842,-10.7509
2108,-6.6425,-0.166012,-4.93489
2109,-9.94167,-1.37236,-6.80701
2110,-8.62752,4.31977,-15.7989
2111,-3.26135,-0.268422,-14.3258
2112,3.59678,-7.82513,-9.40351
2113,8.58529,-3.75922,-15.4537
2114,9.24038,1.9905,-17.9457
2115,5.2411,4.62094,-16.143
2116,-1.43065,3.404,-10.4727
2117,-7.51392,0.782491,-4.35895
2118,-10.0338,0.0539912,-1.88159
2119,-10.07,-0.531093,-2.03049
2120,-9.97401,-1.46155,-5.53769
2121,-9.82917,-2.34716,-9.98462
2122,-9.6393,-2.68403,-14.2978
2123,-9.40927,-2.11449,-17.4685
2124,-9.94509,-0.302421,-21.0829
2125,-10.0416,-0.293091,-20.7808
2126,-9.6397,-2.10746,-18.1052
2127,-8.75473,-4.73463,-14.1358
2128,-7.42617,-6.69904,-10.4372
2129,-9.91457,-0.406249,0.46833
2130,-9.39806,1.28178,2.62635
2131,-6.08012,-3.24692,-1.47572
2132,-0.998646,-8.31172,-6.18407
2133,4.28966,-7.37368,-4.99055
2134,-9.82526,-1.40672,-19.4693
2135,7.54281,-3.37539,-18.6265
2136,-0.849407,-9.28332,-11.8978
2137,-7.07961,1.331,-18.8237
2138,9.58058,-0.378619,-10.9086
2139,9.27113,-2.89745,-10.676
2140,8.50719,-4.80097,-12.2097
2141,7.31751,-6.18298,-13.2308
2142,5.75897,-6.84982,-13.5435
2143,3.90858,-6.71844,-13.0673
2144,5.58604,-4.40526,-15.226
2145,7.15161,-2.93203,-16.9052
2146,8.3421,-1.54382,-18.3607
2147,9.09863,-0.395431,-19.4408
2148,9.38592,0.388501,-20.0266
2149,9.19134,0.729382,-20.0443
2150,9.22965,0.325002,-20.7287
2151,9.28022,0.282612,-20.7654
2152,9.23551,0.447302,-20.5938
2153,9.26064,-0.306723,-19.6442
2154,9.2141,-0.952527,-18.024
2155,9.07459,-1.93599,-15.7998
2156,8.84107,-3.05079,-13.2261
2157,8.51443,-4.0554,-10.5993
2158,6.62302,-6.82839,-8.04614
2159,3.75616,-8.7809,-8.2801
2160,0.32817,-9.4302,-7.70037
2161,-3.21035,-8.73033,-6.34552
2162,-6.39377,-6.88952,-4.4701
2163,-10.283,0.257267,-15.4657
2164,-4.67034,-8.31542,-8.3681
2165,5.09358,-3.21304,-11.9056
2166,9.2467,-1.01916,-10.4181
2167,3.40261,-3.78228,-3.11857
2168,-10.3442,0.326046,-7.81035
2169,2.50329,4.7697,-11.3889
2170,6.9293,-3.77813,-2.61899
2171,-9.31799,4.06292,-10.842
2172,-1.0308,0.576891,-8.32952
2173,8.56136,-3.63128,-5.67547
2174,6.71796,-2.92206,-4.11703
2175,4.32428,3.06342,-6.4275
2176,1.44141,8.62874,-10.3737
2177,-1.63083,7.93102,-10.584
2178,-4.58653,1.36824,-7.27818
2179,-2.13126,-1.73742,-8.41873
2180,0.400285,-4.94659,-10.8057
2181,2.8784,-7.13257,-12.2352
2182,5.13043,-7.648,-12.0618
2183,6.99244,-6.43194,-10.2227
2184,8.92794,1.1746,-8.98287
2185,4.82364,7.09557,-8.49533
2186,-2.8115,7.36169,-12.0423
2187,-9.16786,2.98306,-17.2801
2188,-6.43246,-8.50493,-11.4499
2189,6.78355,-4.11125,-17.688
2190,6.02866,-2.80247,-17.9839
2191,-7.17442,-7.72504,-10.0488
2192,-8.88048,3.42163,-17.3122
2193,-8.19729,5.62365,-14.7814
2194,-7.45852,6.77666,-11.637
2195,-6.61699,6.47263,-9.27361
2196,-5.67881,4.54361,-8.15742
2197,-4.64971,1.2559,-8.34334
2198,-3.53858,-2.72782,-9.48039
2199,4.00377,6.59257,-13.7566
2200,8.67261,2.55936,-6.77626
2201,7.88157,0.118543,-2.0169
2202,2.26695,8.71544,-9.50078
2203,3.7597,-1.49526,-6.33321
2204,5.11158,-7.75972,-10.6319
2205,6.29957,-1.44826,-17.6212
2206,7.29786,5.19191,-14.1787
2207,8.0848,2.6884,-3.72303
2208,8.64546,-1.74564,-3.65326
2209,4.11379,2.74998,-4.62721
2210,-3.11756,9.45764,-9.82873
2211,-8.97009,3.99371,-3.38486
2212,-10.3164,0.727594,0.111481
2213,-6.53584,7.88702,-7.75781
2214,-1.71588,9.71917,-10.0328
2215,3.40674,8.75158,-9.37751
2216,5.46199,6.89093,-6.975
2217,7.10461,4.23889,-4.2098
2218,9.18213,-0.417437,-9.30902
2219,7.25541,-2.44092,-18.7127
2220,2.3846,-5.8474,-8.88583
2221,-4.46995,7.75612,-7.71443
2222,-9.28514,-4.77751,-9.34417
2223,-9.42426,-3.8254,-10.0458
2224,-9.5395,-3.09961,-12.4734
2225,-7.40693,-6.73552,-5.93851
2226,-4.27441,-3.56373,-4.51449
2227,-0.582915,4.41266,-7.91727
2228,3.12601,8.81371,-8.8033
2229,2.96763,9.77812,-7.06138
2230,6.49767,6.34026,-8.53908
2231,8.72324,2.42251,-5.38503
2232,9.06125,-0.646888,-3.36916
2233,9.22405,-2.13192,-16.541
2234,8.9556,2.16326,-15.3949
2235,9.22451,-1.8417,-1.37898
2236,6.70802,1.20354,0.507238
2237,2.16756,9.29056,-5.98753
2238,2.45505,7.46503,-7.58767
2239,2.87201,3.84027,-6.33339
2240,-1.66489,8.87413,-8.96262
2241,-5.95105,-3.80622,-4.67614
2242,-5.82386,-3.82477,-4.35288
2243,-5.72623,-3.73199,-4.39567
2244,-5.62756,-3.63722,-4.44281
2245,-2.51089,-1.3661,-7.62828
2246,0.938362,1.87776,-11.0308
2247,-9.83815,-0.20817,-15.8281
2248,-4.59324,2.69676,-2.43013
2249,7.44194,-4.20626,-0.529971
2250,7.4089,0.0189901,-19.1973
2251,-3.36515,-6.99088,-13.1501
2252,-6.70849,-6.70346,-10.9305
2253,-9.18008,-4.54541,-10.5032
2254,-10.2534,-1.01355,-8.74615
2255,-3.81907,5.2116,-14.6487
2256,6.95076,2.52496,-18.7523
2257,8.84709,2.59178,-5.68009
2258,8.99512,0.839635,-0.0326762
2259,9.12335,0.563266,-1.79413
2260,7.95613,4.10464,-6.22566
2261,7.77647,4.90868,-6.96043
2262,7.56292,5.40035,-9.6558
2263,7.33288,5.28292,-12.1491
2264,7.08828,4.49978,-14.1714
2265,6.58784,5.33462,-15.2413
2266,6.08032,6.16837,-14.3264
2267,2.36082,7.0557,-10.2285
2268,1.6811,8.88119,-11.078
2269,0.979601,9.70845,-10.2885
2270,0.272353,9.33263,-9.97111
2271,1.3169,9.19982,-8.8709
2272,2.28446,8.81257,-8.40784
2273,3.22299,8.32727,-7.87535
2274,3.92175,3.85679,-5.5506
2275,4.59373,-1.93794,-4.65307
2276,5.23671,-1.17378,-4.35676
2277,5.86194,-0.378437,-3.66849
2278,3.9051,3.52862,-5.7601
2279,1.69131,7.56338,-8.46886
2280,-1.20382,9.63213,-10.434
2281,-4.1579,5.18241,-7.4456
2282,-6.71971,-1.40458,-4.30203
2283,-2.98553,3.75645,-8.17521
2284,1.42367,8.07096,-11.5408
2285,6.354,0.116314,-3.33952
2286,9.14128,-1.97399,-14.9557
2287,8.78223,-3.04058,-14.5178
2288,9.35874,0.298162,-16.4421
2289,8.74204,1.23322,-17.6184
2290,6.96699,-0.499074,-16.1301
2291,5.9148,-4.71313,-14.6535
2292,4.54481,-7.98772,-11.6213
2293,3.04887,-9.358,-9.32261
2294,2.34982,-8.39626,-8.85527
2295,-6.3733,4.60276,-14.1084
2296,-10.1193,-0.286132,-1.41493
2297,-5.9651,7.481,-7.48432
2298,0.105807,1.21502,-8.92399
2299,6.01826,-7.36364,-10.0853
2300,4.61677,-5.02811,-6.96942
2301,2.9672,3.69956,-8.02449
2302,1.15522,9.44766,-10.9545
2303,-1.70761,8.88724,-10.5336
2304,-4.4721,6.68534,-12.6872
2305,2.63572,-5.3103,-9.386
2306,8.11104,-5.03122,-15.1943
2307,5.70769,-7.49417,-11.3792
2308,2.70521,-9.34758,-10.166
2309,-0.694488,-9.81275,-10.0499
2310,7.34908,-3.58691,-4.10771
2311,9.21823,-0.447134,-0.965164
2312,9.56297,-0.608033,-8.79385
2313,9.52462,0.715144,-18.6676
2314,9.17281,-1.12345,-19.7897
2315,8.03369,-2.07441,-17.531
2316,6.44583,-3.35035,-15.9251
2317,9.01048,0.591221,-18.7329
2318,8.27127,-3.90973,-15.3169
2319,7.38773,-5.07456,-6.6003
2320,6.2773,1.04714,-4.1598
2321,7.14201,-3.48145,-4.28753
2322,7.82727,-5.34672,-8.14105
2323,8.40562,-4.2496,-13.8847
2324,9.58233,0.0889696,-18.8692
2325,6.60687,-6.23121,-12.4711
2326,0.842979,-7.96507,-8.64336
2327,1.03917,-9.46249,-10.3004
2328,1.24971,-9.53482,-10.787
2329,0.5282,-9.28488,-9.07946
2330,-0.124701,-7.95057,-9.18807
2331,-1.34319,-6.58924,-10.0023
2332,-2.61851,-4.55856,-11.2922
2333,-3.8485,-2.30997,-12.7111
2334,-7.82884,3.23154,-16.2496
2335,-9.82803,1.63553,-11.537
2336,-9.88262,0.47342,-14.8632
2337,-9.84045,-0.484103,-17.2687
2338,-9.83944,1.01701,-19.7536
2339,-9.06671,1.78288,-19.817
2340,-7.6634,1.68368,-18.9373
2341,-9.85196,-0.433026,-11.7944
2342,-6.7724,-5.15811,-4.4133
2343,-0.0304271,2.24123,-8.97448
2344,-2.9053,-7.87372,-9.8547
2345,-6.66743,-7.21864,-10.3613
2346,-9.18273,-2.73724,-15.8254
2347,-9.8993,0.175967,-19.373
2348,-9.81116,-0.445164,-18.145
2349,-9.53165,-2.03714,-15.0826
2350,-9.59035,-1.16933,-17.3719
2351,-9.69727,-0.441094,-18.9785
2352,-9.75275,-0.0019432,-19.9491
2353,-8.93507,-3.88986,-11.5582
2354,-6.6609,-4.75036,-4.39038
2355,-1.64555,2.44725,-7.35321
2356,3.77067,8.57947,-9.99682
2357,8.01301,4.00805,-3.50221
2358,8.15563,0.931844,-2.11248
2359,8.22544,-2.41142,-2.6045
2360,8.28223,-4.82688,-5.88666
2361,2.01737,7.3574,-8.58306
2362,-5.35427,2.88562,-4.93752
2363,-4.77877,5.6894,-6.50341
2364,-4.23139,7.8298,-8.07164
2365,-3.4869,6.63964,-12.4196
2366,-2.7342,-4.58585,-12.2521
2367,-2.02209,-8.98715,-9.40704
2368,-4.82572,5.68695,-13.5112
2369,-7.18612,-0.554994,-3.23074
2370,-9.04986,-2.20036,-17.5792
2371,-8.98356,-1.06146,-19.4681
2372,-5.48403,-8.06944,-9.44479
2373,-0.454859,-3.64477,-8.85101
2374,2.01382,3.86184,-11.3391
2375,4.23005,8.3091,-10.8098
2376,6.17555,6.77639,-6.37874
2377,-0.0521399,9.06435,-9.88861
2378,-6.40375,2.09723,-3.86621
2379,-1.24856,5.83263,-9.13865
2380,4.13423,-8.62161,-8.76837
2381,8.04144,3.78386,-14.1588
2382,9.26347,1.85492,-5.22159
2383,9.46043,-0.200456,0.974202
2384,9.46134,0.0776682,0.0507166
2385,9.46191,-0.278698,-2.51361
2386,8.97568,-1.7423,-3.16109
2387,8.14528,-3.04457,-3.39437
2388,6.57139,-3.39729,-2.89418
2389,4.35206,-2.77135,-4.39932
2390,1.74635,-1.32903,-6.74564
2391,1.55694,-5.39067,-7.13775
2392,1.49801,-8.28733,-7.86423
2393,1.43639,-9.52552,-8.74772
2394,-4.90422,1.05077,-14.1558
2395,-9.43808,3.89324,-8.21904
2396,-9.40744,3.73866,-12.491
2397,-9.37048,2.38215,-16.3327
2398,-10.1203,1.26532,-17.3967
2399,-10.3862,0.178811,-18.0207
2400,-10.214,-0.606963,-18.1954
2401,-10.0451,0.119792,-19.1635
2402,-9.98386,1.34779,-16.657
2403,-8.09508,3.41457,-16.1849
2404,-4.99462,4.17913,-14.0036
2405,-1.09857,3.76741,-10.6865
2406,1.42442,5.42145,-7.91155
2407,3.91264,6.05284,-6.2381
2408,7.35678,1.51449,-2.17719
2409,9.18781,-0.313586,-0.568157
2410,9.35809,0.0863084,-1.67347
2411,9.13248,1.16983,-2.51702
2412,8.50949,2.63822,-3.78265
2413,8.75807,1.83578,-2.842
2414,8.99793,1.2066,-2.2315
2415,9.22025,-0.119914,-0.440065
2416,9.11572,1.08881,-3.80217
2417,5.46726,3.17611,-14.7658
2418,-1.26405,-9.89753,-9.20635
2419,-7.58528,0.207992,-16.276
2420,-9.27017,-2.34987,-16.9833
2421,-10.2417,-1.97346,-13.6156
2422,-10.3364,0.0698798,-0.0323663
2423,-10.4141,1.25059,-8.73678
2424,-10.4447,0.412894,-19.1564
2425,-10.445,0.66035,-6.45001
2426,-9.38429,3.99859,-2.75117
2427,-6.90826,6.37017,-3.01723
2428,-10.1957,-0.572444,-0.155057
2429,-6.18764,5.00123,-5.77935
2430,-5.74224,-3.46262,-3.92004
2431,-5.17326,-8.72074,-8.93446
2432,-1.13583,-4.64696,-9.22121
2433,3.10446,5.21763,-12.7377
2434,6.6647,6.63915,-8.81201
2435,8.96301,1.11721,-0.506643
2436,9.09673,1.17892,-1.10539
2437,8.25141,4.43457,-5.83504
2438,6.875,6.73122,-10.6135
2439,5.01673,6.23606,-13.1036
2440,0.508119,0.476329,-11.1126
2441,2.79682,6.45841,-12.595
2442,4.88531,8.10686,-10.2991
2443,6.65534,4.78636,-5.24504
2444,9.23317,0.149411,-2.24958
2445,6.16252,6.3768,-13.2875
2446,-0.676844,-3.13581,-10.2961
2447,-0.413687,-7.34344,-10.4962
2448,-0.0630051,-9.57337,-10.4501
2449,1.59688,-8.85381,-12.6825
2450,3.29902,-7.55359,-13.9766
2451,4.86711,-5.88498,-15.6412
2452,6.24756,-4.07546,-17.4485
2453,-0.0480623,-4.70059,-10.9029
2454,-6.72284,6.90259,-10.6943
2455,-10.2161,-1.70807,-3.75502
2456,-8.98799,0.906362,-19.3648
2457,-3.84567,-9.5363,-10.4241
2458,2.69196,6.71288,-13.3129
2459,-5.70961,-7.43166,-7.37171
2460,-10.1752,0.106799,-19.3402
2461,-6.77357,-6.57056,-6.68495
2462,1.95817,7.31927,-11.0918
2463,8.76866,1.26495,-0.943349
2464,9.00861,0.228068,-0.996534
2465,9.1676,-0.376163,-0.820942
2466,9.29375,-0.716871,-1.15508
2467,9.38655,-0.781555,-1.98638
2468,9.44438,-0.588832,-3.27475
2469,9.36423,0.279178,-2.39952
2470,9.22902,0.93461,-2.05634
2471,8.95272,1.42706,-1.8915
2472,8.53872,1.74525,-1.91697
2473,7.99379,1.88297,-2.13725
2474,9.38266,0.334729,0.30709
2475,8.7573,-1.29975,-0.241118
2476,6.28463,-2.58601,-2.50814
2477,2.46358,-3.2629,-6.05531
2478,-1.93456,-3.22071,-10.1842
2479,3.11735,-9.11954,-11.008
2480,7.24846,-1.72549,-18.1627
2481,9.35573,1.30227,-16.5757
2482,8.77895,-2.94682,-5.78024
2483,5.59353,1.88185,-5.13527
2484,8.83864,2.81147,-9.42745
2485,-0.649877,-2.76582,-9.37295
2486,-9.76514,-3.00382,-14.3631
2487,-6.28431,-6.48766,-13.4011
2488,4.93965,-3.0378,-14.6911
2489,0.251593,-8.75857,-10.8407
2490,-4.80599,-5.9618,-13.6859
2491,-8.59231,1.10539,-19.098
2492,-9.99638,0.666628,-15.7439
2493,-0.414571,-9.46312,-10.1463
2494,9.31942,-0.0488833,-8.79408
2495,-0.118312,9.70125,-10.1434
2496,-10.2562,-1.01853,-10.6192
2497,-2.21848,-9.65798,-9.89259
2498,8.92315,2.54328,-7.28267
2499,8.64127,1.94445,-2.83308
2500,5.08447,3.54345,-15.0427
2501,-0.40666,-9.92625,-9.99531
2502,-5.85382,3.23287,-14.7819
2503,-9.50202,2.42966,-2.99263
2504,-8.01143,6.06523,-8.14096
2505,-6.08992,7.92901,-11.9017
2506,-3.76722,6.50069,-12.9333
2507,-1.2054,2.0508,-11.2661
2508,-0.554911,3.38941,-9.33659
2509,-0.00288838,4.60839,-8.83769
2510,0.547853,5.72867,-8.41492
2511,1.09183,6.7169,-8.09736
2512,1.63143,7.54569,-7.90322
2513,2.16462,8.19538,-7.84987
2514,4.27372,8.61094,-10.0229
2515,6.11328,4.34894,-14.3956
2516,3.60588,-3.12662,-13.4164
2517,0.653015,-9.50573,-10.0058
2518,2.1309,-7.54002,-11.2248
2519,3.62659,-4.72472,-13.1052
2520,5.02248,-1.55894,-15.0111
2521,3.56761,-0.245821,-13.5927
2522,2.07932,1.44122,-12.0731
2523,2.22606,5.45394,-11.7095
2524,2.41727,8.19198,-10.9845
2525,2.90249,9.18447,-8.77605
2526,3.37079,5.66413,-6.36159
2527,3.84808,-0.489892,-5.08888
2528,3.20426,3.00932,-6.2405
2529,2.49699,6.4189,-7.55444
2530,1.77465,8.76546,-8.83147
2531,1.33939,8.40019,-8.04247
2532,0.824286,7.66747,-8.15755
2533,2.85659,8.08927,-7.37119
2534,4.75289,7.76481,-6.83447
2535,6.41535,3.04451,-3.4611
2536,7.7042,-1.30785,-1.64134
2537,8.69214,-3.29067,-3.53445
2538,9.54518,0.381258,-17.5625
2539,8.18671,-4.29464,-13.3275
2540,-0.0232083,10.0125,-9.71572
2541,-8.66985,-4.16265,-14.0772
2542,-8.78086,-2.64805,-2.79956
2543,-10.0012,0.885664,-16.528
2544,-7.3246,-6.3605,-10.6557
2545,-0.239447,3.48843,-9.87203
2546,6.66391,2.79489,-3.83731
2547,3.01172,9.15267,-9.3264
2548,-1.24015,4.01858,-8.31855
2549,-5.30575,-5.33838,-5.27265
2550,-8.41635,-5.18482,-9.10877
2551,-9.84946,-0.617737,-16.5428
2552,-9.19667,-0.359617,-18.4955
2553,-9.97722,0.849021,-14.8421
2554,-9.95185,-1.30571,-4.8833
2555,-8.77953,1.92735,-1.17308
2556,-6.55878,7.10399,-11.1724
2557,-6.26138,7.84685,-10.983
2558,-5.88013,8.20286,-9.85631
2559,-7.50403,5.21344,-6.57335
2560,-8.76708,1.30053,-2.91244
2561,-9.63524,-1.05332,-2.40672
2562,-9.57189,-3.16334,-10.6098
2563,-9.5336,-1.55491,-19.315
2564,-9.51285,1.99445,-18.5305
2565,-6.05214,-7.95086,-11.9019
2566,-4.36369,-3.76606,-14.6773
2567,-2.54027,5.00928,-12.8111
2568,-0.639215,9.57868,-10.7656
2569,5.82947,5.45252,-6.01789
2570,9.47765,-0.0355534,-1.05241
2571,7.61033,6.55463,-11.8358
2572,3.96784,-3.70929,-14.0808
2573,-0.656869,-6.52244,-11.0263
2574,-3.79316,-8.21611,-11.2306
2575,-6.41912,-7.42207,-10.106
2576,-3.06032,-8.48277,-12.1457
2577,0.634697,-6.36414,-10.2582
2578,5.71642,-7.49345,-7.7876
2579,9.02705,-3.35392,-12.0994
2580,9.49479,1.24601,-16.9427
2581,9.37946,3.13149,-9.7518
2582,9.03129,2.76234,-2.82279
2583,9.30408,1.32054,-1.96439
2584,9.50543,0.25909,-1.0808
2585,9.66214,-0.399529,-1.22346
2586,9.18903,2.05178,-3.03035
2587,8.52894,4.658,-10.8612
2588,9.70737,-0.0485582,-2.58243
2589,8.65718,3.66991,-17.0239
2590,3.87855,5.8388,-12.9858
2591,-2.75132,3.97279,-7.50458
2592,-8.14261,0.95858,-1.97376
2593,-5.98221,6.41156,-6.09123
2594,-3.45676,8.68856,-10.3659
2595,-1.92802,5.75687,-12.3792
2596,-0.252086,-0.0849861,-11.0823
2597,1.41267,-5.95191,-9.71757
2598,9.22593,-3.10601,-11.1985
2599,7.338,0.695349,-16.0488
2600,4.28565,-4.82866,-16.8731
2601,0.61349,-9.31881,-13.4636
2602,-3.12751,-8.78451,-14.334
2603,0.325666,-6.40579,-8.89382
2604,3.69074,3.7058,-12.086
2605,8.95047,0.482664,-0.987908
2606,9.55076,1.66303,-18.2276
2607,4.69607,-6.52593,-7.037
2608,2.65784,-9.31483,-11.415
2609,0.560096,-6.45232,-11.5018
2610,0.352518,-9.38635,-9.55752
2611,0.135149,-10.1452,-9.46594
2612,0.303005,-10.0879,-10.78
2613,0.439195,-9.98697,-10.8156
2614,-4.69355,-8.05914,-11.8215
2615,-8.41567,-3.38637,-16.2844
2616,-9.66753,0.187003,-19.5725
2617,-8.36431,-1.58008,-16.2776
2618,-5.04575,-7.22558,-10.6582
2619,-0.483885,-9.12753,-8.24596
2620,-0.901788,-9.55392,-8.60914
2621,-1.25898,-9.20891,-8.95462
2622,-3.32677,-8.48018,-10.6387
2623,-5.18028,-7.37595,-11.647
2624,-6.80547,-5.95841,-12.8098
2625,-7.5292,-1.69306,-17.7262
2626,-8.14736,2.82964,-17.2602
2627,-7.80677,4.27798,-16.3019
2628,-7.29745,5.75399,-14.2167
2629,-4.75375,8.64547,-10.1785
2630,-1.69791,9.84941,-9.23977
2631,1.53113,9.59418,-9.62892
2632,6.14089,7.78165,-7.20319
2633,5.66518,7.40713,-10.7575
2634,5.30395,4.49825,-13.119
2635,4.93895,-0.205445,-13.5961
2636,7.27773,0.514555,-17.0949
2637,8.87293,0.774121,-18.5358
2638,9.61131,0.302065,-18.9616
2639,9.48819,-0.229253,-18.1558
2640,9.45866,-0.998692,-14.2904
2641,9.48646,0.472281,-16.6943
2642,9.23578,-0.315418,-16.6395
2643,9.48112,-0.150916,-18.281
2644,9.35548,-1.87992,-8.20714
2645,8.86944,-0.738609,-2.42266
2646,9.12299,1.072,-1.19626
2647,9.3235,0.61678,-6.04055
2648,9.32287,-0.725809,-12.4319
2649,9.34721,0.389646,-12.0898
2650,7.90994,-2.5236,-17.5198
2651,4.8418,-4.79936,-6.12105
2652,0.772526,9.44636,-10.0207
2653,5.14014,-1.81022,-5.01033
2654,8.20423,-4.70881,-11.3963
2655,8.32115,0.181185,-18.1795
2656,1.20264,-9.36478,-9.52659
2657,-7.40039,-1.5494,-15.9917
2658,-6.32565,-0.345982,-14.5933
2659,-5.07578,1.29455,-13.3175
2660,-0.72713,-8.07928,-10.9355
2661,3.48196,-8.87057,-12.0911
2662,6.92512,-1.53926,-17.9531
2663,6.86538,2.6023,-16.2851
2664,6.86239,5.45883,-13.5521
2665,1.05873,0.523144,-10.4352
2666,-5.40437,-6.55378,-5.7652
2667,-9.70349,-3.36579,-11.0157
2668,-8.27771,-5.98162,-7.64283
2669,-6.1362,-6.96899,-5.94125
2670,-7.31511,-6.63406,-11.892
2671,-8.3352,-2.01401,-16.8556
2672,-8.66914,0.0686581,-18.3291
2673,-8.99537,1.92312,-17.9659
2674,-9.8125,1.39847,-19.2024
2675,-10.2722,0.798862,-19.7296
2676,-10.5005,0.262113,-20.0388
2677,-10.5752,-0.0227963,-19.4174
2678,-10.5514,0.412303,-17.3499
2679,-10.4761,1.26979,-13.4124
2680,-10.3251,1.22391,-18.7522
2681,-10.0134,-0.91287,-18.7166
2682,-10.5846,0.160494,-15.6103
2683,-9.92727,-2.82102,-4.68111
2684,-7.86764,-1.30699,-3.98621
2685,-4.61287,5.72015,-8.03736
2686,2.47081,-1.10363,-6.0972
2687,7.72777,-2.0151,-17.1198
2688,8.83757,-1.42404,-3.71962
2689,9.00282,0.109302,-13.1624
2690,8.74488,0.375778,-18.9686
2691,7.41494,-5.00479,-14.3846
2692,4.9904,-5.65103,-6.40385
2693,1.78052,4.61235,-8.40293
2694,4.56777,-4.58847,-4.38798
2695,6.80073,-6.33203,-9.74142
2696,8.98599,0.348281,-17.4978
2697,7.33961,-3.59755,-2.76715
2698,2.65702,8.69887,-7.41448
2699,-1.28351,9.64866,-8.74656
2700,-5.18014,7.67234,-6.76983
2701,1.36392,4.42479,-8.05174
2702,6.99021,-5.15092,-6.68052
2703,8.69154,0.969955,-19.0196
2704,3.03489,-8.50808,-9.62701
2705,-5.77358,2.09872,-14.5442
2706,-8.00174,-0.627692,-17.151
2707,-9.65803,-1.43853,-18.3931
2708,-10.4373,-0.758639,-18.1082
2709,-9.70846,-3.20202,-3.37956
2710,-8.29505,4.36832,-4.44045
2711,-3.63393,1.91638,-12.0983
2712,1.9183,-9.42145,-9.88225
2713,4.72403,-2.86959,-15.1346
2714,7.00513,3.40312,-16.4009
2715,5.16794,-2.05083,-15.3187
2716,2.82797,-8.22317,-10.8558
2717,0.203536,-7.64425,-9.19507
2718,-1.51587,-4.58624,-10.7304
2719,-3.24467,-0.0781022,-12.5542
2720,-4.90692,4.01834,-13.7712
2721,-2.5881,-6.70653,-10.9466
2722,-0.0405715,-8.48915,-10.0951
2723,5.41103,0.139698,-16.0895
2724,8.59984,2.10178,-12.9577
2725,8.55036,1.01394,-19.3337
2726,8.46057,-1.1888,-19.9302
2727,8.93106,0.15065,-18.7907
2728,8.88521,-0.483971,-17.8657
2729,8.32095,-2.44255,-15.4533
2730,6.55719,-0.122077,-17.6612
2731,3.97849,5.91941,-13.7129
2732,7.29222,3.31899,-2.87013
2733,8.94352,-1.29624,-4.89161
2734,6.70269,4.04283,-4.02284
2735,2.29679,4.01624,-12.0677
2736,-2.91427,-9.83059,-9.02196
2737,-3.40603,-7.23781,-11.8944
2738,-3.93219,0.654078,-13.25
2739,-4.41408,7.42722,-11.9028
2740,-0.157745,-2.79373,-10.8846
2741,4.02353,-9.10127,-11.0738
2742,7.18519,-5.36841,-9.42114
2743,8.91197,-1.48549,-11.4106
2744,8.87935,2.34651,-13.0657
2745,6.76399,-1.2293,0.208395
2746,6.14299,-6.59088,-7.57765
2747,5.61686,-6.35787,-13.7317
2748,5.08681,-0.172674,-16.0445
2749,5.52808,-2.7039,-15.6532
2750,5.9352,-4.78317,-14.7978
2751,6.32568,-6.03812,-13.1074
2752,8.40391,-1.17172,-18.6837
2753,9.04777,-0.0241759,-19.3859
2754,8.99263,-0.66764,-15.4034
2755,8.96561,-1.00745,-8.06145
2756,5.91272,-0.892722,-15.9877
2757,-1.96188,-7.61068,-9.76634
2758,-7.77732,-4.82746,-15.8406
2759,-10.6312,-0.749353,-19.1055
2760,-9.15911,1.49292,-18.5221
2761,-9.84763,3.61312,-5.49839
2762,-10.374,-0.831814,-0.0186319
2763,-9.85497,3.2126,-6.26352
2764,-6.0044,8.29712,-11.2894
2765,-0.203268,7.70076,-10.5782
2766,-3.71744,8.20373,-7.99961
2767,-6.85113,-0.828079,-3.36798
2768,-7.90185,0.239826,-3.00728
2769,-8.76467,0.923928,-2.21378
2770,-9.4744,1.32836,-1.71656
2771,-9.78049,0.0527212,-1.0303
2772,-10.0853,-0.686082,-1.00068
2773,-10.3625,1.0711,-11.9308
2774,-8.53939,-2.17573,-17.0343
2775,-10.4495,0.552753,-14.6002
2776,-9.60764,-3.49434,-3.61976
2777,-6.21438,2.64217,-4.16676
2778,-6.48525,-3.09785,-3.64752
2779,-6.76163,-7.12506,-6.59053
2780,-3.30004,-9.33895,-10.3554
2781,0.599981,-9.8549,-11.0469
2782,4.3011,-8.55092,-10.4303
2783,1.72275,-9.03587,-7.68742
2784,-0.89266,-9.11907,-8.23163
2785,-1.50879,-8.24841,-9.40615
2786,-2.16467,-1.49,-8.40964
2787,-0.342964,6.01177,-10.1393
2788,1.47673,9.55355,-10.0479
2789,3.2375,6.85619,-7.22788
2790,2.93108,3.90956,-6.98688
2791,2.65687,0.510944,-6.86929
2792,-1.73794,9.74612,-10.109
2793,-5.83174,2.261,-5.18672
2794,-8.56882,-6.26122,-11.7332
2795,-10.1898,1.32684,-18.4015
