timestamp(ms),SCALED_IMU3.xacc*9.81*0.001,SCALED_IMU3.yacc*9.81*0.001,SCALED_IMU3.zacc*9.81*0.001
3453.116943359375,-0.51012,-2.5505999999999998,-9.45684
3553.116943359375,-0.51012,-2.5505999999999998,-9.45684
3653.116943359375,-0.51012,-2.5505999999999998,-9.45684
3753.116943359375,-0.51012,-2.5505999999999998,-9.45684
3853.116943359375,-0.51012,-2.5505999999999998,-9.437220000000002
3953.116943359375,-0.51012,-2.5505999999999998,-9.437220000000002
4053.116943359375,-0.51012,-2.5505999999999998,-9.437220000000002
4153.116943359375,-0.51012,-2.5505999999999998,-9.437220000000002
4253.116943359375,-0.51012,-2.5505999999999998,-9.437220000000002
4353.116943359375,-0.51012,-2.5505999999999998,-9.437220000000002
4453.116943359375,-0.51012,-2.5505999999999998,-9.437220000000002
4553.116943359375,-0.51012,-2.5505999999999998,-9.437220000000002
4653.116943359375,-0.51012,-2.5505999999999998,-9.437220000000002
4753.116943359375,-0.51012,-2.5505999999999998,-9.437220000000002
4853.116943359375,-0.51012,-2.5505999999999998,-9.437220000000002
4953.116943359375,-0.50031,-2.53098,-9.437220000000002
5053.116943359375,-0.50031,-2.53098,-9.437220000000002
5153.116943359375,-0.50031,-2.53098,-9.437220000000002
5253.116943359375,-0.50031,-2.53098,-9.437220000000002
5353.116943359375,-0.50031,-2.53098,-9.437220000000002
5453.116943359375,-0.50031,-2.53098,-9.437220000000002
5553.116943359375,-0.50031,-2.53098,-9.437220000000002
5653.116943359375,-0.50031,-2.53098,-9.437220000000002
5753.116943359375,-0.50031,-2.53098,-9.437220000000002
5853.116943359375,-0.50031,-2.53098,-9.437220000000002
5953.116943359375,-0.50031,-2.54079,-9.45684
6053.116943359375,-0.50031,-2.54079,-9.45684
6153.116943359375,-0.50031,-2.54079,-9.45684
6253.116943359375,-0.50031,-2.54079,-9.45684
6353.116943359375,-0.50031,-2.54079,-9.45684
6453.116943359375,-0.50031,-2.54079,-9.45684
6553.116943359375,-0.50031,-2.54079,-9.45684
6653.116943359375,-0.50031,-2.54079,-9.45684
6753.116943359375,-0.50031,-2.54079,-9.45684
6853.116943359375,-0.50031,-2.54079,-9.45684
6953.116943359375,-0.50031,-2.54079,-9.45684
7053.116943359375,-0.4905,-2.53098,-9.447030000000002
7153.116943359375,-0.4905,-2.53098,-9.447030000000002
7253.116943359375,-0.4905,-2.53098,-9.447030000000002
7353.116943359375,-0.4905,-2.53098,-9.447030000000002
7453.116943359375,-0.4905,-2.53098,-9.447030000000002
7553.116943359375,-0.4905,-2.53098,-9.447030000000002
7653.116943359375,-0.4905,-2.53098,-9.447030000000002
7753.116943359375,-0.4905,-2.53098,-9.447030000000002
7853.116943359375,-0.4905,-2.53098,-9.447030000000002
7953.116943359375,-0.4905,-2.53098,-9.447030000000002
8053.116943359375,-0.51012,-2.53098,-9.496080000000001
8153.116943359375,-0.51012,-2.53098,-9.496080000000001
8253.116943359375,-0.51012,-2.53098,-9.496080000000001
8353.116943359375,-0.51012,-2.53098,-9.496080000000001
8453.116943359375,-0.51012,-2.53098,-9.496080000000001
8553.116943359375,-0.51012,-2.53098,-9.496080000000001
8653.116943359375,-0.51012,-2.53098,-9.496080000000001
8753.116943359375,-0.51012,-2.53098,-9.496080000000001
8853.116943359375,-0.51012,-2.53098,-9.496080000000001
8953.116943359375,-0.51012,-2.53098,-9.496080000000001
9053.116943359375,-0.50031,-2.5604100000000005,-9.45684
9153.116943359375,-0.50031,-2.5604100000000005,-9.45684
9253.116943359375,-0.50031,-2.5604100000000005,-9.45684
9353.116943359375,-0.50031,-2.5604100000000005,-9.45684
9453.116943359375,-0.50031,-2.5604100000000005,-9.45684
9553.116943359375,-0.50031,-2.5604100000000005,-9.45684
9653.116943359375,-0.50031,-2.5604100000000005,-9.45684
9753.116943359375,-0.50031,-2.5604100000000005,-9.45684
9853.116943359375,-0.50031,-2.5604100000000005,-9.45684
9953.116943359375,-0.50031,-2.5604100000000005,-9.45684
10053.116943359375,-0.51012,-2.54079,-9.476460000000001
10153.116943359375,-0.51012,-2.54079,-9.476460000000001
10253.116943359375,-0.51012,-2.54079,-9.476460000000001
10353.116943359375,-0.51012,-2.54079,-9.476460000000001
10453.116943359375,-0.51012,-2.54079,-9.476460000000001
10553.116943359375,-0.51012,-2.54079,-9.476460000000001
10653.116943359375,-0.51012,-2.54079,-9.476460000000001
10753.116943359375,-0.51012,-2.54079,-9.476460000000001
10853.116943359375,-0.51012,-2.54079,-9.476460000000001
10953.116943359375,-0.51012,-2.54079,-9.476460000000001
11053.116943359375,-0.50031,-2.5505999999999998,-9.46665
11153.116943359375,-0.50031,-2.5505999999999998,-9.46665
11253.116943359375,-0.50031,-2.5505999999999998,-9.46665
11353.116943359375,-0.50031,-2.5505999999999998,-9.46665
11453.116943359375,-0.50031,-2.5505999999999998,-9.46665
11553.116943359375,-0.50031,-2.5505999999999998,-9.46665
11653.116943359375,-0.50031,-2.5505999999999998,-9.46665
11753.116943359375,-0.50031,-2.5505999999999998,-9.46665
11853.116943359375,-0.50031,-2.5505999999999998,-9.46665
11953.116943359375,-0.50031,-2.5505999999999998,-9.46665
12053.116943359375,-0.51012,-2.54079,-9.486270000000001
12153.116943359375,-0.51012,-2.54079,-9.486270000000001
12253.116943359375,-0.51012,-2.54079,-9.486270000000001
12353.116943359375,-0.51012,-2.54079,-9.486270000000001
12453.116943359375,-0.51012,-2.54079,-9.486270000000001
12553.116943359375,-0.51012,-2.54079,-9.486270000000001
12653.116943359375,-0.51012,-2.54079,-9.486270000000001
12753.116943359375,-0.51012,-2.54079,-9.486270000000001
12853.116943359375,-0.51012,-2.54079,-9.486270000000001
12953.116943359375,-0.51012,-2.54079,-9.486270000000001
13053.116943359375,-0.51012,-2.54079,-9.486270000000001
13153.116943359375,-0.51012,-2.54079,-9.486270000000001
13253.116943359375,-0.51012,-2.54079,-9.486270000000001
13353.116943359375,-0.51012,-2.54079,-9.486270000000001
13453.116943359375,-0.51012,-2.54079,-9.486270000000001
13553.116943359375,-0.51012,-2.54079,-9.486270000000001
13653.116943359375,-0.51012,-2.54079,-9.486270000000001
13753.116943359375,-0.51012,-2.54079,-9.486270000000001
13853.116943359375,-0.51012,-2.54079,-9.486270000000001
13953.116943359375,-0.51012,-2.54079,-9.486270000000001
14053.116943359375,-0.51012,-2.54079,-9.486270000000001
14153.116943359375,-0.51012,-2.5505999999999998,-9.45684
14253.116943359375,-0.51012,-2.5505999999999998,-9.45684
14353.116943359375,-0.51012,-2.5505999999999998,-9.45684
14453.116943359375,-0.51012,-2.5505999999999998,-9.45684
14553.116943359375,-0.51012,-2.5505999999999998,-9.45684
14653.116943359375,-0.51012,-2.5505999999999998,-9.45684
14753.116943359375,-0.51012,-2.5505999999999998,-9.45684
14853.116943359375,-0.51012,-2.5505999999999998,-9.45684
14953.116943359375,-0.51012,-2.5505999999999998,-9.45684
15053.116943359375,-0.51012,-2.5505999999999998,-9.45684
15153.116943359375,-0.51012,-2.5505999999999998,-9.45684
15253.116943359375,-0.51012,-2.52117,-9.46665
15353.116943359375,-0.51012,-2.52117,-9.46665
15453.116943359375,-0.51012,-2.52117,-9.46665
15553.116943359375,-0.51012,-2.52117,-9.46665
15653.116943359375,-0.51012,-2.52117,-9.46665
15753.116943359375,-0.51012,-2.52117,-9.46665
15853.116943359375,-0.51012,-2.52117,-9.46665
15953.116943359375,-0.51012,-2.52117,-9.46665
16053.116943359375,-0.51012,-2.52117,-9.46665
16153.116943359375,-0.51012,-2.52117,-9.46665
16253.116943359375,-0.4905,-2.53098,-9.46665
16353.116943359375,-0.4905,-2.53098,-9.46665
16453.116943359375,-0.4905,-2.53098,-9.46665
16553.116943359375,-0.4905,-2.53098,-9.46665
16653.116943359375,-0.4905,-2.53098,-9.46665
16753.116943359375,-0.4905,-2.53098,-9.46665
16853.116943359375,-0.4905,-2.53098,-9.46665
16953.116943359375,-0.4905,-2.53098,-9.46665
17053.116943359375,-0.4905,-2.53098,-9.46665
17153.116943359375,-0.4905,-2.53098,-9.46665
17253.116943359375,-0.4905,-2.53098,-9.46665
17353.116943359375,-0.50031,-2.5505999999999998,-9.46665
17453.116943359375,-0.50031,-2.5505999999999998,-9.46665
17553.116943359375,-0.50031,-2.5505999999999998,-9.46665
17653.116943359375,-0.50031,-2.5505999999999998,-9.46665
17753.116943359375,-0.50031,-2.5505999999999998,-9.46665
17853.116943359375,-0.50031,-2.5505999999999998,-9.46665
17953.116943359375,-0.50031,-2.5505999999999998,-9.46665
18053.116943359375,-0.50031,-2.5505999999999998,-9.46665
18153.116943359375,-0.50031,-2.5505999999999998,-9.46665
18253.116943359375,-0.50031,-2.5505999999999998,-9.476460000000001
18353.116943359375,-0.50031,-2.5505999999999998,-9.476460000000001
18453.116943359375,-0.50031,-2.5505999999999998,-9.476460000000001
18553.116943359375,-0.50031,-2.5505999999999998,-9.476460000000001
18653.116943359375,-0.50031,-2.5505999999999998,-9.476460000000001
18753.116943359375,-0.50031,-2.5505999999999998,-9.476460000000001
18853.116943359375,-0.50031,-2.5505999999999998,-9.476460000000001
18953.116943359375,-0.50031,-2.5505999999999998,-9.476460000000001
19053.116943359375,-0.50031,-2.5505999999999998,-9.476460000000001
19153.116943359375,-0.50031,-2.5505999999999998,-9.476460000000001
19253.116943359375,-0.50031,-2.5505999999999998,-9.476460000000001
19353.116943359375,-0.50031,-2.52117,-9.476460000000001
19453.116943359375,-0.50031,-2.52117,-9.476460000000001
19553.116943359375,-0.50031,-2.52117,-9.476460000000001
19653.116943359375,-0.50031,-2.52117,-9.476460000000001
19753.116943359375,-0.50031,-2.52117,-9.476460000000001
19853.116943359375,-0.50031,-2.52117,-9.476460000000001
19953.116943359375,-0.50031,-2.52117,-9.476460000000001
20053.116943359375,-0.50031,-2.52117,-9.476460000000001
20153.116943359375,-0.50031,-2.52117,-9.476460000000001
20253.116943359375,-0.50031,-2.52117,-9.476460000000001
20353.116943359375,-0.51012,-2.5505999999999998,-9.46665
20453.116943359375,-0.51012,-2.5505999999999998,-9.46665
20553.116943359375,-0.51012,-2.5505999999999998,-9.46665
20653.116943359375,-0.51012,-2.5505999999999998,-9.46665
20753.116943359375,-0.51012,-2.5505999999999998,-9.46665
20853.116943359375,-0.51012,-2.5505999999999998,-9.46665
20953.116943359375,-0.51012,-2.5505999999999998,-9.46665
21053.116943359375,-0.51012,-2.5505999999999998,-9.46665
21153.116943359375,-0.51012,-2.5505999999999998,-9.46665
21253.116943359375,-0.51012,-2.5505999999999998,-9.46665
21353.116943359375,-0.51012,-2.5505999999999998,-9.46665
21453.116943359375,-0.50031,-2.53098,-9.476460000000001
21553.116943359375,-0.50031,-2.53098,-9.476460000000001
21653.116943359375,-0.50031,-2.5604100000000005,-9.486270000000001
21753.116943359375,-0.50031,-2.5604100000000005,-9.486270000000001
21853.116943359375,-0.50031,-2.5505999999999998,-9.447030000000002
21953.116943359375,-0.50031,-2.5505999999999998,-9.447030000000002
22053.116943359375,-0.50031,-2.5505999999999998,-9.447030000000002
22153.116943359375,-0.50031,-2.5505999999999998,-9.447030000000002
22253.116943359375,-0.50031,-2.5505999999999998,-9.447030000000002
22353.116943359375,-0.5199300000000001,-2.5505999999999998,-9.45684
22453.116943359375,-0.5199300000000001,-2.5505999999999998,-9.45684
22553.116943359375,-0.5199300000000001,-2.5505999999999998,-9.45684
22653.116943359375,-0.5199300000000001,-2.5505999999999998,-9.45684
22753.116943359375,-0.5199300000000001,-2.5505999999999998,-9.45684
22853.116943359375,-0.51012,-2.52117,-9.476460000000001
22953.116943359375,-0.51012,-2.52117,-9.476460000000001
23053.116943359375,-0.51012,-2.52117,-9.476460000000001
23153.116943359375,-0.51012,-2.52117,-9.476460000000001
23253.116943359375,-0.51012,-2.52117,-9.476460000000001
23353.116943359375,-0.4905,-2.66832,-9.46665
23453.116943359375,-0.4905,-2.66832,-9.46665
23553.116943359375,-0.4905,-2.66832,-9.46665
23653.116943359375,-0.4905,-2.66832,-9.46665
23753.116943359375,-0.4905,-2.66832,-9.46665
23853.116943359375,-0.51012,-2.5505999999999998,-9.447030000000002
23953.116943359375,-0.51012,-2.5505999999999998,-9.447030000000002
24053.116943359375,-0.51012,-2.5505999999999998,-9.447030000000002
24153.116943359375,-0.51012,-2.5505999999999998,-9.447030000000002
24253.116943359375,-0.51012,-2.5505999999999998,-9.447030000000002
24353.116943359375,-0.51012,-2.52117,-9.476460000000001
24453.116943359375,-0.51012,-2.52117,-9.476460000000001
24553.116943359375,-0.51012,-2.52117,-9.476460000000001
24653.116943359375,-0.51012,-2.52117,-9.476460000000001
24753.116943359375,-0.51012,-2.52117,-9.476460000000001
24853.116943359375,-0.51012,-2.54079,-9.45684
24953.116943359375,-0.51012,-2.54079,-9.45684
25053.116943359375,-0.51012,-2.54079,-9.45684
25153.116943359375,-0.51012,-2.54079,-9.45684
25253.116943359375,-0.51012,-2.54079,-9.45684
25353.116943359375,-0.51012,-2.52117,-9.46665
25453.116943359375,-0.51012,-2.52117,-9.46665
25553.116943359375,-0.51012,-2.52117,-9.46665
25653.116943359375,-0.51012,-2.52117,-9.46665
25753.116943359375,-0.51012,-2.52117,-9.46665
25853.116943359375,-0.50031,-2.54079,-9.476460000000001
25953.116943359375,-0.50031,-2.54079,-9.476460000000001
26053.116943359375,-0.50031,-2.54079,-9.476460000000001
26153.116943359375,-0.50031,-2.54079,-9.476460000000001
26253.116943359375,-0.50031,-2.54079,-9.476460000000001
26353.116943359375,-0.51012,-2.53098,-9.476460000000001
26453.116943359375,-0.51012,-2.53098,-9.476460000000001
26553.116943359375,-0.51012,-2.53098,-9.476460000000001
26653.116943359375,-0.51012,-2.53098,-9.476460000000001
26753.116943359375,-0.51012,-2.53098,-9.476460000000001
26853.116943359375,-0.50031,-2.54079,-9.486270000000001
26953.116943359375,-0.50031,-2.54079,-9.486270000000001
27053.116943359375,-0.50031,-2.54079,-9.486270000000001
27153.116943359375,-0.50031,-2.54079,-9.486270000000001
27253.116943359375,-0.50031,-2.54079,-9.486270000000001
27353.116943359375,-0.5199300000000001,-2.5505999999999998,-9.46665
27453.116943359375,-0.5199300000000001,-2.5505999999999998,-9.46665
27553.116943359375,-0.5199300000000001,-2.5505999999999998,-9.46665
27653.116943359375,-0.5199300000000001,-2.5505999999999998,-9.46665
27753.116943359375,-0.5199300000000001,-2.5505999999999998,-9.46665
27853.116943359375,-0.51012,-2.5505999999999998,-9.476460000000001
27953.116943359375,-0.51012,-2.5505999999999998,-9.476460000000001
28053.116943359375,-0.51012,-2.5505999999999998,-9.476460000000001
28153.116943359375,-0.51012,-2.5505999999999998,-9.476460000000001
28253.116943359375,-0.51012,-2.5505999999999998,-9.476460000000001
28353.116943359375,-0.4905,-2.54079,-9.46665
28453.116943359375,-0.4905,-2.54079,-9.46665
28553.116943359375,-0.4905,-2.54079,-9.46665
28653.116943359375,-0.4905,-2.54079,-9.46665
28753.116943359375,-0.4905,-2.54079,-9.46665
28853.116943359375,-0.51012,-2.5505999999999998,-9.486270000000001
28953.116943359375,-0.51012,-2.5505999999999998,-9.486270000000001
29053.116943359375,-0.51012,-2.5505999999999998,-9.486270000000001
29153.116943359375,-0.51012,-2.5505999999999998,-9.486270000000001
29253.116943359375,-0.51012,-2.5505999999999998,-9.486270000000001
29353.116943359375,-0.50031,-2.53098,-9.46665
29453.116943359375,-0.50031,-2.53098,-9.46665
29553.116943359375,-0.50031,-2.53098,-9.46665
29653.116943359375,-0.50031,-2.53098,-9.46665
29753.116943359375,-0.50031,-2.53098,-9.46665
29853.116943359375,-0.51012,-2.53098,-9.486270000000001
29953.116943359375,-0.51012,-2.53098,-9.486270000000001
30053.116943359375,-0.51012,-2.53098,-9.486270000000001
30153.116943359375,-0.51012,-2.53098,-9.486270000000001
30253.116943359375,-0.51012,-2.53098,-9.486270000000001
30353.116943359375,-0.51012,-2.54079,-9.496080000000001
30453.116943359375,-0.51012,-2.54079,-9.496080000000001
30553.116943359375,-0.51012,-2.54079,-9.496080000000001
30653.116943359375,-0.51012,-2.54079,-9.496080000000001
30753.116943359375,-0.51012,-2.54079,-9.496080000000001
30853.116943359375,-0.50031,-2.5604100000000005,-9.476460000000001
30953.116943359375,-0.50031,-2.5604100000000005,-9.476460000000001
31053.116943359375,-0.50031,-2.5604100000000005,-9.476460000000001
31153.116943359375,-0.50031,-2.5604100000000005,-9.476460000000001
31253.116943359375,-0.50031,-2.5604100000000005,-9.476460000000001
31353.116943359375,-0.51012,-2.5505999999999998,-9.46665
31453.116943359375,-0.51012,-2.5505999999999998,-9.46665
31553.116943359375,-0.4905,-2.54079,-9.45684
31653.116943359375,-0.4905,-2.54079,-9.45684
31753.116943359375,-0.4905,-2.54079,-9.45684
31853.116943359375,-0.50031,-2.54079,-9.476460000000001
31953.116943359375,-0.50031,-2.54079,-9.476460000000001
32053.116943359375,-0.51012,-2.54079,-9.45684
32153.116943359375,-0.51012,-2.54079,-9.45684
32253.116943359375,-0.51012,-2.54079,-9.45684
32353.116943359375,-0.5199300000000001,-2.54079,-9.496080000000001
32453.116943359375,-0.5199300000000001,-2.54079,-9.496080000000001
32553.116943359375,-0.5199300000000001,-2.54079,-9.496080000000001
32653.116943359375,-0.51012,-2.54079,-9.476460000000001
32753.116943359375,-0.4905,-2.54079,-9.45684
32853.116943359375,-0.4905,-2.54079,-9.45684
32953.116943359375,-0.4905,-2.54079,-9.45684
33053.116943359375,-0.51012,-2.54079,-9.46665
33153.116943359375,-0.51012,-2.54079,-9.46665
33253.116943359375,-0.51012,-2.54079,-9.46665
33353.116943359375,-0.5199300000000001,-2.53098,-9.45684
33453.116943359375,-0.5199300000000001,-2.53098,-9.45684
33553.116943359375,-0.4905,-2.5505999999999998,-9.46665
33653.116943359375,-0.4905,-2.5505999999999998,-9.46665
33753.116943359375,-0.50031,-2.53098,-9.46665
33853.116943359375,-0.50031,-2.53098,-9.46665
33953.116943359375,-0.51012,-2.52117,-9.45684
34053.116943359375,-0.51012,-2.52117,-9.45684
34153.116943359375,-0.51012,-2.52117,-9.45684
34253.116943359375,-0.4905,-2.54079,-9.486270000000001
34353.116943359375,-0.4905,-2.54079,-9.486270000000001
34453.116943359375,-0.4905,-2.54079,-9.45684
34553.116943359375,-0.4905,-2.54079,-9.45684
34653.116943359375,-0.4905,-2.54079,-9.45684
34753.116943359375,-0.50031,-2.53098,-9.486270000000001
34853.116943359375,-0.50031,-2.53098,-9.486270000000001
34953.116943359375,-0.51012,-2.54079,-9.46665
35053.116943359375,-0.51012,-2.54079,-9.46665
35153.116943359375,-0.50031,-2.53098,-9.437220000000002
35253.116943359375,-0.50031,-2.53098,-9.437220000000002
35353.116943359375,-0.50031,-2.53098,-9.437220000000002
35453.116943359375,-0.51012,-2.53098,-9.46665
35553.116943359375,-0.51012,-2.53098,-9.46665
35653.116943359375,-0.51012,-2.53098,-9.476460000000001
35753.116943359375,-0.51012,-2.53098,-9.476460000000001
35853.116943359375,-0.51012,-2.53098,-9.476460000000001
35953.116943359375,-0.5199300000000001,-2.54079,-9.486270000000001
36053.116943359375,-0.5199300000000001,-2.54079,-9.486270000000001
36153.116943359375,-0.51012,-2.5505999999999998,-9.476460000000001
36253.116943359375,-0.51012,-2.5505999999999998,-9.476460000000001
36353.116943359375,-0.51012,-2.53098,-9.45684
36453.116943359375,-0.51012,-2.53098,-9.45684
36553.116943359375,-0.51012,-2.53098,-9.45684
36653.116943359375,-0.4905,-2.53098,-9.45684
36753.116943359375,-0.4905,-2.53098,-9.45684
36853.116943359375,-0.51012,-2.54079,-9.486270000000001
36953.116943359375,-0.51012,-2.54079,-9.486270000000001
37053.116943359375,-0.51012,-2.54079,-9.486270000000001
37153.116943359375,-0.51012,-2.52117,-9.46665
37253.116943359375,-0.51012,-2.52117,-9.46665
37353.116943359375,-0.50031,-2.54079,-9.45684
37453.116943359375,-0.50031,-2.54079,-9.45684
37553.116943359375,-0.5199300000000001,-2.54079,-9.486270000000001
37653.116943359375,-0.5199300000000001,-2.54079,-9.486270000000001
37753.116943359375,-0.5199300000000001,-2.54079,-9.486270000000001
37853.116943359375,-0.51012,-2.5505999999999998,-9.486270000000001
37953.116943359375,-0.51012,-2.5505999999999998,-9.486270000000001
38053.116943359375,-0.50031,-2.54079,-9.476460000000001
38153.116943359375,-0.50031,-2.54079,-9.476460000000001
38253.116943359375,-0.50031,-2.54079,-9.476460000000001
38353.116943359375,-0.4905,-2.5505999999999998,-9.486270000000001
38453.116943359375,-0.4905,-2.5505999999999998,-9.486270000000001
38553.116943359375,-0.50031,-2.5505999999999998,-9.447030000000002
38653.116943359375,-0.50031,-2.5505999999999998,-9.447030000000002
38753.116943359375,-0.50031,-2.5505999999999998,-9.447030000000002
38853.116943359375,-0.50031,-2.54079,-9.46665
38953.116943359375,-0.50031,-2.54079,-9.46665
39053.116943359375,-0.51012,-2.53098,-9.476460000000001
39153.116943359375,-0.51012,-2.53098,-9.476460000000001
39253.116943359375,-0.50031,-2.54079,-9.46665
39353.116943359375,-0.50031,-2.54079,-9.46665
39453.116943359375,-0.50031,-2.54079,-9.46665
39553.116943359375,-0.50031,-2.5505999999999998,-9.476460000000001
39653.116943359375,-0.50031,-2.5505999999999998,-9.476460000000001
39753.116943359375,-0.51012,-2.53098,-9.447030000000002
39853.116943359375,-0.51012,-2.53098,-9.447030000000002
39953.116943359375,-0.51012,-2.53098,-9.447030000000002
40053.116943359375,-0.51012,-2.53098,-9.447030000000002
40153.116943359375,-0.51012,-2.53098,-9.447030000000002
40253.116943359375,-0.51012,-2.53098,-9.447030000000002
40353.116943359375,-0.51012,-2.53098,-9.447030000000002
40453.116943359375,-0.50031,-2.54079,-9.46665
40553.116943359375,-0.51012,-2.5505999999999998,-9.447030000000002
40653.116943359375,-0.51012,-2.5505999999999998,-9.447030000000002
40753.116943359375,-0.51012,-2.54079,-9.45684
40853.116943359375,-0.51012,-2.54079,-9.45684
40953.116943359375,-0.51012,-2.52117,-9.45684
41053.116943359375,-0.51012,-2.52117,-9.45684
41153.116943359375,-0.51012,-2.52117,-9.45684
41253.116943359375,-0.50031,-2.54079,-9.476460000000001
41353.116943359375,-0.50031,-2.54079,-9.476460000000001
41453.116943359375,-0.50031,-2.53098,-9.45684
41553.116943359375,-0.50031,-2.53098,-9.45684
41653.116943359375,-0.51012,-2.54079,-9.476460000000001
41753.116943359375,-0.51012,-2.54079,-9.476460000000001
41853.116943359375,-0.51012,-2.54079,-9.476460000000001
41953.116943359375,-0.4905,-2.5505999999999998,-9.476460000000001
42053.116943359375,-0.4905,-2.5505999999999998,-9.476460000000001
42153.116943359375,-0.50031,-2.52117,-9.46665
42253.116943359375,-0.50031,-2.52117,-9.46665
42353.116943359375,-0.50031,-2.52117,-9.46665
42453.116943359375,-0.4905,-2.52117,-9.45684
42553.116943359375,-0.4905,-2.52117,-9.45684
42653.116943359375,-0.4905,-2.52117,-9.486270000000001
42753.116943359375,-0.4905,-2.52117,-9.486270000000001
42853.116943359375,-0.4905,-2.52117,-9.486270000000001
42953.116943359375,-0.51012,-2.53098,-9.46665
43053.116943359375,-0.51012,-2.53098,-9.46665
43153.116943359375,-0.51012,-2.54079,-9.476460000000001
43253.116943359375,-0.51012,-2.54079,-9.476460000000001
43353.116943359375,-0.4905,-2.54079,-9.476460000000001
43453.116943359375,-0.4905,-2.54079,-9.476460000000001
43553.116943359375,-0.5199300000000001,-2.53098,-9.50589
43653.116943359375,-0.5199300000000001,-2.53098,-9.50589
43753.116943359375,-0.5199300000000001,-2.53098,-9.50589
43853.116943359375,-0.48069,-2.53098,-9.46665
43953.116943359375,-0.48069,-2.53098,-9.46665
44053.116943359375,-0.48069,-2.53098,-9.46665
44153.116943359375,-0.51012,-2.5505999999999998,-9.476460000000001
44253.116943359375,-0.51012,-2.5505999999999998,-9.476460000000001
44353.116943359375,-0.51012,-2.5505999999999998,-9.476460000000001
44453.116943359375,-0.51012,-2.5505999999999998,-9.476460000000001
44553.116943359375,-0.51012,-2.5505999999999998,-9.476460000000001
44653.116943359375,-0.51012,-2.5505999999999998,-9.476460000000001
44753.116943359375,-0.51012,-2.5505999999999998,-9.476460000000001
44853.116943359375,-0.51012,-2.5505999999999998,-9.476460000000001
44953.116943359375,-0.51012,-2.5505999999999998,-9.476460000000001
45053.116943359375,-0.50031,-2.5505999999999998,-9.46665
45153.116943359375,-0.50031,-2.5505999999999998,-9.46665
45253.116943359375,-0.50031,-2.5505999999999998,-9.46665
45353.116943359375,-0.50031,-2.5505999999999998,-9.46665
45453.116943359375,-0.50031,-2.5505999999999998,-9.46665
45553.116943359375,-0.50031,-2.5505999999999998,-9.46665
45653.116943359375,-0.50031,-2.5505999999999998,-9.46665
45753.116943359375,-0.50031,-2.5505999999999998,-9.46665
45853.116943359375,-0.50031,-2.5505999999999998,-9.46665
45953.116943359375,-0.50031,-2.5505999999999998,-9.46665
46053.116943359375,-0.50031,-2.5505999999999998,-9.46665
46153.116943359375,-0.50031,-2.54079,-9.486270000000001
46253.116943359375,-0.50031,-2.54079,-9.486270000000001
46353.116943359375,-0.50031,-2.5505999999999998,-9.45684
46453.116943359375,-0.50031,-2.5505999999999998,-9.45684
46553.116943359375,-0.51012,-2.52117,-9.486270000000001
46653.116943359375,-0.51012,-2.52117,-9.486270000000001
46753.116943359375,-0.51012,-2.52117,-9.486270000000001
46853.116943359375,-0.51012,-2.53098,-9.496080000000001
46953.116943359375,-0.51012,-2.53098,-9.496080000000001
47053.116943359375,-0.51012,-2.54079,-9.476460000000001
47153.116943359375,-0.51012,-2.54079,-9.476460000000001
