timestamp(ms),GPS_RAW_INT.vel
1239809.8220214844,2541
1239909.8220214844,2541
1240009.8220214844,2520
1240109.8220214844,2520
1240209.8220214844,2520
1240309.8220214844,2520
1240409.8220214844,2520
1240509.8220214844,2507
1240609.8220214844,2507
1240709.8220214844,2507
1240809.8220214844,2507
1240909.8220214844,2507
1241009.8220214844,2507
1241109.8220214844,2500
1241209.8220214844,2500
1241309.8220214844,2500
1241409.8220214844,2500
1241509.8220214844,2500
1241609.8220214844,2498
1241709.8220214844,2498
1241809.8220214844,2498
1241909.8220214844,2498
1242009.8220214844,2498
1242109.8220214844,2520
1242209.8220214844,2520
1242309.8220214844,2520
1242409.8220214844,2520
1242509.8220214844,2520
1242609.8220214844,2531
1242709.8220214844,2531
1242809.8220214844,2531
1242909.8220214844,2531
1243009.8220214844,2531
1243109.8220214844,2531
1243209.8220214844,2542
1243309.8220214844,2542
1243409.8220214844,2542
1243509.8220214844,2542
1243609.8220214844,2542
1243709.8220214844,2556
1243809.8220214844,2556
1243909.8220214844,2556
1244009.8220214844,2556
1244109.8220214844,2556
1244209.8220214844,2547
1244309.8220214844,2547
1244409.8220214844,2547
1244509.8220214844,2547
1244609.8220214844,2547
1244709.8220214844,2556
1244809.8220214844,2556
1244909.8220214844,2556
1245009.8220214844,2556
1245109.8220214844,2556
1245209.8220214844,2552
1245309.8220214844,2552
1245409.8220214844,2552
1245509.8220214844,2552
1245609.8220214844,2552
1245709.8220214844,2561
1245809.8220214844,2561
1245909.8220214844,2561
1246009.8220214844,2561
1246109.8220214844,2561
1246209.8220214844,2561
1246309.8220214844,2564
1246409.8220214844,2564
1246509.8220214844,2561
1246609.8220214844,2561
1246709.8220214844,2561
1246809.8220214844,2561
1246909.8220214844,2561
1247009.8220214844,2564
1247109.8220214844,2564
1247209.8220214844,2561
1247309.8220214844,2561
1247409.8220214844,2561
1247509.8220214844,2551
1247609.8220214844,2551
1247709.8220214844,2540
1247809.8220214844,2540
1247909.8220214844,2540
1248009.8220214844,2544
1248109.8220214844,2544
1248209.8220214844,2540
1248309.8220214844,2540
1248409.8220214844,2540
1248509.8220214844,2540
1248609.8220214844,2540
1248709.8220214844,2537
1248809.8220214844,2537
1248909.8220214844,2537
1249009.8220214844,2534
1249109.8220214844,2534
1249209.8220214844,2534
1249309.8220214844,2533
1249409.8220214844,2533
1249509.8220214844,2537
1249609.8220214844,2537
1249709.8220214844,2537
1249809.8220214844,2533
1249909.8220214844,2533
1250009.8220214844,2529
1250109.8220214844,2529
1250209.8220214844,2529
1250309.8220214844,2532
1250409.8220214844,2532
1250509.8220214844,2530
1250609.8220214844,2530
1250709.8220214844,2530
1250809.8220214844,2529
1250909.8220214844,2529
1251009.8220214844,2529
1251109.8220214844,2525
1251209.8220214844,2529
1251309.8220214844,2529
1251409.8220214844,2529
1251509.8220214844,2531
1251609.8220214844,2531
1251709.8220214844,2531
1251809.8220214844,2533
1251909.8220214844,2533
1252009.8220214844,2531
1252109.8220214844,2531
1252209.8220214844,2515
1252309.8220214844,2515
1252409.8220214844,2515
1252509.8220214844,2514
1252609.8220214844,2514
1252709.8220214844,2514
1252809.8220214844,2508
1252909.8220214844,2508
1253009.8220214844,2508
1253109.8220214844,2508
1253209.8220214844,2508
1253309.8220214844,2512
1253409.8220214844,2512
1253509.8220214844,2523
1253609.8220214844,2523
1253709.8220214844,2525
1253809.8220214844,2525
1253909.8220214844,2525
1254009.8220214844,2539
1254109.8220214844,2539
1254209.8220214844,2539
1254309.8220214844,2554
1254409.8220214844,2554
1254509.8220214844,2580
1254609.8220214844,2580
1254709.8220214844,2603
1254809.8220214844,2603
1254909.8220214844,2603
1255009.8220214844,2621
1255109.8220214844,2621
1255209.8220214844,2639
1255309.8220214844,2639
1255409.8220214844,2639
1255509.8220214844,2659
1255609.8220214844,2659
1255709.8220214844,2659
1255809.8220214844,2676
1255909.8220214844,2676
1256009.8220214844,2681
1256109.8220214844,2681
1256209.8220214844,2696
1256309.8220214844,2696
1256409.8220214844,2696
1256509.8220214844,2718
1256609.8220214844,2718
1256709.8220214844,2718
1256809.8220214844,2716
1256909.8220214844,2716
1257009.8220214844,2726
1257109.8220214844,2726
1257209.8220214844,2734
1257309.8220214844,2734
1257409.8220214844,2734
1257509.8220214844,2756
1257609.8220214844,2756
1257709.8220214844,2762
1257809.8220214844,2762
1257909.8220214844,2762
1258009.8220214844,2763
1258109.8220214844,2763
1258209.8220214844,2763
1258309.8220214844,2761
1258409.8220214844,2761
1258509.8220214844,2767
1258609.8220214844,2767
1258709.8220214844,2764
1258809.8220214844,2764
1258909.8220214844,2764
