timestamp(ms),degrees(SCALED_IMU3.xgyro*0.001),degrees(SCALED_IMU3.ygyro*0.001),degrees(SCALED_IMU3.zgyro*0.001)
21153.116943359375,-0.1718874,0,-0.1145916
21253.116943359375,-0.1718874,0,-0.1145916
21353.116943359375,-0.1718874,0,-0.1145916
21453.116943359375,-0.286479,0,-0.1145916
21553.116943359375,-0.286479,0,-0.1145916
21653.116943359375,-0.4010706,0,-0.0572958
21753.116943359375,-0.4010706,0,-0.0572958
21853.116943359375,-0.1718874,0,-0.1145916
21953.116943359375,-0.1718874,0,-0.1145916
22053.116943359375,-0.1718874,0,-0.1145916
22153.116943359375,-0.1718874,0,-0.1145916
22253.116943359375,-0.1718874,0,-0.1145916
22353.116943359375,-0.1718874,0.0572958,-0.1718874
22453.116943359375,-0.1718874,0.0572958,-0.1718874
22553.116943359375,-0.1718874,0.0572958,-0.1718874
22653.116943359375,-0.1718874,0.0572958,-0.1718874
22753.116943359375,-0.1718874,0.0572958,-0.1718874
22853.116943359375,-0.2291832,0,-0.1145916
22953.116943359375,-0.2291832,0,-0.1145916
23053.116943359375,-0.2291832,0,-0.1145916
23153.116943359375,-0.2291832,0,-0.1145916
23253.116943359375,-0.2291832,0,-0.1145916
23353.116943359375,-0.1718874,0,-0.1718874
23453.116943359375,-0.1718874,0,-0.1718874
23553.116943359375,-0.1718874,0,-0.1718874
23653.116943359375,-0.1718874,0,-0.1718874
23753.116943359375,-0.1718874,0,-0.1718874
23853.116943359375,-0.2291832,0,-0.1718874
23953.116943359375,-0.2291832,0,-0.1718874
24053.116943359375,-0.2291832,0,-0.1718874
24153.116943359375,-0.2291832,0,-0.1718874
24253.116943359375,-0.2291832,0,-0.1718874
24353.116943359375,-0.2291832,0,-0.1718874
24453.116943359375,-0.2291832,0,-0.1718874
24553.116943359375,-0.2291832,0,-0.1718874
24653.116943359375,-0.2291832,0,-0.1718874
24753.116943359375,-0.2291832,0,-0.1718874
24853.116943359375,-0.1145916,-0.0572958,-0.0572958
24953.116943359375,-0.1145916,-0.0572958,-0.0572958
25053.116943359375,-0.1145916,-0.0572958,-0.0572958
25153.116943359375,-0.1145916,-0.0572958,-0.0572958
25253.116943359375,-0.1145916,-0.0572958,-0.0572958
25353.116943359375,-0.1718874,0,-0.1145916
25453.116943359375,-0.1718874,0,-0.1145916
25553.116943359375,-0.1718874,0,-0.1145916
25653.116943359375,-0.1718874,0,-0.1145916
25753.116943359375,-0.1718874,0,-0.1145916
25853.116943359375,-0.2291832,0,-0.1145916
25953.116943359375,-0.2291832,0,-0.1145916
26053.116943359375,-0.2291832,0,-0.1145916
26153.116943359375,-0.2291832,0,-0.1145916
26253.116943359375,-0.2291832,0,-0.1145916
26353.116943359375,-0.1718874,0,-0.1145916
26453.116943359375,-0.1718874,0,-0.1145916
26553.116943359375,-0.1718874,0,-0.1145916
26653.116943359375,-0.1718874,0,-0.1145916
26753.116943359375,-0.1718874,0,-0.1145916
26853.116943359375,0,0,-0.1145916
26953.116943359375,0,0,-0.1145916
27053.116943359375,0,0,-0.1145916
27153.116943359375,0,0,-0.1145916
27253.116943359375,0,0,-0.1145916
27353.116943359375,-0.1718874,0,-0.1145916
27453.116943359375,-0.1718874,0,-0.1145916
27553.116943359375,-0.1718874,0,-0.1145916
27653.116943359375,-0.1718874,0,-0.1145916
27753.116943359375,-0.1718874,0,-0.1145916
27853.116943359375,-0.1718874,0,-0.1145916
27953.116943359375,-0.1718874,0,-0.1145916
28053.116943359375,-0.1718874,0,-0.1145916
28153.116943359375,-0.1718874,0,-0.1145916
28253.116943359375,-0.1718874,0,-0.1145916
28353.116943359375,-0.2291832,0,-0.1145916
28453.116943359375,-0.2291832,0,-0.1145916
28553.116943359375,-0.2291832,0,-0.1145916
28653.116943359375,-0.2291832,0,-0.1145916
28753.116943359375,-0.2291832,0,-0.1145916
28853.116943359375,-0.2291832,0,-0.1145916
28953.116943359375,-0.2291832,0,-0.1145916
29053.116943359375,-0.2291832,0,-0.1145916
29153.116943359375,-0.2291832,0,-0.1145916
29253.116943359375,-0.2291832,0,-0.1145916
29353.116943359375,-0.1145916,0,-0.1145916
29453.116943359375,-0.1145916,0,-0.1145916
29553.116943359375,-0.1145916,0,-0.1145916
29653.116943359375,-0.1145916,0,-0.1145916
29753.116943359375,-0.1145916,0,-0.1145916
29853.116943359375,-0.286479,0,-0.1145916
29953.116943359375,-0.286479,0,-0.1145916
30053.116943359375,-0.286479,0,-0.1145916
30153.116943359375,-0.286479,0,-0.1145916
30253.116943359375,-0.286479,0,-0.1145916
30353.116943359375,-0.2291832,0,-0.1145916
30453.116943359375,-0.2291832,0,-0.1145916
30553.116943359375,-0.2291832,0,-0.1145916
30653.116943359375,-0.2291832,0,-0.1145916
30753.116943359375,-0.2291832,0,-0.1145916
30853.116943359375,-0.286479,-0.0572958,-0.1145916
30953.116943359375,-0.286479,-0.0572958,-0.1145916
31053.116943359375,-0.286479,-0.0572958,-0.1145916
31153.116943359375,-0.286479,-0.0572958,-0.1145916
31253.116943359375,-0.286479,-0.0572958,-0.1145916
31353.116943359375,-0.1145916,0,-0.1145916
31453.116943359375,-0.1145916,0,-0.1145916
31553.116943359375,-0.1718874,0,-0.1145916
31653.116943359375,-0.1718874,0,-0.1145916
31753.116943359375,-0.1718874,0,-0.1145916
31853.116943359375,-0.2291832,0,-0.1145916
31953.116943359375,-0.2291832,0,-0.1145916
32053.116943359375,-0.2291832,-0.0572958,-0.1145916
32153.116943359375,-0.2291832,-0.0572958,-0.1145916
32253.116943359375,-0.2291832,-0.0572958,-0.1145916
32353.116943359375,-0.1718874,0,-0.1145916
32453.116943359375,-0.1718874,0,-0.1145916
32553.116943359375,-0.1718874,0,-0.1145916
32653.116943359375,-0.1718874,0,-0.1145916
32753.116943359375,-0.1718874,0,-0.1145916
32853.116943359375,-0.1718874,0,-0.1145916
32953.116943359375,-0.1718874,0,-0.1145916
33053.116943359375,-0.1145916,0,-0.1145916
33153.116943359375,-0.1145916,0,-0.1145916
33253.116943359375,-0.1145916,0,-0.1145916
33353.116943359375,-0.2291832,0,-0.1145916
33453.116943359375,-0.2291832,0,-0.1145916
33553.116943359375,-0.2291832,0,-0.1145916
33653.116943359375,-0.2291832,0,-0.1145916
33753.116943359375,-0.1718874,0,-0.1145916
33853.116943359375,-0.1718874,0,-0.1145916
33953.116943359375,-0.1718874,0,-0.1145916
34053.116943359375,-0.1718874,0,-0.1145916
34153.116943359375,-0.1718874,0,-0.1145916
34253.116943359375,-0.286479,0,-0.1145916
34353.116943359375,-0.286479,0,-0.1145916
34453.116943359375,-0.1718874,-0.0572958,-0.0572958
34553.116943359375,-0.1718874,-0.0572958,-0.0572958
34653.116943359375,-0.1718874,-0.0572958,-0.0572958
34753.116943359375,-0.1718874,0,-0.1145916
34853.116943359375,-0.1718874,0,-0.1145916
34953.116943359375,-0.286479,0,-0.1145916
35053.116943359375,-0.286479,0,-0.1145916
35153.116943359375,-0.2291832,0,-0.1145916
35253.116943359375,-0.2291832,0,-0.1145916
35353.116943359375,-0.2291832,0,-0.1145916
35453.116943359375,-0.1718874,0,-0.1145916
35553.116943359375,-0.1718874,0,-0.1145916
35653.116943359375,-0.1718874,0,-0.1718874
35753.116943359375,-0.1718874,0,-0.1718874
35853.116943359375,-0.1718874,0,-0.1718874
35953.116943359375,-0.2291832,0,-0.1145916
36053.116943359375,-0.2291832,0,-0.1145916
36153.116943359375,-0.2291832,0,-0.1145916
36253.116943359375,-0.2291832,0,-0.1145916
36353.116943359375,-0.1718874,0,-0.1718874
36453.116943359375,-0.1718874,0,-0.1718874
36553.116943359375,-0.1718874,0,-0.1718874
36653.116943359375,-0.1718874,0,-0.1145916
36753.116943359375,-0.1718874,0,-0.1145916
36853.116943359375,-0.2291832,0,-0.1718874
36953.116943359375,-0.2291832,0,-0.1718874
37053.116943359375,-0.2291832,0,-0.1718874
37153.116943359375,-0.1718874,-0.0572958,-0.1145916
37253.116943359375,-0.1718874,-0.0572958,-0.1145916
37353.116943359375,-0.1718874,0,-0.1145916
37453.116943359375,-0.1718874,0,-0.1145916
37553.116943359375,-0.1718874,0,-0.1145916
37653.116943359375,-0.1718874,0,-0.1145916
37753.116943359375,-0.1718874,0,-0.1145916
37853.116943359375,-0.1718874,-0.0572958,-0.1145916
37953.116943359375,-0.1718874,-0.0572958,-0.1145916
38053.116943359375,-0.2291832,0,-0.1145916
38153.116943359375,-0.2291832,0,-0.1145916
38253.116943359375,-0.2291832,0,-0.1145916
38353.116943359375,-0.2291832,0,-0.1145916
38453.116943359375,-0.2291832,0,-0.1145916
38553.116943359375,-0.1718874,0,-0.1145916
38653.116943359375,-0.1718874,0,-0.1145916
38753.116943359375,-0.1718874,0,-0.1145916
38853.116943359375,-0.1718874,0,-0.1145916
38953.116943359375,-0.1718874,0,-0.1145916
39053.116943359375,-0.1718874,0,-0.1145916
39153.116943359375,-0.1718874,0,-0.1145916
39253.116943359375,-0.0572958,0,-0.1145916
39353.116943359375,-0.0572958,0,-0.1145916
39453.116943359375,-0.0572958,0,-0.1145916
39553.116943359375,-0.2291832,0,-0.1145916
39653.116943359375,-0.2291832,0,-0.1145916
39753.116943359375,-0.1145916,0,-0.1145916
39853.116943359375,-0.1145916,0,-0.1145916
39953.116943359375,-0.1145916,0,-0.1145916
40053.116943359375,-0.1145916,0,-0.1145916
40153.116943359375,-0.1145916,0,-0.1145916
40253.116943359375,-0.1145916,0,-0.1145916
40353.116943359375,-0.1145916,0,-0.1145916
40453.116943359375,-0.286479,0,-0.1145916
40553.116943359375,-0.1145916,0,-0.0572958
40653.116943359375,-0.1145916,0,-0.0572958
40753.116943359375,-0.1718874,0,-0.1145916
40853.116943359375,-0.1718874,0,-0.1145916
40953.116943359375,-0.2291832,0,-0.1145916
41053.116943359375,-0.2291832,0,-0.1145916
41153.116943359375,-0.2291832,0,-0.1145916
41253.116943359375,-0.1718874,0,-0.1145916
41353.116943359375,-0.1718874,0,-0.1145916
41453.116943359375,-0.1718874,0,-0.0572958
41553.116943359375,-0.1718874,0,-0.0572958
41653.116943359375,-0.1718874,0,-0.0572958
41753.116943359375,-0.1718874,0,-0.0572958
41853.116943359375,-0.1718874,0,-0.0572958
41953.116943359375,-0.1718874,0,-0.1145916
42053.116943359375,-0.1718874,0,-0.1145916
42153.116943359375,-0.2291832,0,-0.1145916
42253.116943359375,-0.2291832,0,-0.1145916
42353.116943359375,-0.2291832,0,-0.1145916
42453.116943359375,-0.2291832,-0.0572958,-0.1145916
42553.116943359375,-0.2291832,-0.0572958,-0.1145916
42653.116943359375,-0.2291832,0,-0.1145916
42753.116943359375,-0.2291832,0,-0.1145916
42853.116943359375,-0.2291832,0,-0.1145916
42953.116943359375,-0.2291832,0,-0.1145916
43053.116943359375,-0.2291832,0,-0.1145916
43153.116943359375,-0.1718874,0,-0.1145916
43253.116943359375,-0.1718874,0,-0.1145916
43353.116943359375,-0.1145916,0,-0.1145916
43453.116943359375,-0.1145916,0,-0.1145916
43553.116943359375,-0.1718874,-0.0572958,-0.1145916
43653.116943359375,-0.1718874,-0.0572958,-0.1145916
43753.116943359375,-0.1718874,-0.0572958,-0.1145916
43853.116943359375,-0.1718874,0,-0.1145916
43953.116943359375,-0.1718874,0,-0.1145916
44053.116943359375,-0.1718874,0,-0.1145916
44153.116943359375,-0.1718874,0,-0.1145916
44253.116943359375,-0.1718874,0,-0.1145916
44353.116943359375,-0.1718874,0,-0.1145916
44453.116943359375,-0.1718874,0,-0.1145916
44553.116943359375,-0.1718874,0,-0.1145916
44653.116943359375,-0.1718874,0,-0.1145916
44753.116943359375,-0.1718874,0,-0.1145916
44853.116943359375,-0.1718874,0,-0.1145916
44953.116943359375,-0.1718874,0,-0.1145916
45053.116943359375,-0.2291832,-0.0572958,-0.1718874
45153.116943359375,-0.2291832,-0.0572958,-0.1718874
45253.116943359375,-0.2291832,-0.0572958,-0.1718874
45353.116943359375,-0.2291832,-0.0572958,-0.1718874
45453.116943359375,-0.2291832,-0.0572958,-0.1718874
45553.116943359375,-0.2291832,-0.0572958,-0.1718874
45653.116943359375,-0.2291832,-0.0572958,-0.1718874
45753.116943359375,-0.2291832,-0.0572958,-0.1718874
45853.116943359375,-0.2291832,-0.0572958,-0.1718874
45953.116943359375,-0.2291832,-0.0572958,-0.1718874
46053.116943359375,-0.2291832,-0.0572958,-0.1718874
46153.116943359375,-0.1718874,0,-0.1718874
46253.116943359375,-0.1718874,0,-0.1718874
46353.116943359375,-0.2291832,0,-0.1145916
46453.116943359375,-0.2291832,0,-0.1145916
46553.116943359375,-0.2291832,0,-0.0572958
46653.116943359375,-0.2291832,0,-0.0572958
46753.116943359375,-0.2291832,0,-0.0572958
46853.116943359375,-0.2291832,0,-0.1145916
46953.116943359375,-0.2291832,0,-0.1145916
47053.116943359375,-0.2291832,0,-0.1145916
47153.116943359375,-0.2291832,0,-0.1145916
47253.116943359375,-0.2291832,0,-0.1145916
47353.116943359375,-0.2291832,0,-0.1145916
47453.116943359375,-0.2291832,0,-0.1145916
47553.116943359375,-0.1718874,0,-0.1145916
47653.116943359375,-0.1718874,0,-0.1145916
47753.116943359375,-0.1718874,0,-0.1145916
47853.116943359375,-0.1718874,0,-0.1145916
47953.116943359375,-0.1718874,0,-0.1145916
48053.116943359375,-0.2291832,0,-0.1145916
48153.116943359375,-0.2291832,0,-0.1145916
48253.116943359375,-0.1718874,-0.0572958,-0.0572958
48353.116943359375,-0.1718874,-0.0572958,-0.0572958
48453.116943359375,-0.1718874,0,-0.1145916
48553.116943359375,-0.1718874,0,-0.1145916
48653.116943359375,-0.1718874,0,-0.1145916
48753.116943359375,-0.2291832,0,-0.1145916
48853.116943359375,-0.2291832,0,-0.1145916
48953.116943359375,-0.2291832,0,-0.1145916
49053.116943359375,-0.2291832,0,-0.1145916
49153.116943359375,-0.2291832,0,-0.1145916
49253.116943359375,-0.1718874,0,-0.1145916
49353.116943359375,-0.1718874,0,-0.1145916
49453.116943359375,-0.2291832,0,-0.1145916
49553.116943359375,-0.2291832,0,-0.1145916
49653.116943359375,-0.2291832,-0.0572958,-0.1145916
49753.116943359375,-0.2291832,-0.0572958,-0.1145916
49853.116943359375,-0.2291832,-0.0572958,-0.1145916
49953.116943359375,-0.2291832,0,-0.1145916
50053.116943359375,-0.2291832,0,-0.1145916
50153.116943359375,-0.2291832,0,-0.1145916
50253.116943359375,-0.1718874,0,-0.1145916
50353.116943359375,-0.1718874,0,-0.1145916
50453.116943359375,-0.1718874,0,-0.1718874
50553.116943359375,-0.1718874,0,-0.1718874
50653.116943359375,-0.1718874,0,-0.1718874
50753.116943359375,-0.1718874,0,-0.1718874
50853.116943359375,-0.1718874,0,-0.1718874
50953.116943359375,-0.1718874,0,-0.1718874
51053.116943359375,-0.2291832,0,-0.1145916
51153.116943359375,-0.2291832,0,-0.1145916
51253.116943359375,-0.2291832,0,-0.1145916
51353.116943359375,-0.2291832,0,-0.1145916
51453.116943359375,-0.2291832,0,-0.1145916
51553.116943359375,-0.1718874,0,-0.1145916
51653.116943359375,-0.1718874,0,-0.1145916
51753.116943359375,-0.1718874,0,-0.1145916
51853.116943359375,-0.286479,0,-0.1145916
51953.116943359375,-0.286479,0,-0.1145916
52053.116943359375,-0.286479,0,-0.1145916
52153.116943359375,-0.286479,0,-0.1145916
52253.116943359375,-0.1718874,-0.0572958,-0.1145916
52353.116943359375,-0.1718874,0,-0.1145916
52453.116943359375,-0.1718874,0,-0.1145916
52553.116943359375,-0.1718874,0,-0.1145916
52653.116943359375,-0.1718874,0,-0.1145916
52753.116943359375,-0.1145916,0,-0.1145916
52853.116943359375,0,0,-0.1718874
52953.116943359375,0,0,-0.1718874
53053.116943359375,-0.1718874,0,-0.1145916
53153.116943359375,-0.1718874,0,-0.1145916
53253.116943359375,-0.1718874,0,-0.1145916
53353.116943359375,-0.1145916,0,-0.1145916
53453.116943359375,-0.1145916,0,-0.1145916
53553.116943359375,-0.4583664,0,-0.1145916
53653.116943359375,-0.4583664,0,-0.1145916
53753.116943359375,0,0,-0.1145916
53853.116943359375,0,0,-0.1145916
53953.116943359375,0,0,-0.1145916
54053.116943359375,-0.2291832,0,-0.1145916
54153.116943359375,-0.2291832,0,-0.1145916
54253.116943359375,-0.2291832,0,-0.1145916
54353.116943359375,-0.2291832,0,-0.1145916
54453.116943359375,0.0572958,0,-0.1145916
54553.116943359375,0.0572958,0,-0.1145916
54653.116943359375,0.0572958,0,-0.1145916
54753.116943359375,-0.572958,0,-0.1145916
54853.116943359375,-0.572958,0,-0.1145916
54953.116943359375,-0.2291832,0,-0.1145916
55053.116943359375,-0.2291832,0,-0.1145916
55153.116943359375,-0.1718874,0,-0.1145916
55253.116943359375,-0.1718874,0,-0.1145916
55353.116943359375,-0.1718874,0,-0.1145916
55453.116943359375,-0.1718874,0,-0.1145916
55553.116943359375,-0.1718874,0,-0.1145916
55653.116943359375,-0.1718874,0,-0.1145916
55753.116943359375,-0.1718874,0,-0.1145916
55853.116943359375,-0.1718874,0,-0.1145916
55953.116943359375,-0.2291832,0,-0.1145916
56053.116943359375,-0.2291832,0,-0.1145916
56153.116943359375,0,0,-0.1145916
56253.116943359375,0,0,-0.1145916
56353.116943359375,0,0,-0.1145916
56453.116943359375,0,0,-0.1145916
56553.116943359375,0,0,-0.1145916
56653.116943359375,0,0,-0.1145916
56753.116943359375,0,0,-0.1145916
56853.116943359375,-0.2291832,0,-0.1145916
