timestamp(ms),WIND.direction,WIND.speed
42984.375,-180,0
43084.375,-180,0
43184.375,-180,0
43284.375,-180,0
43384.375,-180,0
43484.375,-180,0
43584.375,-180,0
43684.375,-180,0
43784.375,-180,0
43884.375,-180,0
43984.375,-180,0
44084.375,-180,0
44184.375,-180,0
44284.375,-180,0
44384.375,-180,0
44484.375,-180,0
44584.375,-180,0
44684.375,-180,0
44784.375,-180,0
44884.375,-180,0
44984.375,-180,0
45084.375,-180,0
45184.375,-180,0
45284.375,-180,0
45384.375,-180,0
45484.375,-180,0
45584.375,-180,0
45684.375,-180,0
45784.375,-180,0
45884.375,-180,0
45984.375,-180,0
46084.375,-180,0
46184.375,-180,0
46284.375,-180,0
46384.375,-180,0
46484.375,-180,0
46584.375,-180,0
46684.375,-180,0
46784.375,-180,0
46884.375,-180,0
46984.375,-180,0
47084.375,-180,0
47184.375,-180,0
47284.375,-180,0
47384.375,-180,0
47484.375,-180,0
47584.375,-180,0
47684.375,-180,0
47784.375,-180,0
47884.375,-180,0
47984.375,-180,0
48084.375,-180,0
48184.375,-180,0
48284.375,-180,0
48384.375,-180,0
48484.375,-180,0
48584.375,-180,0
48684.375,-180,0
48784.375,-180,0
48884.375,-180,0
48984.375,-180,0
49084.375,-180,0
49184.375,-180,0
49284.375,-180,0
49384.375,-180,0
49484.375,-180,0
49584.375,-180,0
49684.375,-180,0
49784.375,-180,0
49884.375,-180,0
49984.375,-180,0
50084.375,-180,0
50184.375,-180,0
50284.375,-180,0
50384.375,-180,0
50484.375,-180,0
50584.375,-180,0
50684.375,-180,0
50784.375,-180,0
50884.375,-180,0
50984.375,-180,0
51084.375,-180,0
51184.375,-180,0
51284.375,-180,0
51384.375,-180,0
51484.375,-180,0
51584.375,-180,0
51684.375,-180,0
51784.375,-180,0
51884.375,-180,0
51984.375,-180,0
52084.375,-180,0
52184.375,-180,0
52284.375,-180,0
52384.375,-180,0
52484.375,-180,0
52584.375,-180,0
52684.375,-180,0
52784.375,-180,0
52884.375,-180,0
52984.375,-180,0
53084.375,-180,0
53184.375,-180,0
53284.375,-180,0
53384.375,-180,0
53484.375,-180,0
53584.375,-180,0
53684.375,-180,0
53784.375,-180,0
53884.375,-180,0
53984.375,-180,0
54084.375,-180,0
54184.375,-180,0
54284.375,-180,0
54384.375,-180,0
54484.375,-180,0
54584.375,-180,0
54684.375,-180,0
54784.375,-180,0
54884.375,-180,0
54984.375,-180,0
55084.375,-180,0
55184.375,-180,0
55284.375,-180,0
55384.375,-180,0
55484.375,-180,0
55584.375,-180,0
55684.375,-180,0
55784.375,-180,0
55884.375,-180,0
55984.375,-180,0
56084.375,-180,0
56184.375,-180,0
56284.375,-180,0
56384.375,-180,0
56484.375,-180,0
56584.375,-180,0
56684.375,-180,0
56784.375,-180,0
56884.375,-180,0
56984.375,-180,0
57084.375,-180,0
57184.375,-180,0
57284.375,-180,0
57384.375,-180,0
57484.375,-180,0
57584.375,-180,0
57684.375,-180,0
57784.375,-180,0
57884.375,-180,0
57984.375,-180,0
58084.375,-180,0
58184.375,-180,0
58284.375,-180,0
58384.375,-180,0
58484.375,-180,0
58584.375,-180,0
58684.375,-180,0
58784.375,-180,0
58884.375,-180,0
58984.375,-180,0
59084.375,-180,0
59184.375,-180,0
59284.375,-180,0
59384.375,-180,0
59484.375,-180,0
59584.375,-180,0
59684.375,-180,0
59784.375,-180,0
59884.375,-180,0
59984.375,-180,0
60084.375,-180,0
60184.375,-180,0
60284.375,-180,0
60384.375,-180,0
60484.375,-180,0
60584.375,-180,0
60684.375,-180,0
60784.375,-180,0
60884.375,-180,0
60984.375,-180,0
61084.375,-180,0
61184.375,-180,0
61284.375,-180,0
61384.375,-180,0
61484.375,-180,0
61584.375,-180,0
61684.375,-180,0
61784.375,-180,0
61884.375,-180,0
61984.375,-180,0
62084.375,-180,0
62184.375,-180,0
62284.375,-180,0
62384.375,-180,0
62484.375,-180,0
62584.375,-180,0
62684.375,-180,0
62784.375,-180,0
62884.375,-180,0
62984.375,-180,0
63084.375,-180,0
63184.375,-180,0
63284.375,-180,0
63384.375,-180,0
63484.375,-180,0
63584.375,-180,0
63684.375,-180,0
63784.375,-180,0
63884.375,-180,0
63984.375,-180,0
64084.375,-180,0
64184.375,-180,0
64284.375,-180,0
64384.375,-180,0
64484.375,-180,0
64584.375,-180,0
64684.375,-180,0
64784.375,-180,0
64884.375,-180,0
64984.375,-180,0
65084.375,-180,0
65184.375,-180,0
65284.375,-180,0
65384.375,-180,0
65484.375,-180,0
65584.375,-180,0
65684.375,-180,0
65784.375,-180,0
65884.375,-180,0
65984.375,-180,0
66084.375,-180,0
66184.375,-180,0
66284.375,-180,0
66384.375,-180,0
66484.375,-180,0
66584.375,-180,0
66684.375,-180,0
66784.375,-180,0
66884.375,-180,0
66984.375,-180,0
67084.375,-180,0
67184.375,-180,0
67284.375,-180,0
67384.375,-180,0
67484.375,-180,0
67584.375,-180,0
67684.375,-180,0
67784.375,-180,0
67884.375,-180,0
67984.375,-180,0
68084.375,-180,0
68184.375,-180,0
68284.375,-180,0
68384.375,-180,0
68484.375,-180,0
68584.375,-180,0
68684.375,-180,0
68784.375,-180,0
68884.375,-180,0
68984.375,-180,0
69084.375,-180,0
69184.375,-180,0
69284.375,-180,0
69384.375,-180,0
69484.375,-180,0
69584.375,-180,0
69684.375,-180,0
69784.375,-180,0
69884.375,-180,0
69984.375,-180,0
70084.375,-180,0
70184.375,-180,0
70284.375,-180,0
70384.375,-180,0
70484.375,-180,0
70584.375,-180,0
70684.375,-180,0
70784.375,-180,0
70884.375,-180,0
70984.375,-180,0
71084.375,-180,0
71184.375,-180,0
71284.375,-180,0
71384.375,-180,0
71484.375,-180,0
71584.375,-180,0
71684.375,-180,0
71784.375,-180,0
71884.375,-180,0
71984.375,-180,0
72084.375,-180,0
72184.375,-180,0
72284.375,-180,0
72384.375,-180,0
72484.375,-180,0
72584.375,-180,0
72684.375,-180,0
72784.375,-180,0
72884.375,-180,0
72984.375,-180,0
73084.375,-180,0
73184.375,-180,0
73284.375,-180,0
73384.375,-180,0
73484.375,-180,0
73584.375,-180,0
73684.375,-180,0
73784.375,-180,0
73884.375,-180,0
73984.375,-180,0
74084.375,-180,0
74184.375,-180,0
74284.375,-180,0
74384.375,-180,0
74484.375,-180,0
74584.375,-180,0
74684.375,-180,0
74784.375,-180,0
74884.375,-180,0
74984.375,-180,0
75084.375,-180,0
75184.375,-180,0
75284.375,-180,0
75384.375,-180,0
75484.375,-180,0
75584.375,-180,0
75684.375,-180,0
75784.375,-180,0
75884.375,-180,0
75984.375,-180,0
76084.375,-180,0
76184.375,-180,0
76284.375,-180,0
76384.375,-180,0
76484.375,-180,0
76584.375,-180,0
76684.375,-180,0
76784.375,-180,0
76884.375,-180,0
76984.375,-180,0
77084.375,-180,0
77184.375,-180,0
77284.375,-180,0
77384.375,-180,0
77484.375,-180,0
77584.375,-180,0
77684.375,-180,0
77784.375,-180,0
77884.375,-180,0
77984.375,-180,0
78084.375,-180,0
78184.375,-180,0
78284.375,-180,0
78384.375,-180,0
78484.375,-180,0
78584.375,-180,0
78684.375,-180,0
78784.375,-180,0
78884.375,-180,0
78984.375,-180,0
79084.375,-180,0
79184.375,-180,0
79284.375,-180,0
79384.375,-180,0
79484.375,-180,0
79584.375,-180,0
79684.375,-180,0
79784.375,-180,0
79884.375,-180,0
79984.375,-180,0
80084.375,-180,0
80184.375,-180,0
80284.375,-180,0
80384.375,-180,0
80484.375,-180,0
80584.375,-180,0
80684.375,-180,0
80784.375,-180,0
80884.375,-180,0
80984.375,-180,0
81084.375,-180,0
81184.375,-180,0
81284.375,-180,0
81384.375,-180,0
81484.375,-180,0
81584.375,-180,0
81684.375,-180,0
81784.375,-180,0
81884.375,-180,0
81984.375,-180,0
82084.375,-180,0
82184.375,-180,0
82284.375,-180,0
82384.375,-180,0
82484.375,-180,0
82584.375,-180,0
82684.375,-180,0
82784.375,-180,0
82884.375,-180,0
82984.375,-180,0
83084.375,-180,0
83184.375,-180,0
83284.375,-180,0
83384.375,-180,0
83484.375,-180,0
83584.375,-180,0
83684.375,-180,0
83784.375,-180,0
83884.375,-180,0
83984.375,-180,0
84084.375,-180,0
84184.375,-180,0
84284.375,-180,0
84384.375,-180,0
84484.375,-180,0
84584.375,-180,0
84684.375,-180,0
84784.375,-180,0
84884.375,-180,0
84984.375,-180,0
85084.375,-180,0
85184.375,-180,0
85284.375,-180,0
85384.375,-180,0
85484.375,-180,0
85584.375,-180,0
85684.375,-180,0
85784.375,-180,0
85884.375,-180,0
85984.375,-180,0
86084.375,-180,0
86184.375,-180,0
86284.375,-180,0
86384.375,-180,0
86484.375,-180,0
86584.375,-180,0
86684.375,-180,0
86784.375,-180,0
86884.375,-180,0
86984.375,-180,0
87084.375,-180,0
87184.375,-180,0
87284.375,-180,0
87384.375,-180,0
87484.375,-180,0
87584.375,-180,0
87684.375,-180,0
87784.375,-180,0
87884.375,-180,0
87984.375,-180,0
88084.375,-180,0
88184.375,-180,0
88284.375,-180,0
88384.375,-180,0
88484.375,-180,0
88584.375,-180,0
88684.375,-180,0
88784.375,-180,0
88884.375,-180,0
88984.375,-180,0
89084.375,-180,0
89184.375,-180,0
89284.375,-180,0
89384.375,-180,0
89484.375,-180,0
89584.375,-180,0
89684.375,-180,0
89784.375,-180,0
89884.375,-180,0
89984.375,-180,0
90084.375,-180,0
90184.375,-180,0
90284.375,-180,0
90384.375,-180,0
90484.375,-180,0
90584.375,-180,0
90684.375,-180,0
90784.375,-180,0
90884.375,-180,0
90984.375,-180,0
91084.375,-180,0
91184.375,-180,0
91284.375,-180,0
91384.375,-180,0
91484.375,-180,0
91584.375,-180,0
91684.375,-180,0
91784.375,-180,0
91884.375,-180,0
91984.375,-180,0
92084.375,-180,0
92184.375,-180,0
92284.375,-180,0
92384.375,-180,0
92484.375,-180,0
92584.375,-180,0
92684.375,-180,0
92784.375,-180,0
92884.375,-180,0
92984.375,-180,0
93084.375,-180,0
93184.375,-180,0
93284.375,-180,0
93384.375,-180,0
93484.375,-180,0
93584.375,-180,0
93684.375,-180,0
93784.375,-180,0
93884.375,-180,0
93984.375,-180,0
94084.375,-180,0
94184.375,-180,0
94284.375,-180,0
94384.375,-180,0
94484.375,-180,0
94584.375,-180,0
94684.375,-180,0
94784.375,-180,0
94884.375,-180,0
94984.375,-180,0
95084.375,-180,0
95184.375,-180,0
95284.375,-180,0
95384.375,-180,0
95484.375,-180,0
95584.375,-180,0
95684.375,-180,0
95784.375,-180,0
95884.375,-180,0
95984.375,-180,0
96084.375,-180,0
96184.375,-180,0
96284.375,-180,0
96384.375,-180,0
96484.375,-180,0
96584.375,-180,0
96684.375,-180,0
96784.375,-180,0
96884.375,-180,0
96984.375,-180,0
97084.375,-180,0
97184.375,-180,0
97284.375,-180,0
97384.375,-180,0
97484.375,-180,0
97584.375,-180,0
97684.375,-180,0
97784.375,-180,0
97884.375,-180,0
97984.375,-180,0
98084.375,-180,0
98184.375,-180,0
98284.375,-180,0
98384.375,-180,0
98484.375,-180,0
98584.375,-180,0
98684.375,-180,0
98784.375,-180,0
98884.375,-180,0
98984.375,-180,0
99084.375,-180,0
99184.375,-180,0
99284.375,-180,0
99384.375,-180,0
99484.375,-180,0
99584.375,-180,0
99684.375,-180,0
99784.375,-180,0
99884.375,-180,0
99984.375,-180,0
100084.375,-180,0
100184.375,-180,0
100284.375,-180,0
100384.375,-180,0
100484.375,-180,0
100584.375,-180,0
100684.375,-180,0
100784.375,-180,0
100884.375,-180,0
100984.375,-180,0
101084.375,-180,0
101184.375,-180,0
101284.375,-180,0
101384.375,-180,0
101484.375,-180,0
101584.375,-180,0
101684.375,-180,0
101784.375,-180,0
101884.375,-180,0
101984.375,-180,0
102084.375,-180,0
102184.375,-180,0
102284.375,-180,0
102384.375,-180,0
102484.375,-180,0
102584.375,-180,0
102684.375,-180,0
102784.375,-180,0
102884.375,-180,0
102984.375,-180,0
103084.375,-180,0
103184.375,-180,0
103284.375,-180,0
103384.375,-180,0
103484.375,-180,0
103584.375,-180,0
103684.375,-180,0
103784.375,-180,0
103884.375,-180,0
103984.375,-180,0
104084.375,-180,0
104184.375,-180,0
104284.375,-180,0
104384.375,-180,0
104484.375,-180,0
104584.375,-180,0
104684.375,-180,0
104784.375,-180,0
104884.375,-180,0
104984.375,-180,0
105084.375,-180,0
105184.375,-180,0
105284.375,-180,0
105384.375,-180,0
105484.375,-180,0
105584.375,-180,0
105684.375,-180,0
105784.375,-180,0
105884.375,-180,0
105984.375,-180,0
106084.375,-180,0
106184.375,-180,0
106284.375,-180,0
106384.375,-180,0
106484.375,-180,0
106584.375,-180,0
106684.375,-180,0
106784.375,-180,0
106884.375,-180,0
106984.375,-180,0
107084.375,-180,0
107184.375,-180,0
107284.375,-180,0
107384.375,-180,0
107484.375,-180,0
107584.375,-180,0
107684.375,-180,0
107784.375,-180,0
107884.375,-180,0
107984.375,-180,0
108084.375,-180,0
108184.375,-180,0
108284.375,-180,0
108384.375,-180,0
108484.375,-180,0
108584.375,-180,0
108684.375,-180,0
108784.375,-180,0
108884.375,-180,0
108984.375,-180,0
109084.375,-180,0
109184.375,-180,0
109284.375,-180,0
109384.375,-180,0
109484.375,-180,0
109584.375,-180,0
109684.375,-180,0
109784.375,-180,0
109884.375,-180,0
109984.375,-180,0
110084.375,-180,0
110184.375,-180,0
110284.375,-180,0
110384.375,-180,0
110484.375,-180,0
110584.375,-180,0
110684.375,-180,0
110784.375,-180,0
110884.375,-180,0
110984.375,-180,0
111084.375,-180,0
111184.375,-180,0
111284.375,-180,0
111384.375,-180,0
111484.375,-180,0
111584.375,-180,0
111684.375,-180,0
111784.375,-180,0
111884.375,-180,0
111984.375,-180,0
112084.375,-180,0
112184.375,-180,0
112284.375,-180,0
112384.375,-180,0
112484.375,-180,0
112584.375,-180,0
112684.375,-180,0
112784.375,-180,0
112884.375,-180,0
112984.375,-180,0
113084.375,-180,0
113184.375,-180,0
113284.375,-180,0
113384.375,-180,0
113484.375,-180,0
113584.375,-180,0
113684.375,-180,0
113784.375,-180,0
113884.375,-180,0
113984.375,-180,0
114084.375,-180,0
114184.375,-180,0
114284.375,-180,0
114384.375,-180,0
114484.375,-180,0
114584.375,-180,0
114684.375,-180,0
114784.375,-180,0
114884.375,-180,0
114984.375,-180,0
115084.375,-180,0
115184.375,-180,0
115284.375,-180,0
115384.375,-180,0
115484.375,-180,0
115584.375,-180,0
115684.375,-180,0
115784.375,-180,0
115884.375,-180,0
115984.375,-180,0
116084.375,-180,0
116184.375,-180,0
116284.375,-180,0
116384.375,-180,0
116484.375,-180,0
116584.375,-180,0
116684.375,-180,0
116784.375,-180,0
116884.375,-180,0
116984.375,-180,0
117084.375,-180,0
117184.375,-180,0
117284.375,-180,0
117384.375,-180,0
117484.375,-180,0
117584.375,-180,0
117684.375,-180,0
117784.375,-180,0
117884.375,-180,0
117984.375,-180,0
118084.375,-180,0
118184.375,-180,0
118284.375,-180,0
118384.375,-180,0
118484.375,-180,0
118584.375,-180,0
118684.375,-180,0
118784.375,-180,0
118884.375,-180,0
118984.375,-180,0
119084.375,-180,0
119184.375,-180,0
119284.375,-180,0
119384.375,-180,0
119484.375,-180,0
119584.375,-180,0
119684.375,-180,0
119784.375,-180,0
119884.375,-180,0
119984.375,-180,0
120084.375,-180,0
120184.375,-180,0
120284.375,-180,0
120384.375,-180,0
120484.375,-180,0
120584.375,-180,0
120684.375,-180,0
120784.375,-180,0
120884.375,-180,0
120984.375,-180,0
121084.375,-180,0
121184.375,-180,0
121284.375,-180,0
121384.375,-180,0
121484.375,-180,0
121584.375,-180,0
121684.375,-180,0
121784.375,-180,0
121884.375,-180,0
121984.375,-180,0
122084.375,-180,0
122184.375,-180,0
122284.375,-180,0
122384.375,-180,0
122484.375,-180,0
122584.375,-180,0
122684.375,-180,0
122784.375,-180,0
122884.375,-180,0
122984.375,-180,0
123084.375,-180,0
123184.375,-180,0
123284.375,-180,0
123384.375,-180,0
123484.375,-180,0
123584.375,-180,0
123684.375,-180,0
123784.375,-180,0
123884.375,-180,0
123984.375,-180,0
124084.375,-180,0
124184.375,-180,0
124284.375,-180,0
124384.375,-180,0
124484.375,-180,0
124584.375,-180,0
124684.375,-180,0
124784.375,-180,0
124884.375,-180,0
124984.375,-180,0
125084.375,-180,0
125184.375,-180,0
125284.375,-180,0
125384.375,-180,0
125484.375,-180,0
125584.375,-180,0
125684.375,-180,0
125784.375,-180,0
125884.375,-180,0
125984.375,-180,0
126084.375,-180,0
126184.375,-180,0
126284.375,-180,0
126384.375,-180,0
126484.375,-180,0
126584.375,-180,0
126684.375,-180,0
126784.375,-180,0
126884.375,-180,0
126984.375,-180,0
127084.375,-180,0
127184.375,-180,0
127284.375,-180,0
127384.375,-180,0
127484.375,-180,0
127584.375,-180,0
127684.375,-180,0
127784.375,-180,0
127884.375,-180,0
127984.375,-180,0
128084.375,-180,0
128184.375,-180,0
128284.375,-180,0
128384.375,-180,0
128484.375,-180,0
128584.375,-180,0
128684.375,-180,0
128784.375,-180,0
128884.375,-180,0
128984.375,-180,0
129084.375,-180,0
129184.375,-180,0
129284.375,-180,0
129384.375,-180,0
129484.375,-180,0
129584.375,-180,0
129684.375,-180,0
129784.375,-180,0
129884.375,-180,0
129984.375,-180,0
130084.375,-180,0
130184.375,-180,0
130284.375,-180,0
130384.375,-180,0
130484.375,-180,0
130584.375,-180,0
130684.375,-180,0
130784.375,-180,0
130884.375,-180,0
130984.375,-180,0
131084.375,-180,0
131184.375,-180,0
131284.375,-180,0
131384.375,-180,0
131484.375,-180,0
131584.375,-180,0
131684.375,-180,0
131784.375,-180,0
131884.375,-180,0
131984.375,-180,0
132084.375,-180,0
132184.375,-180,0
132284.375,-180,0
132384.375,-180,0
132484.375,-180,0
132584.375,-180,0
132684.375,-180,0
132784.375,-180,0
132884.375,-180,0
132984.375,-180,0
133084.375,-180,0
133184.375,-180,0
133284.375,-180,0
133384.375,-180,0
133484.375,-180,0
133584.375,-180,0
133684.375,-180,0
133784.375,-180,0
133884.375,-180,0
133984.375,-180,0
134084.375,-180,0
134184.375,-180,0
134284.375,-180,0
134384.375,-180,0
134484.375,-180,0
134584.375,-180,0
134684.375,-180,0
134784.375,-180,0
134884.375,-180,0
134984.375,-180,0
135084.375,-180,0
135184.375,-180,0
135284.375,-180,0
135384.375,-180,0
135484.375,-180,0
135584.375,-180,0
135684.375,-180,0
135784.375,-180,0
135884.375,-180,0
135984.375,-180,0
136084.375,-180,0
136184.375,-180,0
136284.375,-180,0
136384.375,-180,0
136484.375,-180,0
136584.375,-180,0
136684.375,-180,0
136784.375,-180,0
136884.375,-180,0
136984.375,-180,0
137084.375,-180,0
137184.375,-180,0
137284.375,-180,0
137384.375,-180,0
137484.375,-180,0
137584.375,-180,0
137684.375,-180,0
137784.375,-180,0
137884.375,-180,0
137984.375,-180,0
138084.375,-180,0
138184.375,-180,0
138284.375,-180,0
138384.375,-180,0
138484.375,-180,0
138584.375,-180,0
138684.375,-180,0
138784.375,-180,0
138884.375,-180,0
138984.375,-180,0
139084.375,-180,0
139184.375,-180,0
139284.375,-180,0
139384.375,-180,0
139484.375,-180,0
