timestamp(ms),GPS_RAW_INT.lat,GPS_RAW_INT.lon
1288309.8220214844,485469699,351002986
1288409.8220214844,485469699,351002986
1288509.8220214844,485469699,351002986
1288609.8220214844,485469699,351002986
1288709.8220214844,485470499,351003370
1288809.8220214844,485470499,351003370
1288909.8220214844,485470499,351003370
1289009.8220214844,485470499,351003370
1289109.8220214844,485470499,351003370
1289209.8220214844,485471242,351003879
1289309.8220214844,485471242,351003879
1289409.8220214844,485471242,351003879
1289509.8220214844,485471242,351003879
1289609.8220214844,485471242,351003879
1289709.8220214844,485472242,351004830
1289809.8220214844,485472242,351004830
1289909.8220214844,485472242,351004830
1290009.8220214844,485472242,351004830
1290109.8220214844,485472242,351004830
1290209.8220214844,485473083,351005978
1290309.8220214844,485473083,351005978
1290409.8220214844,485473083,351005978
1290509.8220214844,485473083,351005978
1290609.8220214844,485473083,351005978
1290709.8220214844,485473566,351006821
1290809.8220214844,485473566,351006821
1290909.8220214844,485473566,351006821
1291009.8220214844,485473566,351006821
1291109.8220214844,485473566,351006821
1291209.8220214844,485473566,351006821
1291309.8220214844,485473782,351007264
1291409.8220214844,485473782,351007264
1291509.8220214844,485474169,351008186
1291609.8220214844,485474169,351008186
1291709.8220214844,485474337,351008661
1291809.8220214844,485474337,351008661
1291909.8220214844,485474337,351008661
1292009.8220214844,485474494,351009144
1292109.8220214844,485474494,351009144
1292209.8220214844,485474633,351009636
1292309.8220214844,485474633,351009636
1292409.8220214844,485474633,351009636
1292509.8220214844,485474862,351010641
1292609.8220214844,485474862,351010641
1292709.8220214844,485474956,351011150
1292809.8220214844,485474956,351011150
1292909.8220214844,485474956,351011150
1293009.8220214844,485475033,351011666
1293109.8220214844,485475033,351011666
1293209.8220214844,485475097,351012183
1293309.8220214844,485475097,351012183
1293409.8220214844,485475097,351012183
1293509.8220214844,485475181,351013222
1293609.8220214844,485475181,351013222
1293709.8220214844,485475204,351013742
1293809.8220214844,485475204,351013742
1293909.8220214844,485475204,351013742
1294009.8220214844,485475212,351014262
1294109.8220214844,485475212,351014262
1294209.8220214844,485475212,351014262
1294309.8220214844,485475202,351014783
1294409.8220214844,485475202,351014783
1294509.8220214844,485475147,351015818
1294609.8220214844,485475147,351015818
1294709.8220214844,485475097,351016334
1294809.8220214844,485475097,351016334
1294909.8220214844,485475097,351016334
1295009.8220214844,485475030,351016846
1295109.8220214844,485475030,351016846
1295209.8220214844,485474946,351017354
1295309.8220214844,485474946,351017354
1295409.8220214844,485474946,351017354
1295509.8220214844,485474946,351017354
1295609.8220214844,485474725,351018360
1295709.8220214844,485474593,351018855
1295809.8220214844,485474593,351018855
1295909.8220214844,485474593,351018855
1296009.8220214844,485474441,351019341
1296109.8220214844,485474441,351019341
1296209.8220214844,485474441,351019341
1296309.8220214844,485474264,351019816
1296409.8220214844,485474264,351019816
1296509.8220214844,485473870,351020738
1296609.8220214844,485473870,351020738
1296709.8220214844,485473870,351020738
1296809.8220214844,485473643,351021181
1296909.8220214844,485473643,351021181
1297009.8220214844,485473389,351021595
1297109.8220214844,485473389,351021595
1297209.8220214844,485473127,351022007
1297309.8220214844,485473127,351022007
1297409.8220214844,485473127,351022007
1297509.8220214844,485472544,351022772
1297609.8220214844,485472544,351022772
1297709.8220214844,485472544,351022772
1297809.8220214844,485472231,351023127
1297909.8220214844,485472231,351023127
1298009.8220214844,485472231,351023127
1298109.8220214844,485471902,351023461
1298209.8220214844,485471902,351023461
1298309.8220214844,485471549,351023763
1298409.8220214844,485471549,351023763
1298509.8220214844,485471182,351024046
1298609.8220214844,485471182,351024046
1298709.8220214844,485470394,351024524
1298809.8220214844,485470394,351024524
1298909.8220214844,485469981,351024727
1299009.8220214844,485469981,351024727
1299109.8220214844,485469981,351024727
1299209.8220214844,485469553,351024894
1299309.8220214844,485469553,351024894
1299409.8220214844,485469553,351024894
1299509.8220214844,485468661,351025130
1299609.8220214844,485468661,351025130
1299709.8220214844,485468661,351025130
1299809.8220214844,485468199,351025194
1299909.8220214844,485468199,351025194
1300009.8220214844,485467728,351025222
1300109.8220214844,485467728,351025222
1300209.8220214844,485467252,351025219
1300309.8220214844,485467252,351025219
1300409.8220214844,485467252,351025219
1300509.8220214844,485466286,351025091
1300609.8220214844,485466286,351025091
1300709.8220214844,485465800,351024974
1300809.8220214844,485465800,351024974
1300909.8220214844,485465800,351024974
1301009.8220214844,485465309,351024814
1301109.8220214844,485465309,351024814
1301209.8220214844,485464819,351024615
1301309.8220214844,485464819,351024615
1301409.8220214844,485464819,351024615
1301509.8220214844,485463845,351024107
1301609.8220214844,485463845,351024107
1301709.8220214844,485463364,351023796
1301809.8220214844,485463364,351023796
1301909.8220214844,485463364,351023796
1302009.8220214844,485462887,351023449
1302109.8220214844,485462887,351023449
1302209.8220214844,485462417,351023062
1302309.8220214844,485462417,351023062
1302409.8220214844,485462417,351023062
1302509.8220214844,485461954,351022644
1302609.8220214844,485461954,351022644
1302709.8220214844,485461056,351021703
1302809.8220214844,485461056,351021703
1302909.8220214844,485460624,351021183
1303009.8220214844,485460624,351021183
1303109.8220214844,485460624,351021183
1303209.8220214844,485460202,351020633
1303309.8220214844,485460202,351020633
1303409.8220214844,485460202,351020633
1303509.8220214844,485459796,351020044
1303609.8220214844,485459025,351018783
1303709.8220214844,485459025,351018783
1303809.8220214844,485459025,351018783
1303909.8220214844,485458665,351018103
1304009.8220214844,485458665,351018103
1304109.8220214844,485458665,351018103
1304209.8220214844,485458319,351017402
1304309.8220214844,485458319,351017402
1304409.8220214844,485458319,351017402
1304509.8220214844,485457988,351016680
1304609.8220214844,485457988,351016680
1304709.8220214844,485457385,351015155
1304809.8220214844,485457385,351015155
1304909.8220214844,485457385,351015155
1305009.8220214844,485457112,351014366
1305109.8220214844,485456861,351013555
1305209.8220214844,485456861,351013555
1305309.8220214844,485456861,351013555
1305409.8220214844,485456630,351012725
1305509.8220214844,485456630,351012725
1305609.8220214844,485456630,351012725
1305709.8220214844,485456419,351011883
1305809.8220214844,485456419,351011883
1305909.8220214844,485456073,351010147
1306009.8220214844,485456073,351010147
1306109.8220214844,485455931,351009265
1306209.8220214844,485455931,351009265
1306309.8220214844,485455931,351009265
1306409.8220214844,485455817,351008371
1306509.8220214844,485455817,351008371
1306609.8220214844,485455729,351007467
1306709.8220214844,485455729,351007467
1306809.8220214844,485455729,351007467
1306909.8220214844,485455612,351005654
1307009.8220214844,485455612,351005654
1307109.8220214844,485455612,351005654
1307209.8220214844,485455594,351004743
1307309.8220214844,485455594,351004743
1307409.8220214844,485455596,351003833
1307509.8220214844,485455596,351003833
1307609.8220214844,485455621,351002927
1307709.8220214844,485455621,351002927
1307809.8220214844,485455621,351002927
1307909.8220214844,485455677,351002025
1308009.8220214844,485455677,351002025
1308109.8220214844,485455862,351000242
1308209.8220214844,485455862,351000242
1308309.8220214844,485455862,351000242
1308409.8220214844,485455994,350999365
1308509.8220214844,485455994,350999365
1308609.8220214844,485456147,350998500
1308709.8220214844,485456147,350998500
1308809.8220214844,485456147,350998500
1308909.8220214844,485456319,350997648
1309009.8220214844,485456319,350997648
1309109.8220214844,485456319,350997648
1309209.8220214844,485456734,350995994
1309309.8220214844,485456734,350995994
1309409.8220214844,485456734,350995994
1309509.8220214844,485456972,350995196
1309609.8220214844,485457235,350994420
1309709.8220214844,485457235,350994420
1309809.8220214844,485457235,350994420
1309909.8220214844,485457821,350992940
1310009.8220214844,485457821,350992940
1310109.8220214844,485457821,350992940
1310209.8220214844,485458146,350992239
1310309.8220214844,485458146,350992239
1310409.8220214844,485458488,350991565
1310509.8220214844,485458488,350991565
1310609.8220214844,485458843,350990915
1310709.8220214844,485458843,350990915
1310809.8220214844,485458843,350990915
1310909.8220214844,485459600,350989706
1311009.8220214844,485459600,350989706
1311109.8220214844,485459600,350989706
1311209.8220214844,485459600,350989706
1311309.8220214844,485459997,350989144
1311409.8220214844,485459997,350989144
1311509.8220214844,485460408,350988615
1311609.8220214844,485460832,350988123
1311709.8220214844,485460832,350988123
1311809.8220214844,485460832,350988123
1311909.8220214844,485461705,350987235
1312009.8220214844,485461705,350987235
1312109.8220214844,485462154,350986845
1312209.8220214844,485462154,350986845
1312309.8220214844,485462154,350986845
1312409.8220214844,485462609,350986491
1312509.8220214844,485462609,350986491
1312609.8220214844,485463068,350986168
1312709.8220214844,485463068,350986168
1312809.8220214844,485463068,350986168
1312909.8220214844,485463996,350985645
1313009.8220214844,485463996,350985645
1313109.8220214844,485464464,350985437
1313209.8220214844,485464464,350985437
1313309.8220214844,485464464,350985437
1313409.8220214844,485464933,350985270
1313509.8220214844,485464933,350985270
1313609.8220214844,485464933,350985270
1313709.8220214844,485465401,350985140
1313809.8220214844,485465401,350985140
1313909.8220214844,485465401,350985140
1314009.8220214844,485466331,350984987
1314109.8220214844,485466788,350984971
1314209.8220214844,485466788,350984971
1314309.8220214844,485466788,350984971
1314409.8220214844,485467240,350984984
1314509.8220214844,485467240,350984984
1314609.8220214844,485467240,350984984
1314709.8220214844,485468121,350985109
1314809.8220214844,485468121,350985109
1314909.8220214844,485468547,350985219
1315009.8220214844,485468547,350985219
1315109.8220214844,485468547,350985219
1315209.8220214844,485468964,350985356
1315309.8220214844,485468964,350985356
1315409.8220214844,485470128,350985982
1315509.8220214844,485470128,350985982
1315609.8220214844,485470128,350985982
1315709.8220214844,485470128,350985982
1315809.8220214844,485470128,350985982
1315909.8220214844,485470128,350985982
1316009.8220214844,485470825,350986549
1316109.8220214844,485470825,350986549
1316209.8220214844,485470825,350986549
1316309.8220214844,485470825,350986549
1316409.8220214844,485471736,350987594
1316509.8220214844,485471736,350987594
1316609.8220214844,485471736,350987594
1316709.8220214844,485471736,350987594
1316809.8220214844,485471736,350987594
1316909.8220214844,485472243,350988403
1317009.8220214844,485472243,350988403
1317109.8220214844,485472243,350988403
1317209.8220214844,485472243,350988403
1317309.8220214844,485472243,350988403
1317409.8220214844,485472243,350988403
1317509.8220214844,485472823,350989758
1317609.8220214844,485472823,350989758
1317709.8220214844,485472823,350989758
1317809.8220214844,485472823,350989758
1317909.8220214844,485473091,350990729
1318009.8220214844,485473091,350990729
1318109.8220214844,485473091,350990729
1318209.8220214844,485473091,350990729
1318309.8220214844,485473091,350990729
1318409.8220214844,485473091,350990729
1318509.8220214844,485473353,350992235
1318609.8220214844,485473353,350992235
1318709.8220214844,485473353,350992235
1318809.8220214844,485473353,350992235
1318909.8220214844,485473353,350992235
1319009.8220214844,485473435,350993255
1319109.8220214844,485473435,350993255
1319209.8220214844,485473435,350993255
1319309.8220214844,485473435,350993255
1319409.8220214844,485473435,350993255
1319509.8220214844,485473448,350994786
1319609.8220214844,485473448,350994786
1319709.8220214844,485473448,350994786
1319809.8220214844,485473448,350994786
1319909.8220214844,485473448,350994786
1320009.8220214844,485473406,350995798
1320109.8220214844,485473406,350995798
1320209.8220214844,485473406,350995798
1320309.8220214844,485473406,350995798
1320409.8220214844,485473406,350995798
1320509.8220214844,485473301,350997310
1320609.8220214844,485473301,350997310
1320709.8220214844,485473301,350997310
1320809.8220214844,485473301,350997310
1320909.8220214844,485473301,350997310
1321009.8220214844,485473301,350997310
1321109.8220214844,485473186,350998816
1321209.8220214844,485473186,350998816
1321309.8220214844,485473186,350998816
1321409.8220214844,485473186,350998816
1321509.8220214844,485473150,350999319
1321609.8220214844,485473150,350999319
1321709.8220214844,485473150,350999319
1321809.8220214844,485473117,350999825
1321909.8220214844,485473117,350999825
1322009.8220214844,485473090,351000332
1322109.8220214844,485473090,351000332
1322209.8220214844,485473067,351000839
1322309.8220214844,485473067,351000839
1322409.8220214844,485473067,351000839
1322509.8220214844,485473045,351001859
1322609.8220214844,485473045,351001859
1322709.8220214844,485473045,351002370
1322809.8220214844,485473045,351002370
1322909.8220214844,485473045,351002370
1323009.8220214844,485473055,351002885
1323109.8220214844,485473055,351002885
1323209.8220214844,485473099,351003917
1323309.8220214844,485473099,351003917
1323409.8220214844,485473099,351003917
1323509.8220214844,485473099,351003917
1323609.8220214844,485473132,351004433
1323709.8220214844,485473132,351004433
1323809.8220214844,485473177,351004951
1323909.8220214844,485473177,351004951
1324009.8220214844,485473229,351005469
1324109.8220214844,485473229,351005469
1324209.8220214844,485473290,351005987
1324309.8220214844,485473290,351005987
1324409.8220214844,485473290,351005987
1324509.8220214844,485473428,351007022
1324609.8220214844,485473428,351007022
1324709.8220214844,485473428,351007022
1324809.8220214844,485473501,351007540
1324909.8220214844,485473501,351007540
1325009.8220214844,485473501,351007540
1325109.8220214844,485473501,351007540
1325209.8220214844,485473652,351008577
1325309.8220214844,485473652,351008577
1325409.8220214844,485473652,351008577
1325509.8220214844,485473808,351009618
1325609.8220214844,485473808,351009618
1325709.8220214844,485473808,351009618
