timestamp(ms),GPS_RAW_INT.alt
29009.822021484375,58520
29109.822021484375,58520
29209.822021484375,58520
29309.822021484375,58520
29409.822021484375,58520
29509.822021484375,58480
29609.822021484375,58480
29709.822021484375,58480
29809.822021484375,58480
29909.822021484375,58480
30009.822021484375,58470
30109.822021484375,58470
30209.822021484375,58470
30309.822021484375,58470
30409.822021484375,58470
30509.822021484375,58440
30609.822021484375,58440
30709.822021484375,58440
30809.822021484375,58440
30909.822021484375,58440
31009.822021484375,58440
31109.822021484375,58440
31209.822021484375,58440
31309.822021484375,58440
31409.822021484375,58440
31509.822021484375,58440
31609.822021484375,58440
31709.822021484375,58440
31809.822021484375,58460
31909.822021484375,58460
32009.822021484375,58460
32109.822021484375,58470
32209.822021484375,58470
32309.822021484375,58440
32409.822021484375,58440
32509.822021484375,58440
32609.822021484375,58440
32709.822021484375,58440
32809.822021484375,58440
32909.822021484375,58440
33009.822021484375,58440
33109.822021484375,58440
33209.822021484375,58440
33309.822021484375,58420
33409.822021484375,58420
33509.822021484375,58440
33609.822021484375,58440
33709.822021484375,58440
33809.822021484375,58460
33909.822021484375,58460
34009.822021484375,58460
34109.822021484375,58460
34209.822021484375,58460
34309.822021484375,58470
34409.822021484375,58470
34509.822021484375,58470
34609.822021484375,58470
34709.822021484375,58470
34809.822021484375,58460
34909.822021484375,58460
35009.822021484375,58450
35109.822021484375,58450
35209.822021484375,58450
35309.822021484375,58450
35409.822021484375,58450
35509.822021484375,58440
35609.822021484375,58440
35709.822021484375,58440
35809.822021484375,58440
35909.822021484375,58440
36009.822021484375,58430
36109.822021484375,58430
36209.822021484375,58430
36309.822021484375,58410
36409.822021484375,58410
36509.822021484375,58410
36609.822021484375,58410
36709.822021484375,58410
36809.822021484375,58410
36909.822021484375,58410
37009.822021484375,58420
37109.822021484375,58420
37209.822021484375,58420
37309.822021484375,58390
37409.822021484375,58390
37509.822021484375,58390
37609.822021484375,58390
37709.822021484375,58390
37809.822021484375,58390
37909.822021484375,58380
38009.822021484375,58390
38109.822021484375,58390
38209.822021484375,58380
38309.822021484375,58380
38409.822021484375,58380
38509.822021484375,58380
38609.822021484375,58380
38709.822021484375,58350
38809.822021484375,58350
38909.822021484375,58350
39009.822021484375,58340
39109.822021484375,58340
39209.822021484375,58330
39309.822021484375,58330
39409.822021484375,58330
39509.822021484375,58340
39609.822021484375,58340
39709.822021484375,58330
39809.822021484375,58330
39909.822021484375,58330
40009.822021484375,58320
40109.822021484375,58320
40209.822021484375,58320
40309.822021484375,58320
40409.822021484375,58320
40509.822021484375,58320
40609.822021484375,58320
40709.822021484375,58310
40809.822021484375,58310
40909.822021484375,58310
41009.822021484375,58300
41109.822021484375,58300
41209.822021484375,58300
41309.822021484375,58300
41409.822021484375,58310
41509.822021484375,58300
41609.822021484375,58300
41709.822021484375,58290
41809.822021484375,58290
41909.822021484375,58290
42009.822021484375,58280
42109.822021484375,58280
42209.822021484375,58300
42309.822021484375,58300
42409.822021484375,58300
42509.822021484375,58300
42609.822021484375,58310
42709.822021484375,58300
42809.822021484375,58300
42909.822021484375,58300
43009.822021484375,58290
43109.822021484375,58290
43209.822021484375,58290
43309.822021484375,58290
43409.822021484375,58290
43509.822021484375,58280
43609.822021484375,58280
43709.822021484375,58280
43809.822021484375,58280
43909.822021484375,58280
44009.822021484375,58280
44109.822021484375,58280
44209.822021484375,58380
44309.822021484375,58380
44409.822021484375,58380
44509.822021484375,58380
44609.822021484375,58380
44709.822021484375,58380
44809.822021484375,58380
44909.822021484375,58380
45009.822021484375,58380
45109.822021484375,58380
45209.822021484375,58380
45309.822021484375,58400
45409.822021484375,58400
45509.822021484375,58400
45609.822021484375,58400
45709.822021484375,58400
45809.822021484375,58400
45909.822021484375,58400
46009.822021484375,58400
46109.822021484375,58400
46209.822021484375,58400
46309.822021484375,58420
46409.822021484375,58420
46509.822021484375,58420
46609.822021484375,58420
46709.822021484375,58420
46809.822021484375,58440
46909.822021484375,58440
47009.822021484375,58440
47109.822021484375,58430
47209.822021484375,58430
47309.822021484375,58430
47409.822021484375,58420
47509.822021484375,58420
47609.822021484375,58410
47709.822021484375,58410
47809.822021484375,58410
47909.822021484375,58410
48009.822021484375,58410
48109.822021484375,58410
48209.822021484375,58410
48309.822021484375,58410
48409.822021484375,58410
48509.822021484375,58410
48609.822021484375,58410
48709.822021484375,58410
48809.822021484375,58410
48909.822021484375,58430
49009.822021484375,58430
49109.822021484375,58410
49209.822021484375,58410
49309.822021484375,58410
49409.822021484375,58410
49509.822021484375,58410
49609.822021484375,58390
49709.822021484375,58390
49809.822021484375,58400
49909.822021484375,58400
50009.822021484375,58380
50109.822021484375,58380
50209.822021484375,58380
50309.822021484375,58390
50409.822021484375,58390
50509.822021484375,58390
50609.822021484375,58380
50709.822021484375,58380
50809.822021484375,58380
50909.822021484375,58390
51009.822021484375,58330
51109.822021484375,58330
51209.822021484375,58330
51309.822021484375,58290
51409.822021484375,58290
51509.822021484375,58290
51609.822021484375,58290
51709.822021484375,58290
51809.822021484375,58290
51909.822021484375,58290
52009.822021484375,58270
52109.822021484375,58270
52209.822021484375,58270
52309.822021484375,58290
52409.822021484375,58290
52509.822021484375,58290
52609.822021484375,58290
52709.822021484375,58300
52809.822021484375,58300
52909.822021484375,58300
53009.822021484375,58300
53109.822021484375,58300
53209.822021484375,58300
53309.822021484375,58320
53409.822021484375,58320
53509.822021484375,58320
53609.822021484375,58320
53709.822021484375,58320
53809.822021484375,58330
53909.822021484375,58330
54009.822021484375,58340
54109.822021484375,58340
54209.822021484375,58340
54309.822021484375,58350
54409.822021484375,58350
54509.822021484375,58350
54609.822021484375,58370
54709.822021484375,58370
54809.822021484375,58380
54909.822021484375,58380
55009.822021484375,58400
55109.822021484375,58400
55209.822021484375,58400
55309.822021484375,58400
55409.822021484375,58390
55509.822021484375,58390
55609.822021484375,58410
55709.822021484375,58410
55809.822021484375,58420
55909.822021484375,58420
56009.822021484375,58420
56109.822021484375,58420
56209.822021484375,58420
56309.822021484375,58420
56409.822021484375,58420
56509.822021484375,58420
56609.822021484375,58420
56709.822021484375,58420
56809.822021484375,58420
56909.822021484375,58430
57009.822021484375,58440
57109.822021484375,58440
57209.822021484375,58440
57309.822021484375,58430
57409.822021484375,58430
57509.822021484375,58410
57609.822021484375,58410
57709.822021484375,58410
57809.822021484375,58410
57909.822021484375,58410
58009.822021484375,58420
58109.822021484375,58420
58209.822021484375,58420
58309.822021484375,58450
58409.822021484375,58450
58509.822021484375,58450
58609.822021484375,58450
58709.822021484375,58460
58809.822021484375,58460
58909.822021484375,58460
59009.822021484375,58470
59109.822021484375,58470
59209.822021484375,58460
59309.822021484375,58460
59409.822021484375,58460
59509.822021484375,58480
59609.822021484375,58480
59709.822021484375,58490
59809.822021484375,58490
59909.822021484375,58490
60009.822021484375,58520
60109.822021484375,58520
60209.822021484375,58520
60309.822021484375,58520
60409.822021484375,58520
60509.822021484375,58580
60609.822021484375,58580
60709.822021484375,58580
60809.822021484375,58580
60909.822021484375,58580
61009.822021484375,58600
61109.822021484375,58600
61209.822021484375,58600
61309.822021484375,58610
61409.822021484375,58610
61509.822021484375,58620
61609.822021484375,58620
61709.822021484375,58620
61809.822021484375,58630
61909.822021484375,58630
62009.822021484375,58650
62109.822021484375,58650
62209.822021484375,58650
62309.822021484375,58670
62409.822021484375,58670
62509.822021484375,58680
62609.822021484375,58680
62709.822021484375,58680
62809.822021484375,58690
62909.822021484375,58690
63009.822021484375,58700
63109.822021484375,58700
63209.822021484375,58720
63309.822021484375,58720
63409.822021484375,58720
63509.822021484375,58730
63609.822021484375,58730
63709.822021484375,58730
63809.822021484375,58740
63909.822021484375,58740
64009.822021484375,58760
64109.822021484375,58760
64209.822021484375,58800
64309.822021484375,58800
64409.822021484375,58800
64509.822021484375,58800
64609.822021484375,58800
64709.822021484375,58800
64809.822021484375,58790
64909.822021484375,58790
65009.822021484375,58770
65109.822021484375,58770
65209.822021484375,58770
65309.822021484375,58780
65409.822021484375,58780
65509.822021484375,58790
65609.82202148438,58790
65709.82202148438,58790
65809.82202148438,58810
65909.82202148438,58810
66009.82202148438,58830
66109.82202148438,58830
66209.82202148438,58830
66309.82202148438,58820
66409.82202148438,58820
66509.82202148438,58820
66609.82202148438,58830
66709.82202148438,58830
66809.82202148438,58830
66909.82202148438,58830
67009.82202148438,58840
67109.82202148438,58840
67209.82202148438,58840
67309.82202148438,58840
67409.82202148438,58840
67509.82202148438,58850
67609.82202148438,58850
67709.82202148438,58850
67809.82202148438,58860
67909.82202148438,58860
68009.82202148438,58890
68109.82202148438,58890
68209.82202148438,58890
68309.82202148438,58890
68409.82202148438,58890
68509.82202148438,58900
68609.82202148438,58900
68709.82202148438,58900
68809.82202148438,58920
68909.82202148438,58920
69009.82202148438,58930
69109.82202148438,58930
69209.82202148438,58930
69309.82202148438,58970
69409.82202148438,58970
69509.82202148438,58980
69609.82202148438,58980
69709.82202148438,58980
69809.82202148438,58990
69909.82202148438,58990
70009.82202148438,58990
70109.82202148438,59000
70209.82202148438,59000
70309.82202148438,59000
70409.82202148438,59000
70509.82202148438,59000
70609.82202148438,59020
70709.82202148438,59020
70809.82202148438,59040
70909.82202148438,59040
71009.82202148438,59040
71109.82202148438,59070
71209.82202148438,59070
71309.82202148438,59060
71409.82202148438,59060
71509.82202148438,59060
71609.82202148438,59050
71709.82202148438,59050
71809.82202148438,59050
71909.82202148438,59050
72009.82202148438,59050
72109.82202148438,59050
72209.82202148438,59040
72309.82202148438,59040
72409.82202148438,59040
72509.82202148438,59040
72609.82202148438,59040
72709.82202148438,59040
72809.82202148438,59040
72909.82202148438,59030
73009.82202148438,59030
73109.82202148438,59040
73209.82202148438,59040
73309.82202148438,59040
73409.82202148438,59030
73509.82202148438,59030
73609.82202148438,59040
73709.82202148438,59040
73809.82202148438,59080
73909.82202148438,59080
74009.82202148438,59080
74109.82202148438,59070
74209.82202148438,59070
74309.82202148438,59080
74409.82202148438,59080
74509.82202148438,59100
74609.82202148438,59100
74709.82202148438,59100
74809.82202148438,59130
74909.82202148438,59130
75009.82202148438,59130
75109.82202148438,59150
75209.82202148438,59150
75309.82202148438,59150
75409.82202148438,59160
75509.82202148438,59160
75609.82202148438,59150
75709.82202148438,59150
75809.82202148438,59150
75909.82202148438,59160
76009.82202148438,59160
76109.82202148438,59170
76209.82202148438,59170
76309.82202148438,59180
76409.82202148438,59180
76509.82202148438,59180
76609.82202148438,59170
76709.82202148438,59170
76809.82202148438,59170
76909.82202148438,59180
77009.82202148438,59180
77109.82202148438,59190
77209.82202148438,59190
77309.82202148438,59190
77409.82202148438,59180
77509.82202148438,59180
77609.82202148438,59190
77709.82202148438,59190
77809.82202148438,59170
77909.82202148438,59170
78009.82202148438,59170
78109.82202148438,59160
78209.82202148438,59160
78309.82202148438,59160
78409.82202148438,59140
78509.82202148438,59140
78609.82202148438,59150
78709.82202148438,59150
78809.82202148438,59150
78909.82202148438,59150
79009.82202148438,59200
79109.82202148438,59220
79209.82202148438,59220
79309.82202148438,59220
79409.82202148438,59220
79509.82202148438,59220
79609.82202148438,59230
79709.82202148438,59230
79809.82202148438,59230
79909.82202148438,59230
80009.82202148438,59230
80109.82202148438,59230
80209.82202148438,59240
80309.82202148438,59230
80409.82202148438,59230
80509.82202148438,59230
80609.82202148438,59240
80709.82202148438,59240
80809.82202148438,59240
80909.82202148438,59240
81009.82202148438,59240
81109.82202148438,59240
81209.82202148438,59240
81309.82202148438,59240
81409.82202148438,59240
81509.82202148438,59240
81609.82202148438,59240
81709.82202148438,59240
81809.82202148438,59240
81909.82202148438,59230
82009.82202148438,59230
82109.82202148438,59230
82209.82202148438,59230
82309.82202148438,59220
82409.82202148438,59210
82509.82202148438,59210
82609.82202148438,59210
82709.82202148438,59230
82809.82202148438,59230
82909.82202148438,59220
83009.82202148438,59220
83109.82202148438,59220
83209.82202148438,59210
83309.82202148438,59210
83409.82202148438,59210
83509.82202148438,59210
83609.82202148438,59210
83709.82202148438,59200
83809.82202148438,59200
83909.82202148438,59200
84009.82202148438,59220
84109.82202148438,59220
84209.82202148438,59220
84309.82202148438,59220
84409.82202148438,59220
84509.82202148438,59230
84609.82202148438,59230
84709.82202148438,59250
84809.82202148438,59250
84909.82202148438,59250
85009.82202148438,59280
85109.82202148438,59280
85209.82202148438,59280
85309.82202148438,59280
85409.82202148438,59310
85509.82202148438,59310
85609.82202148438,59310
85709.82202148438,59330
85809.82202148438,59330
85909.82202148438,59330
86009.82202148438,59340
86109.82202148438,59340
86209.82202148438,59340
86309.82202148438,59340
86409.82202148438,59340
86509.82202148438,59380
86609.82202148438,59380
86709.82202148438,59400
86809.82202148438,59400
86909.82202148438,59410
87009.82202148438,59410
87109.82202148438,59410
87209.82202148438,59400
87309.82202148438,59400
87409.82202148438,59420
87509.82202148438,59420
87609.82202148438,59420
87709.82202148438,59460
87809.82202148438,59460
87909.82202148438,59500
88009.82202148438,59500
88109.82202148438,59500
88209.82202148438,59540
88309.82202148438,59540
88409.82202148438,59570
88509.82202148438,59570
88609.82202148438,59570
88709.82202148438,59630
88809.82202148438,59630
88909.82202148438,59630
89009.82202148438,59650
89109.82202148438,59650
89209.82202148438,59690
89309.82202148438,59690
89409.82202148438,59710
89509.82202148438,59710
89609.82202148438,59710
89709.82202148438,59770
89809.82202148438,59770
89909.82202148438,59790
90009.82202148438,59790
90109.82202148438,59790
90209.82202148438,59810
90309.82202148438,59810
90409.82202148438,59840
90509.82202148438,59840
90609.82202148438,59840
90709.82202148438,59890
90809.82202148438,59890
90909.82202148438,59910
91009.82202148438,59910
91109.82202148438,59910
91209.82202148438,59920
91309.82202148438,59920
91409.82202148438,59950
91509.82202148438,59950
91609.82202148438,59980
91709.82202148438,59980
91809.82202148438,59980
91909.82202148438,60010
92009.82202148438,60010
92109.82202148438,60010
92209.82202148438,60010
92309.82202148438,60010
92409.82202148438,60040
92509.82202148438,60040
92609.82202148438,60110
92709.82202148438,60110
92809.82202148438,60110
92909.82202148438,60140
93009.82202148438,60140
93109.82202148438,60140
93209.82202148438,60160
93309.82202148438,60160
93409.82202148438,60180
93509.82202148438,60180
93609.82202148438,60180
93709.82202148438,60190
93809.82202148438,60190
93909.82202148438,60220
94009.82202148438,60220
94109.82202148438,60220
94209.82202148438,60220
94309.82202148438,60220
94409.82202148438,60240
94509.82202148438,60240
94609.82202148438,60270
94709.82202148438,60270
94809.82202148438,60270
94909.82202148438,60280
95009.82202148438,60280
95109.82202148438,60270
95209.82202148438,60270
95309.82202148438,60270
95409.82202148438,60270
95509.82202148438,60270
95609.82202148438,60250
95709.82202148438,60250
95809.82202148438,60250
95909.82202148438,60260
96009.82202148438,60260
96109.82202148438,60260
96209.82202148438,60260
96309.82202148438,60260
96409.82202148438,60240
96509.82202148438,60240
96609.82202148438,60240
96709.82202148438,60240
96809.82202148438,60240
96909.82202148438,60240
97009.82202148438,60240
97109.82202148438,60220
97209.82202148438,60220
97309.82202148438,60220
97409.82202148438,60220
97509.82202148438,60230
97609.82202148438,60230
97709.82202148438,60220
97809.82202148438,60220
97909.82202148438,60250
98009.82202148438,60250
98109.82202148438,60250
98209.82202148438,60250
98309.82202148438,60250
98409.82202148438,60250
98509.82202148438,60250
98609.82202148438,60290
98709.82202148438,60290
98809.82202148438,60290
98909.82202148438,60310
99009.82202148438,60310
99109.82202148438,60310
99209.82202148438,60310
99309.82202148438,60310
99409.82202148438,60260
99509.82202148438,60260
99609.82202148438,60260
99709.82202148438,60260
99809.82202148438,60260
99909.82202148438,60260
100009.82202148438,60230
100109.82202148438,60230
100209.82202148438,60230
100309.82202148438,60230
100409.82202148438,60210
100509.82202148438,60210
100609.82202148438,60210
100709.82202148438,60210
100809.82202148438,60210
100909.82202148438,60190
101009.82202148438,60190
101109.82202148438,60190
101209.82202148438,60190
101309.82202148438,60190
101409.82202148438,60170
101509.82202148438,60170
101609.82202148438,60170
101709.82202148438,60170
101809.82202148438,60170
101909.82202148438,60160
102009.82202148438,60160
102109.82202148438,60160
102209.82202148438,60160
102309.82202148438,60160
102409.82202148438,60160
102509.82202148438,60140
102609.82202148438,60140
102709.82202148438,60140
102809.82202148438,60140
102909.82202148438,60140
103009.82202148438,60110
103109.82202148438,60110
103209.82202148438,60110
103309.82202148438,60110
103409.82202148438,60110
103509.82202148438,60090
103609.82202148438,60090
103709.82202148438,60090
103809.82202148438,60090
103909.82202148438,60090
104009.82202148438,60120
104109.82202148438,60120
104209.82202148438,60120
104309.82202148438,60120
104409.82202148438,60120
104509.82202148438,60100
104609.82202148438,60100
104709.82202148438,60100
104809.82202148438,60100
104909.82202148438,60100
105009.82202148438,60130
105109.82202148438,60130
105209.82202148438,60130
105309.82202148438,60130
105409.82202148438,60130
105509.82202148438,60150
105609.82202148438,60150
105709.82202148438,60150
105809.82202148438,60150
105909.82202148438,60150
106009.82202148438,60140
106109.82202148438,60140
106209.82202148438,60140
106309.82202148438,60140
106409.82202148438,60140
106509.82202148438,60140
106609.82202148438,60130
106709.82202148438,60130
106809.82202148438,60120
106909.82202148438,60120
107009.82202148438,60130
107109.82202148438,60130
107209.82202148438,60130
107309.82202148438,60140
107409.82202148438,60140
107509.82202148438,60140
107609.82202148438,60140
107709.82202148438,60140
107809.82202148438,60140
107909.82202148438,60140
108009.82202148438,60140
108109.82202148438,60120
108209.82202148438,60100
108309.82202148438,60100
108409.82202148438,60100
108509.82202148438,60100
108609.82202148438,60090
108709.82202148438,60090
108809.82202148438,60070
108909.82202148438,60070
109009.82202148438,60080
109109.82202148438,60080
109209.82202148438,60080
109309.82202148438,60080
109409.82202148438,60060
109509.82202148438,60060
109609.82202148438,60060
109709.82202148438,60060
109809.82202148438,60040
109909.82202148438,60040
110009.82202148438,60040
110109.82202148438,60050
110209.82202148438,60050
110309.82202148438,60050
110409.82202148438,60030
110509.82202148438,60030
110609.82202148438,60010
110709.82202148438,60010
110809.82202148438,60000
110909.82202148438,60000
111009.82202148438,59980
111109.82202148438,59980
111209.82202148438,59980
111309.82202148438,59990
111409.82202148438,59990
111509.82202148438,59990
111609.82202148438,59960
111709.82202148438,59960
111809.82202148438,59950
111909.82202148438,59950
112009.82202148438,59970
112109.82202148438,59970
112209.82202148438,59970
112309.82202148438,59950
112409.82202148438,59950
112509.82202148438,59950
112609.82202148438,59940
112709.82202148438,59940
112809.82202148438,59930
112909.82202148438,59930
113009.82202148438,59930
113109.82202148438,59900
113209.82202148438,59900
113309.82202148438,59910
113409.82202148438,59910
113509.82202148438,59910
113609.82202148438,59910
113709.82202148438,59910
113809.82202148438,59910
113909.82202148438,59910
114009.82202148438,59910
114109.82202148438,59920
114209.82202148438,59920
114309.82202148438,59900
114409.82202148438,59900
114509.82202148438,59900
114609.82202148438,59900
114709.82202148438,59900
114809.82202148438,59880
114909.82202148438,59880
115009.82202148438,59880
115109.82202148438,59870
115209.82202148438,59870
115309.82202148438,59870
115409.82202148438,59870
115509.82202148438,59870
115609.82202148438,59860
115709.82202148438,59860
115809.82202148438,59850
115909.82202148438,59850
116009.82202148438,59850
116109.82202148438,59830
116209.82202148438,59830
116309.82202148438,59840
116409.82202148438,59840
116509.82202148438,59840
116609.82202148438,59840
116709.82202148438,59840
116809.82202148438,59850
116909.82202148438,59850
117009.82202148438,59840
117109.82202148438,59840
117209.82202148438,59840
117309.82202148438,59840
117409.82202148438,59860
117509.82202148438,59860
117609.82202148438,59870
117709.82202148438,59870
117809.82202148438,59870
117909.82202148438,59870
118009.82202148438,59870
118109.82202148438,59870
118209.82202148438,59860
118309.82202148438,59860
118409.82202148438,59860
118509.82202148438,59870
118609.82202148438,59870
118709.82202148438,59870
118809.82202148438,59870
118909.82202148438,59870
119009.82202148438,59880
119109.82202148438,59880
119209.82202148438,59880
119309.82202148438,59900
119409.82202148438,59900
119509.82202148438,59910
119609.82202148438,59910
119709.82202148438,59910
119809.82202148438,59920
119909.82202148438,59920
120009.82202148438,59920
120109.82202148438,59920
120209.82202148438,59920
120309.82202148438,59940
120409.82202148438,59940
120509.82202148438,59940
120609.82202148438,59940
120709.82202148438,59940
120809.82202148438,59950
120909.82202148438,59950
121009.82202148438,59950
121109.82202148438,59950
121209.82202148438,59950
121309.82202148438,59960
121409.82202148438,59960
121509.82202148438,59970
121609.82202148438,59970
121709.82202148438,59970
121809.82202148438,59980
121909.82202148438,59980
122009.82202148438,59970
122109.82202148438,59970
122209.82202148438,59960
122309.82202148438,59960
122409.82202148438,59960
122509.82202148438,59950
122609.82202148438,59950
122709.82202148438,59950
122809.82202148438,59980
122909.82202148438,59980
123009.82202148438,59980
123109.82202148438,59980
123209.82202148438,59980
123309.82202148438,59960
123409.82202148438,59960
123509.82202148438,59980
123609.82202148438,59980
123709.82202148438,59980
123809.82202148438,59980
123909.82202148438,59980
124009.82202148438,59980
124109.82202148438,59970
124209.82202148438,59970
124309.82202148438,59980
124409.82202148438,59980
124509.82202148438,59960
124609.82202148438,59960
124709.82202148438,59960
124809.82202148438,59960
124909.82202148438,59960
125009.82202148438,59960
125109.82202148438,59960
125209.82202148438,59950
125309.82202148438,59950
125409.82202148438,59960
125509.82202148438,59960
125609.82202148438,59960
125709.82202148438,59950
125809.82202148438,59950
125909.82202148438,59950
126009.82202148438,59960
126109.82202148438,59960
126209.82202148438,59940
126309.82202148438,59940
126409.82202148438,59940
126509.82202148438,59960
126609.82202148438,59960
126709.82202148438,59950
