48.5880106, 35.1411461
48.5880272, 35.1411804
48.5880272, 35.1411804
48.5880601, 35.1412498
48.5880601, 35.1412498
48.5880601, 35.1412498
48.5880765, 35.1412847
48.5880765, 35.1412847
48.5880929, 35.1413199
48.5880929, 35.1413199
48.5880929, 35.1413199
48.5881093, 35.1413553
48.5881093, 35.1413553
48.5881422, 35.1414262
48.5881422, 35.1414262
48.5881422, 35.1414262
48.5881585, 35.1414619
48.5881585, 35.1414619
48.5881748, 35.1414977
48.5881748, 35.1414977
48.5881748, 35.1414977
48.5881909, 35.1415335
48.5881909, 35.1415335
48.5882232, 35.1416055
48.5882232, 35.1416055
48.5882232, 35.1416055
48.5882393, 35.1416414
48.5882393, 35.1416414
48.5882556, 35.1416773
48.5882556, 35.1416773
48.5882556, 35.1416773
48.5882719, 35.1417134
48.5882719, 35.1417134
48.5883045, 35.1417856
48.5883045, 35.1417856
48.5883045, 35.1417856
48.5883207, 35.1418217
48.5883207, 35.1418217
48.588337, 35.1418579
48.588337, 35.1418579
48.5883855, 35.1419664
48.5883855, 35.1419664
48.5883855, 35.1419664
48.5883855, 35.1419664
48.5883855, 35.1419664
48.5884174, 35.1420385
48.5884174, 35.1420385
48.5884174, 35.1420385
48.5884174, 35.1420385
48.5884174, 35.1420385
48.5884174, 35.1420385
48.5884649, 35.142147
48.5884649, 35.142147
48.5884649, 35.142147
48.5884649, 35.142147
48.5884965, 35.1422203
48.5884965, 35.1422203
48.5884965, 35.1422203
48.5884965, 35.1422203
48.5884965, 35.1422203
48.5884965, 35.1422203
48.5885434, 35.1423313
48.5885434, 35.1423313
48.5885434, 35.1423313
48.5885434, 35.1423313
48.5885434, 35.1423313
48.5885748, 35.1424058
48.5885748, 35.1424058
48.5885748, 35.1424058
48.5885748, 35.1424058
48.5885748, 35.1424058
48.5886226, 35.1425172
48.5886226, 35.1425172
48.5886226, 35.1425172
48.5886226, 35.1425172
48.5886226, 35.1425172
48.5886705, 35.1426275
48.5886705, 35.1426275
48.5886705, 35.1426275
48.5886705, 35.1426275
48.5886705, 35.1426275
48.5887026, 35.1427001
48.5887026, 35.1427001
48.5887026, 35.1427001
48.5887026, 35.1427001
48.5887026, 35.1427001
48.5887513, 35.1428085
48.5887513, 35.1428085
48.5887513, 35.1428085
