t,velX,velY,velZ,velAir,vel
2353,-0.865958,-0.454769,-0.83879,13.5552,13.5552
2354,-0.979985,-0.0468977,-1.7396,13.3209,13.3209
2355,-0.878077,-0.190109,-1.70271,13.1447,13.1447
2356,-0.515964,-0.839522,-0.965416,13.3052,13.3052
2357,0.000447727,-0.624268,-0.894891,14.788,14.788
2358,0.0185739,-0.0712558,-1.01035,15.6882,15.6882
2359,0.0286477,0.503277,-1.01759,17.1214,17.1214
2360,0.0366303,0.887796,-1.01203,18.3628,18.3628
2361,-0.666501,-0.492812,-0.501664,14.3072,14.3072
2362,-0.984467,-0.0299409,-1.84376,13.2796,13.2796
2363,-0.975326,-0.0798296,-1.6437,13.3223,13.3223
2364,-0.966487,-0.155919,-1.34675,13.4257,13.4257
2365,-0.952898,-0.12347,-0.2296,15.1243,15.1243
2366,-0.93097,0.225398,-0.266372,15.8903,15.8903
2367,-0.906044,0.383507,-1.34062,14.9433,14.9433
2368,-1.00361,-0.0656769,-0.184399,15.2783,15.2783
2369,-1.00275,0.0174864,-1.97471,13.2878,13.2878
2370,-0.911764,-0.275587,-0.339663,14.6556,14.6556
2371,-0.910917,-0.174553,-0.282117,14.9675,14.9675
2372,-1.01559,0.111071,-0.962444,14.4494,14.4494
2373,-0.835993,0.161451,-1.66686,14.1193,14.1193
2374,-0.666821,-0.385125,-1.46231,13.2609,13.2609
2375,-0.472864,-0.842924,-1.00905,13.3226,13.3226
2376,-0.254797,-0.763224,-0.791455,14.16,14.16
2377,-0.811438,-0.55106,-1.19204,13.0001,13.0001
2378,-1.00835,0.0364147,-1.87568,13.3984,13.3984
2379,-0.883192,-0.2198,-0.0883028,15.3019,15.3019
2380,-0.494115,0.85441,-0.938974,17.4345,17.4345
2381,0.019722,-0.779952,-0.808594,14.721,14.721
2382,0.328215,-0.819706,-1.04798,15.1844,15.1844
2383,0.593734,0.0296774,-1.50102,16.9801,16.9801
2384,0.539399,0.380374,-1.39863,17.7041,17.7041
2385,0.486011,0.671746,-1.19914,18.5178,18.5178
2386,0.266602,0.729438,-1.17886,18.1732,18.1732
2387,0.0461042,0.729237,-1.04469,17.8185,17.8185
2388,-0.223884,0.58881,-0.742818,17.1984,17.1984
2389,-0.487317,0.390287,-0.486826,16.5457,16.5457
2390,-0.714942,0.192306,-0.237171,16.1252,16.1252
2391,-0.733749,0.46169,-0.368528,16.5924,16.5924
2392,-0.739022,0.647029,-0.605502,16.7998,16.7998
2393,-0.744663,0.704297,-0.902179,16.617,16.617
2394,-1.02389,-0.0153714,-0.00778809,15.7347,15.7347
2395,-0.89007,0.496132,-1.04114,15.6076,15.6076
2396,-0.894962,0.43307,-0.529229,16.0648,16.0648
2397,-0.898399,0.241442,-0.191428,16.1071,16.1071
2398,-0.781007,0.298233,-0.275026,16.242,16.242
2399,-0.625416,0.298298,-0.396255,16.2412,16.2412
2400,-0.444104,0.266096,-0.555035,16.1809,16.1809
2401,-0.406905,-0.275376,-0.627895,14.9251,14.9251
2402,-0.379941,-0.714634,-0.752401,14.0408,14.0408
2403,0.0337911,-0.669676,-1.05062,14.612,14.612
2404,0.424165,-0.516891,-1.37564,15.5758,15.5758
2405,0.735884,-0.308215,-1.67809,16.69,16.69
2406,0.859808,-0.212276,-1.66852,17.299,17.299
2407,0.928618,-0.0734214,-1.62476,17.8272,17.8272
2408,0.884703,0.112223,-1.86961,17.8911,17.8911
2409,0.649538,-0.129376,-1.65588,16.7339,16.7339
2410,0.494229,-0.284998,-1.56322,16.0241,16.0241
2411,0.317699,-0.432606,-1.377,15.4022,15.4022
2412,0.126028,-0.571357,-1.19599,14.8349,14.8349
2413,0.201372,-0.508264,-1.24702,15.0804,15.0804
2414,0.281005,-0.431216,-1.32767,15.3463,15.3463
2415,0.450143,0.180521,-1.50786,16.8852,16.8852
2416,0.605379,0.572917,-1.41086,18.3983,18.3983
2417,0.914429,0.00235087,-0.0396541,19.6452,19.6452
2418,0.723344,0.546801,-0.80738,19.1918,19.1918
2419,0.14381,-0.143177,-1.13912,15.6983,15.6983
2420,-0.134136,0.455403,-0.898389,16.7895,16.7895
2421,-0.400869,0.816563,-0.798932,17.588,17.588
2422,-0.471692,0.332142,-1.32785,15.4219,15.4219
2423,-0.536493,-0.804381,-1.01735,13.2517,13.2517
2424,-0.590704,0.0519372,-0.414844,15.655,15.655
2425,-0.634951,0.828582,-1.04496,17.0428,17.0428
2426,-0.898715,0.492072,-0.926313,15.7131,15.7131
2427,-1.02706,0.118139,-1.09359,14.2991,14.2991
2428,-0.564702,0.133741,-1.50359,14.5805,14.5805
2429,0.281673,-0.606022,-0.73399,15.7285,15.7285
2430,0.336736,0.452616,-0.552489,18.2024,18.2024
2431,0.400723,0.851403,-0.943887,19.0899,19.0899
2432,0.721472,0.350641,-0.348858,19.2593,19.2593
2433,0.905455,-0.102649,-0.130556,19.2819,19.2819
2434,0.909424,0.204468,-0.978783,18.8095,18.8095
2435,0.70912,0.336358,-1.55335,17.9947,17.9947
2436,0.335911,-0.377251,-1.26125,15.6501,15.6501
2437,0.0989775,-0.787346,-1.0059,14.6574,14.6574
2438,-0.145686,-0.936757,-0.930099,13.9685,13.9685
2439,-0.385911,-0.715961,-1.11878,13.5447,13.5447
2440,-0.783625,-0.0800189,-1.71773,13.5314,13.5314
2441,-0.608021,-0.657628,-1.34675,12.9738,12.9738
2442,-0.402638,-0.914435,-0.975081,13.4005,13.4005
2443,-0.178946,-0.608585,-0.925358,14.3727,14.3727
2444,0.538526,0.514176,-1.48278,17.9957,17.9957
2445,0.913148,0.115209,-0.506132,19.1583,19.1583
2446,0.745851,0.239978,-0.318117,19.1313,19.1313
2447,0.75877,0.453063,-0.5819,19.3108,19.3108
2448,0.778382,0.509391,-0.993325,19.0813,19.0813
2449,0.84408,0.335764,-0.966209,18.8918,18.8918
2450,0.890942,0.156956,-0.783385,18.8423,18.8423
2451,0.905402,-0.00503552,-0.618557,18.7641,18.7641
2452,0.88685,-0.128569,-0.493616,18.639,18.639
2453,0.785908,0.0838903,-1.93812,17.4499,17.4499
2454,0.240131,-0.981633,-1.07292,14.7067,14.7067
2455,-0.442609,0.553779,-1.41673,16.057,16.057
2456,-0.931507,0.0365632,-0.284337,15.3984,15.3984
2457,-1.01226,0.133017,-1.47085,13.9754,13.9754
2458,-0.670395,-0.701894,-1.47909,12.6563,12.6563
2459,-1.02019,-0.00128118,-1.4206,13.6591,13.6591
2460,-0.627603,-0.023789,-0.36859,15.5095,15.5095
2461,0.238615,0.882072,-0.853791,18.9109,18.9109
2462,0.885548,-0.218699,-0.289014,18.7757,18.7757
2463,0.761441,0.255854,-1.67644,17.8944,17.8944
2464,0.732103,0.127276,-1.77422,17.4518,17.4518
2465,0.695045,-0.00699126,-1.75744,17.0584,17.0584
2466,0.655132,-0.160079,-1.70202,16.6646,16.6646
2467,0.612618,-0.322752,-1.6151,16.2942,16.2942
2468,0.567544,-0.484289,-1.50562,15.9657,15.9657
2469,0.460678,-0.466924,-1.41235,15.7334,15.7334
2470,0.355248,-0.439825,-1.33943,15.5293,15.5293
2471,0.24383,-0.397861,-1.25155,15.3724,15.3724
2472,0.128164,-0.343497,-1.15133,15.2684,15.2684
2473,0.00994859,-0.279649,-1.04181,15.2198,15.2198
2474,0.437411,-0.228651,-1.33218,16.1393,16.1393
2475,0.764714,-0.141789,-1.65031,17.0997,17.0997
2476,0.92968,-0.034856,-1.81372,17.7917,17.7917
2477,0.899046,0.0653848,-1.78807,17.8907,17.8907
2478,0.678882,0.135812,-1.57666,17.4209,17.4209
2479,0.920284,0.234445,-1.19921,18.7202,18.7202
2480,0.908755,-0.111537,-0.239043,19.1058,19.1058
2481,0.644513,0.507322,-0.610576,19.0776,19.0776
2482,0.191355,0.873347,-1.18383,18.4768,18.4768
2483,-0.329584,-0.054721,-0.794283,15.2813,15.2813
2484,0.757999,0.515894,-0.843016,19.1794,19.1794
2485,0.754557,0.176967,-0.229985,19.1579,19.1579
2486,-0.321692,0.673353,-0.781001,17.2536,17.2536
2487,-1.01968,-0.0951488,-0.457758,14.6885,14.6885
2488,-0.435936,0.0965941,-1.35192,14.8332,14.8332
2489,-0.812608,0.590885,-1.40479,15.6627,15.6627
2490,-0.995115,0.148702,-0.575427,15.1042,15.1042
2491,-0.906419,0.0335378,-0.18743,15.6051,15.6051
2492,-0.566027,0.685981,-0.716151,17.0088,17.0088
2493,-0.864072,0.480466,-1.37403,15.2657,15.2657
2494,0.478606,-0.802473,-1.16075,15.5372,15.5372
2495,0.800556,-0.490702,-0.854292,17.3395,17.3395
2496,-0.481158,0.859271,-0.939544,17.4698,17.4698
2497,-0.965726,0.331008,-1.22517,14.8245,14.8245
2498,0.190103,-0.890417,-1.10231,14.6495,14.6495
2499,0.68625,0.420626,-1.54529,18.139,18.139
2500,0.915416,0.0275101,-0.111375,19.5731,19.5731
2501,0.802621,0.452854,-0.987341,19.0195,19.0195
2502,0.406497,-0.37232,-1.42343,15.7189,15.7189
2503,-0.128641,-0.621938,-1.05174,14.3069,14.3069
2504,0.138098,-0.901451,-0.997002,14.6179,14.6179
2505,0.383035,-0.847033,-1.15896,15.1916,15.1916
2506,0.598416,-0.505949,-1.5222,16.02,16.02
2507,0.769046,-0.107098,-1.85932,17.0535,17.0535
2508,0.808038,-0.155348,-1.71749,17.1838,17.1838
2509,0.834502,-0.192885,-1.69439,17.2252,17.2252
2510,0.858096,-0.214355,-1.65152,17.2999,17.2999
2511,0.878814,-0.219877,-1.58949,17.4063,17.4063
2512,0.89656,-0.210354,-1.50935,17.542,17.542
2513,0.911293,-0.187106,-1.41339,17.7046,17.7046
2514,0.943653,0.0043335,-0.705727,18.8136,18.8136
2515,0.920265,0.139092,-0.125505,19.7746,19.7746
2516,0.948302,0.0181482,-0.048836,19.7711,19.7711
2517,0.873952,0.35653,-0.706584,19.3023,19.3023
2518,0.916072,0.190979,-0.385238,19.4786,19.4786
2519,0.941478,0.0469706,-0.136159,19.6559,19.6559
2520,0.941525,-0.00842695,-0.0115538,19.7655,19.7655
2521,0.93461,-0.00624747,0.0183266,19.7986,19.7986
2522,0.909149,-0.0461069,-0.0204176,19.5766,19.5766
2523,0.909462,-0.0996533,-0.152248,19.2651,19.2651
2524,0.913506,-0.147379,-0.438866,18.7729,18.7729
2525,0.924795,-0.140454,-1.09689,18.0919,18.0919
2526,0.931201,-0.055578,-1.69348,17.8277,17.8277
2527,0.935345,0.0128687,-1.91563,17.8504,17.8504
2528,0.933316,-0.0634475,-1.86422,17.7237,17.7237
2529,0.920901,-0.160129,-1.62989,17.639,17.639
2530,0.903135,-0.271767,-1.28419,17.6324,17.6324
2531,0.895079,-0.285019,-1.32466,17.549,17.549
2532,0.876581,-0.299455,-1.42621,17.3801,17.3801
2533,0.933789,-0.124709,-1.39743,17.9083,17.9083
2534,0.94784,0.0572782,-1.31529,18.3612,18.3612
2535,0.934564,0.0900086,-1.78189,18.0734,18.0734
2536,0.872248,-0.0828207,-1.81892,17.4876,17.4876
2537,0.77562,-0.433009,-1.48671,16.7615,16.7615
2538,0.417152,-0.514951,-0.589916,16.4301,16.4301
2539,-0.0423382,0.848545,-0.951578,18.1351,18.1351
2540,-0.864709,-0.49701,-0.944826,13.3313,13.3313
2541,-0.904967,-0.387661,-0.614515,13.9698,13.9698
2542,-0.0500102,0.711989,-0.981092,17.6369,17.6369
2543,-0.633049,0.375426,-0.3299,16.5458,16.5458
2544,-0.973103,-0.236959,-0.727232,14.0072,14.0072
2545,-0.865419,-0.272236,-1.73488,12.9513,12.9513
2546,-0.28544,-0.35413,-0.741445,14.8357,14.8357
2547,-0.659065,-0.75036,-0.863972,13.3311,13.3311
2548,-0.912229,-0.225788,-1.6873,13.0269,13.0269
2549,-0.997521,-0.0218038,-1.76886,13.339,13.339
2550,-0.878156,-0.447912,-1.09135,13.2155,13.2155
2551,-0.584114,-0.62123,-0.581168,14.0911,14.0911
2552,-0.167284,-0.0521084,-0.782538,15.6089,15.6089
2553,-0.42312,-0.81522,-0.762896,13.7965,13.7965
2554,-0.634396,-0.638916,-1.28994,13.0207,13.0207
2555,-0.862973,0.256196,-1.63705,14.3724,14.3724
2556,-0.984523,0.165653,-0.491327,15.2919,15.2919
2557,-0.998837,0.142389,-0.763176,14.8099,14.8099
2558,-1.004,0.0991426,-0.942292,14.4574,14.4574
2559,-0.967048,0.248329,-1.60869,14.2382,14.2382
2560,-0.88394,0.183819,-1.90321,13.9468,13.9468
2561,-0.760994,-0.153547,-1.8205,13.3126,13.3126
2562,-0.773489,-0.626095,-1.26638,12.8399,12.8399
2563,-0.7832,-0.379199,-0.514589,14.3176,14.3176
2564,-0.789381,0.283751,-0.440684,15.9146,15.9146
2565,-0.986312,-0.136912,-1.0818,13.7356,13.7356
2566,-0.987014,0.0256977,-0.25995,15.3545,15.3545
2567,-0.950064,-0.131087,-0.211889,15.1465,15.1465
2568,-0.875802,-0.474779,-0.91958,13.391,13.391
2569,-0.374573,-0.421664,-0.731691,14.5605,14.5605
2570,0.294985,0.358849,-1.33329,17.0474,17.0474
2571,-0.135032,-0.925733,-1.05105,13.8553,13.8553
2572,-0.556386,0.251358,-1.59449,14.8373,14.8373
2573,-0.865162,0.442106,-0.612777,16.0047,16.0047
2574,-0.981381,0.181544,-0.799967,14.8827,14.8827
2575,-0.987494,-0.12032,-1.14156,13.7026,13.7026
2576,-0.958162,0.219502,-0.862605,14.9298,14.9298
2577,-0.799675,0.451108,-0.60924,16.1156,16.1156
2578,-0.373574,0.913775,-0.932559,17.8319,17.8319
2579,0.168918,0.833454,-0.860306,18.593,18.593
2580,0.654278,0.310593,-0.349605,18.9706,18.9706
2581,0.741517,0.641757,-0.760153,19.5515,19.5515
2582,0.805486,0.492016,-1.40251,18.7947,18.7947
2583,0.768492,0.389264,-1.65313,18.2515,18.2515
2584,0.724714,0.233976,-1.73089,17.6916,17.6916
2585,0.677218,0.0255802,-1.72572,17.0859,17.0859
2586,0.777514,0.47907,-1.43966,18.6458,18.6458
2587,0.860764,0.423273,-0.69907,19.424,19.424
2588,0.53677,0.0177509,-1.75116,16.6137,16.6137
2589,0.0879005,-0.927648,-1.17517,14.2526,14.2526
2590,-0.550902,-0.671274,-1.29757,13.1048,13.1048
2591,-0.944835,-0.174959,-1.70748,13.0823,13.0823
2592,-0.908562,0.172144,-1.8135,13.9425,13.9425
2593,-0.965069,0.0883547,-1.21155,14.1676,14.1676
2594,-0.952175,-0.16632,-0.423021,14.6759,14.6759
2595,-0.916809,-0.122095,-0.227065,15.1753,15.1753
2596,-0.844796,0.140447,-0.270978,15.7727,15.7727
2597,-0.749795,0.509074,-0.633242,16.3173,16.3173
2598,0.199891,0.83747,-0.772321,18.7643,18.7643
2599,0.937902,-0.0390956,0.0496111,19.8091,19.8091
2600,0.975865,0.0619666,-0.67094,19.0757,19.0757
2601,0.869583,0.446285,-1.2683,18.9863,18.9863
2602,0.636263,0.60687,-1.69082,18.4038,18.4038
2603,0.860678,0.465366,-0.442825,19.8299,19.8299
2604,0.976177,0.0291967,0.0894804,20.1288,20.1288
2605,0.854386,0.200116,-1.77204,18.0266,18.0266
2606,0.278351,-0.611933,-0.787815,15.6408,15.6408
2607,-0.464097,0.856611,-0.830194,17.6016,17.6016
2608,-0.644761,0.675975,-1.38781,16.1846,16.1846
2609,-0.787742,0.241032,-1.84897,14.2782,14.2782
2610,-0.798628,0.38055,-1.48225,14.9488,14.9488
2611,-0.809793,0.479577,-1.18052,15.5113,15.5113
2612,-0.799409,0.477819,-1.38293,15.3319,15.3319
2613,-0.791906,0.465401,-1.45072,15.2451,15.2451
2614,-0.965339,0.0692953,-1.05646,14.2905,14.2905
2615,-0.856492,-0.40219,-0.666608,13.9248,13.9248
2616,-0.497971,-0.515183,-0.636449,14.3217,14.3217
2617,-0.0465412,0.0898257,-0.781541,16.1686,16.1686
2618,0.420377,0.664765,-1.12692,18.3888,18.3888
2619,0.792933,0.623597,-0.883224,19.5332,19.5332
2620,0.765368,0.612925,-1.0982,19.2257,19.2257
2621,0.742674,0.564238,-1.26499,18.8891,18.8891
2622,0.584208,0.643964,-1.31468,18.6114,18.6114
2623,0.406905,0.676307,-1.23154,18.3023,18.3023
2624,0.211636,0.665598,-1.11087,17.9088,17.9088
2625,0.110491,-0.0946963,-1.15292,15.7028,15.7028
2626,0.0108461,-0.78348,-1.04954,14.3932,14.3932
2627,0.0779284,-0.942327,-1.16561,14.2185,14.2185
2628,0.156718,-0.998191,-1.14837,14.3754,14.3754
2629,0.460435,-0.837129,-0.872482,15.7541,15.7541
2630,0.714027,-0.608502,-0.696533,17.0684,17.0684
2631,0.888862,-0.317534,-0.472899,18.3703,18.3703
2632,0.967233,0.142412,-0.752341,19.1115,19.1115
2633,0.959239,0.066289,-0.217253,19.6253,19.6253
2634,0.961112,0.0228011,0.0985176,20.0834,20.0834
2635,0.961213,0.0225874,0.080587,20.0504,20.0504
2636,0.92429,-0.0563274,-0.0487527,19.5608,19.5608
2637,0.794555,-0.0461834,-0.161072,18.9668,18.9668
2638,0.58804,0.0280622,-0.364855,18.1642,18.1642
2639,0.594961,-0.423166,-0.388569,17.3784,17.3784
2640,0.61078,-0.696723,-0.702532,16.6089,16.6089
2641,0.459207,-0.465753,-0.351095,16.979,16.979
2642,0.295474,0.0382091,-0.421644,17.3225,17.3225
2643,0.466746,-0.787525,-0.926306,15.7719,15.7719
2644,0.618257,-0.635204,-1.53538,15.8867,15.8867
2645,0.744417,0.0542636,-1.92407,17.2544,17.2544
2646,0.636684,0.508625,-1.39635,18.323,18.323
2647,0.527229,0.787598,-0.982833,19.166,19.166
2648,0.40408,0.731753,-0.688387,18.9854,18.9854
2649,0.507382,0.700699,-0.678054,19.1619,19.1619
2650,0.799655,-0.326443,-0.451433,18.0818,18.0818
2651,0.92087,-0.00364006,-1.9288,17.7578,17.7578
2652,0.848564,-0.353065,-1.13728,17.4306,17.4306
2653,0.933303,-0.0118296,-2.02614,17.7398,17.7398
2654,0.795587,-0.513945,-1.14446,16.9954,16.9954
2655,0.042509,-0.18438,-0.841577,15.7098,15.7098
2656,-0.78518,0.637772,-1.17914,16.0556,16.0556
2657,-1.00896,-0.0788198,-0.0914467,15.4348,15.4348
2658,-1.03544,-0.00416327,0.048533,15.872,15.872
2659,-1.03479,0.0256169,0.086595,16.0246,16.0246
2660,-0.891678,0.398512,-0.713768,15.7062,15.7062
2661,-0.606068,0.621295,-1.38953,16.0528,16.0528
2662,-0.218092,-0.1013,-1.25076,14.8732,14.8732
2663,-0.225825,-0.575702,-1.10002,14.1159,14.1159
2664,-0.228544,-0.905222,-1.0194,13.7141,13.7141
2665,-0.79968,-0.165478,-1.60032,13.4012,13.4012
2666,-1.0355,0.0237593,-1.65661,13.4968,13.4968
2667,-0.834476,-0.589616,-0.873153,13.3089,13.3089
2668,-0.97831,-0.312672,-1.20258,13.2182,13.2182
2669,-1.03743,-0.0350923,-1.53965,13.443,13.443
2670,-1.02066,-0.187891,-0.854034,13.8709,13.8709
2671,-0.979952,-0.18328,-0.201,15.0255,15.0255
2672,-0.95605,-0.0943959,-0.147872,15.3451,15.3451
2673,-0.930739,0.0621572,-0.162038,15.692,15.692
2674,-0.864255,0.0782076,-0.289107,15.5674,15.5674
2675,-0.764963,0.0738291,-0.385352,15.5131,15.5131
2676,-0.648681,0.061637,-0.499637,15.4557,15.4557
2677,-0.594639,-0.345631,-0.505104,14.6758,14.6758
2678,-0.532154,-0.694467,-0.701949,13.8716,13.8716
2679,-0.466182,-0.891934,-0.918249,13.3863,13.3863
2680,-0.376933,-0.548095,-0.772833,14.2803,14.2803
2681,-0.278071,0.120843,-0.810848,15.7547,15.7547
2682,-0.59878,-0.722993,-0.700691,13.7165,13.7165
2683,-0.855103,-0.409812,-1.46822,12.9111,12.9111
2684,-1.03376,-0.000157294,-2.03862,13.1595,13.1595
2685,-1.05495,-0.129048,-1.67089,13.076,13.076
2686,-0.712268,0.242403,-0.33877,16.0749,16.0749
2687,-0.0741052,0.232983,-0.928766,16.2804,16.2804
2688,0.544815,-0.528125,-1.38346,15.9235,15.9235
2689,0.383105,-0.860469,-0.878651,15.488,15.488
2690,0.198342,-0.38302,-0.7083,15.8942,15.8942
2691,-0.136472,0.739513,-1.09727,17.4549,17.4549
2692,-0.472801,0.717305,-0.833958,17.1046,17.1046
2693,-0.763552,-0.236549,-0.405932,14.8073,14.8073
2694,-0.518821,0.609159,-0.571477,17.0183,17.0183
2695,-0.23935,0.90568,-0.937464,18.0075,18.0075
2696,0.365393,-0.510408,-0.511542,16.4065,16.4065
2697,0.792979,-0.227065,-1.60082,17.0784,17.0784
2698,0.88965,-0.120586,-1.06609,18.0282,18.0282
2699,0.757456,-0.520109,-0.700409,17.3298,17.3298
2700,0.47974,-0.66315,-0.546094,16.4647,16.4647
2701,0.865626,-0.132183,-1.75882,17.4071,17.4071
2702,0.830106,-0.275623,-1.52723,17.178,17.178
2703,0.181138,-0.312685,-0.725008,15.9496,15.9496
2704,-0.67023,0.821379,-1.08263,16.9342,16.9342
2705,-1.0634,0.0510502,0.0123131,15.8842,15.8842
2706,-1.00079,-0.105416,-0.0855999,15.4002,15.4002
2707,-0.86112,-0.309519,-0.294852,14.7397,14.7397
2708,-0.643805,-0.572857,-0.567948,14.0957,14.0957
2709,-0.841763,-0.40589,-1.54332,12.8679,12.8679
2710,-0.975982,0.280005,-1.38034,14.5146,14.5146
2711,-1.03043,-0.0394971,0.0342793,15.769,15.769
2712,-0.773782,0.604498,-1.19617,15.9429,15.9429
2713,-0.529356,0.19261,-1.43861,14.848,14.848
2714,-0.234281,-0.651122,-1.11371,13.9606,13.9606
2715,-0.481165,0.203392,-1.37322,15.0128,15.0128
2716,-0.705219,0.711321,-1.26157,16.3332,16.3332
2717,-0.884243,0.545019,-0.630208,16.2693,16.2693
2718,-0.966437,0.249351,-0.293816,15.8625,15.8625
2719,-1.02334,0.0465783,-0.0662829,15.7476,15.7476
2720,-1.05049,-0.0147309,-0.0655877,15.5827,15.5827
2721,-1.01426,0.271747,-0.434897,15.6272,15.6272
2722,-0.904591,0.449373,-1.45983,15.0438,15.0438
2723,-0.452175,-0.231889,-1.34228,14.0601,14.0601
2724,0.129131,-0.976547,-0.942548,14.5676,14.5676
2725,0.106873,-0.596622,-0.947475,15.0224,15.0224
2726,0.0803963,0.0853704,-0.939072,16.2476,16.2476
2727,0.297114,-0.202658,-0.535419,16.6961,16.6961
2728,0.493913,-0.435698,-0.426872,17.0043,17.0043
2729,0.659558,-0.514667,-0.475622,17.3168,17.3168
2730,0.82893,-0.0665104,-0.122613,19.1045,19.1045
2731,0.893473,0.00951901,-0.207614,19.3138,19.3138
2732,0.803392,0.32168,-1.53184,18.2779,18.2779
2733,0.524439,-0.597568,-1.3188,15.8117,15.8117
2734,0.841596,0.247371,-1.45858,18.2837,18.2837
2735,0.889926,-0.092168,-0.0181761,19.4388,19.4388
2736,0.668281,0.600363,-0.940143,19.0433,19.0433
2737,0.638456,0.372696,-1.56312,17.8602,17.8602
2738,0.601117,-0.228933,-1.64687,16.3997,16.3997
2739,0.564764,-0.734918,-1.23979,15.8222,15.8222
2740,0.824012,-0.0177639,-2.02769,17.3301,17.3301
2741,0.913231,-0.0632161,-1.36371,17.9693,17.9693
2742,0.81731,-0.376717,-0.880557,17.537,17.537
2743,0.560343,-0.699973,-0.750383,16.3849,16.3849
2744,0.188443,-0.847369,-0.759115,15.1202,15.1202
2745,0.850049,-0.0127076,-1.61693,17.663,17.663
2746,0.864672,-0.254652,-1.51501,17.3465,17.3465
2747,0.883424,-0.207241,-0.636711,18.3142,18.3142
2748,0.896154,-0.0404446,-0.0679092,19.4614,19.4614
2749,0.888662,-0.102712,-0.15963,19.1781,19.1781
2750,0.876101,-0.196976,-0.393274,18.6257,18.6257
2751,0.860356,-0.289547,-0.694126,18.0326,18.0326
2752,0.665427,-0.325411,-0.382086,17.7523,17.7523
2753,0.355315,0.147363,-0.588782,17.4692,17.4692
2754,0.32632,0.704117,-0.861957,18.5288,18.5288
2755,0.29916,0.892257,-1.15059,18.8068,18.8068
2756,0.842176,-0.0774051,-0.0305702,19.2861,19.2861
2757,0.720515,0.38215,-1.51905,18.1658,18.1658
2758,0.209624,0.46473,-1.3231,17.1351,17.1351
2759,-0.442847,0.28692,-0.734256,15.9901,15.9901
2760,-0.938176,0.0464535,-0.226187,15.5226,15.5226
2761,-0.841772,0.616505,-1.00173,16.0951,16.0951
2762,-0.726671,-0.132246,-1.51203,13.665,13.665
2763,-0.178944,-0.701189,-1.16358,13.9457,13.9457
2764,0.40426,-0.842129,-1.01695,15.4123,15.4123
2765,0.810014,-0.375427,-1.47154,16.9844,16.9844
2766,0.60812,-0.526544,-0.490397,17.1182,17.1182
2767,0.316529,0.28458,-0.570683,17.7107,17.7107
2768,0.183763,0.208246,-0.751714,16.9854,16.9854
2769,0.0512174,0.100058,-0.879256,16.2837,16.2837
2770,-0.0832435,-0.0167165,-1.01323,15.5816,15.5816
2771,-0.162943,0.211375,-1.0948,15.872,15.872
2772,-0.249398,0.434508,-1.16475,16.2442,16.2442
2773,-0.666451,0.641706,-0.683105,16.7722,16.7722
2774,-0.953279,-0.250064,-0.164077,14.9994,14.9994
2775,-0.614636,0.54663,-0.546777,16.7282,16.7282
2776,-0.12227,0.837182,-0.954116,17.9484,17.9484
2777,0.387063,-0.164578,-0.478521,17.0811,17.0811
2778,0.35957,0.495971,-0.554362,18.3692,18.3692
2779,0.330467,0.870224,-0.823721,19.1059,19.1059
2780,0.647823,0.656075,-1.0743,19.0197,19.0197
2781,0.853362,0.319786,-1.2228,18.6636,18.6636
2782,0.912046,-0.062255,-1.38903,17.948,17.948
2783,0.875327,0.218852,-1.19747,18.5318,18.5318
2784,0.784343,0.425616,-1.24058,18.6779,18.6779
2785,0.755656,0.500013,-0.702713,19.2796,19.2796
2786,0.717197,0.225347,-0.245034,19.1229,19.1229
2787,0.809939,-0.170208,-0.176328,18.7798,18.7798
2788,0.872881,-0.235057,-0.66725,18.1953,18.1953
2789,0.903659,-0.0611107,-1.42073,17.8965,17.8965
2790,0.897858,-0.0898118,-1.76293,17.6,17.6
2791,0.894092,-0.0648322,-1.94747,17.5322,17.5322
2792,0.735934,-0.532508,-0.884673,17.0248,17.0248
2793,0.429539,-0.0240388,-0.489924,17.4423,17.4423
2794,0.0954694,0.870725,-1.12276,18.32,18.32
2795,-0.246345,-0.711531,-0.942944,14.0495,14.0495
2796,-0.555043,-0.330986,-1.50022,13.5245,13.5245
2797,-0.782944,-0.490146,-1.38909,12.9419,12.9419
2798,-0.952371,-0.424681,-1.18006,13.0504,13.0504
2799,-1.04566,-0.173058,-0.786473,13.9683,13.9683
2800,-1.0675,-0.014002,-0.50844,14.7325,14.7325
2801,-1.06364,0.0778163,-0.215582,15.4759,15.4759
2802,-0.96579,0.281476,-0.442421,15.695,15.695
2803,-0.608122,0.685802,-1.36742,16.2857,16.2857
2804,-0.808112,0.341657,-1.4427,14.8533,14.8533
2805,-0.95894,0.0325407,-1.68943,13.5915,13.5915
2806,-0.959679,0.354548,-1.51987,14.6338,14.6338
2807,-0.964573,0.339012,-0.631828,15.565,15.565
2808,-0.968784,-0.00425819,-0.18782,15.4464,15.4464
2809,-0.982441,-0.348491,-1.05187,13.3187,13.3187
2810,-0.989377,0.115663,-1.78071,13.7048,13.7048
2811,-0.992913,0.306364,-0.486921,15.6608,15.6608
2812,-0.848606,0.377264,-0.346341,16.2505,16.2505
2813,-0.651084,0.295884,-0.379273,16.2273,16.2273
2814,-0.417664,0.567764,-0.561114,17.0547,17.0547
2815,-0.153928,0.763817,-0.786071,17.8233,17.8233
2816,-0.0380605,0.580432,-0.892666,17.3432,17.3432
2817,0.0688904,0.410606,-0.989887,16.9755,16.9755
